,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen
0,"[None, '9_2491340660_Integrata']","['102_2491335686_Goldman Sachs', None]","[1913834377, 1922311016]","['OB', 'OB']",UMR,UMR,match,match,Goldman Sachs
1,"[None, None, '176_2491367329_Integrata', '177_2491367329_Integrata']","['61_2491372790_Goldman Sachs', '60_2491372790_Goldman Sachs', None, None]","[1969100227, 1969100225, 1960539487, 1960539503]","['OB', 'OB', 'OB', 'OB']",UMR,UMR,match,match,Goldman Sachs
2,"[None, '180_2491367329_Integrata']","['664_2491367329_Goldman Sachs', None]","[1960540263, 1960539557]","['OB', 'OB']",UMR,UMR,match,match,Goldman Sachs
3,"[None, '164_2491245116_Integrata']","['559_2491245116_Goldman Sachs', None]","[1795761803, 1795761565]","['OB', 'OB']",UMR,UMR,match,match,Goldman Sachs
4,"[None, '110_2491279791_Integrata']","['262_2491282464_Goldman Sachs', None]","[1844473174, 1840285670]","['OB', 'OB']",UMR,UMR,match,match,Goldman Sachs
5,"['2_2491378453_Integrata', None, '378_2491374409_Integrata']","[None, '159_2491378453_Goldman Sachs', None]","[1976237476, 1976237398, 1976223366]","['OB', 'OB', 'SDB']",UMR,UMR,match,match,Goldman Sachs
6,"[None, None, None, '278_2491058024_Integrata']","['234_2491056080_Goldman Sachs', '235_2491056080_Goldman Sachs', '236_2491056080_Goldman Sachs', None]","[1543342781, 1543342785, 1543342792, 1545550291]","['OB', 'OB', 'OB', 'OB']",UMR,UMR,match,match,Goldman Sachs
7,"['117_2491230044_Integrata', '118_2491230044_Integrata', '116_2491230044_Integrata', None]","[None, None, None, '761_2491232014_Goldman Sachs']","[1776975833, 1776975785, 1776975829, 1779096789]","['OB', 'OB', 'OB', 'OB']",UMR,UMR,match,match,Goldman Sachs
8,"['126_2491230044_Integrata', '122_2491230044_Integrata', '128_2491230044_Integrata', '131_2491230044_Integrata', '125_2491230044_Integrata', '124_2491230044_Integrata', '130_2491230044_Integrata', '127_2491230044_Integrata', '129_2491230044_Integrata', '123_2491230044_Integrata', None]","[None, None, None, None, None, None, None, None, None, None, '765_2491232014_Goldman Sachs']","[1776975814, 1776975800, 1776975820, 1776975832, 1776975809, 1776975806, 1776975827, 1776975818, 1776975823, 1776975803, 1779096771]","['OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB']",UMR,UMR,match,match,Goldman Sachs
9,"['143_2491230044_Integrata', '142_2491230044_Integrata', None]","[None, None, '763_2491232014_Goldman Sachs']","[1776975828, 2109708593, 1779096752]","['OB', 'OB', 'OB']",UMR,UMR,match,match,Goldman Sachs
10,"[None, '482_2491120341_Integrata']","['804_2491122225_Goldman Sachs', None]","[1630623616, 1628028393]","['OB', 'OB']",UMR,UMR,match,match,Goldman Sachs
11,"['120_2491230044_Integrata', '119_2491230044_Integrata', '121_2491230044_Integrata', None]","[None, None, None, '802_2491232014_Goldman Sachs']","[1776975795, 1776975790, 1776975794, 1779096764]","['OB', 'OB', 'OB', 'OB']",UMR,UMR,match,match,Goldman Sachs
12,"['136_2491230044_Integrata', '135_2491230044_Integrata', '139_2491230044_Integrata', '141_2491230044_Integrata', '132_2491230044_Integrata', '140_2491230044_Integrata', '138_2491230044_Integrata', '134_2491230044_Integrata', '133_2491230044_Integrata', '137_2491230044_Integrata', None]","[None, None, None, None, None, None, None, None, None, None, '803_2491232014_Goldman Sachs']","[1776975796, 1776975840, 1776975841, 1776975804, 1776975836, 1776975801, 1776975815, 1776975839, 1776975838, 1776975807, 1779096770]","['OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB']",UMR,UMR,match,match,Goldman Sachs
13,"[None, '271_2491334287_Integrata', '270_2491334287_Integrata', '269_2491334287_Integrata']","['442_2491334287_Goldman Sachs', None, None, None]","[1911738100, 1911737840, 1911737834, 1911737826]","['OB', 'OB', 'OB', 'OB']",UMR,UMR,match,match,Goldman Sachs
14,"[None, '277_2491334287_Integrata']","['443_2491334287_Goldman Sachs', None]","[1911738008, 1911737848]","['OB', 'OB']",UMR,UMR,match,match,Goldman Sachs
15,"[None, '289_2491257389_Integrata', '288_2491257389_Integrata']","['376_2491257389_Goldman Sachs', None, None]","[1811948088, 1811947894, 1811947889]","['OB', 'OB', 'OB']",UMR,UMR,match,match,Goldman Sachs
