,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
240,6_4551203153_Integrata,,1737813326,OB,UCB,Close,Close,
249,1_4551203153_Integrata,,1737813324,OB,UCB,Close,Close,
523,7_4551203153_Integrata,,1737813339,OB,UCB,Close,Close,
537,9_4551203153_Integrata,,1737813341,OB,UCB,Close,Close,
1219,10_4551203153_Integrata,,1737813332,OB,UCB,Close,Close,
1256,3_4551203153_Integrata,,1737813331,OB,UCB,Close,Close,
1294,9_4551464617_Integrata,,2086488715,OB,UCB,Close,Close,
1332,6_4551464617_Integrata,,2086488714,OB,UCB,Close,Close,
1562,1_4551460499_Integrata,,2080567634,OB,UCB,Close,Close,
1627,10_4551460499_Integrata,,2080567633,OB,UCB,Close,Close,
2420,2_4551460499_Integrata,,2080567635,OB,UCB,Close,Close,
2620,3_4551460499_Integrata,,2080567637,OB,UCB,Close,Close,
