,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
3337,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,
3396,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,
3410,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,
3473,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,
3544,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,
3552,5_4551464617_Integrata,,2086488712,OB,UCB,Close,Close,
3620,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,
3621,4_4551464617_Integrata,,2086488710,OB,UCB,Close,Close,
5014,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,
5115,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,
11268,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,
11310,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,
