,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen,first_non_null_breakid_in_breakid_columns
0,,1_2491445817_Bank of America Merrill Lynch,2061150188,OB,UCB,Close,Close,,Bank of America Merrill Lynch,2061150188
1,,3_2491445817_Bank of America Merrill Lynch,2061150190,OB,UCB,Close,Close,,Bank of America Merrill Lynch,2061150190
2,,2_2491145203_Bank of America Merrill Lynch,1661679611,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1661679611
3,,1_2491067550_Bank of America Merrill Lynch,1558564557,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1558564557
4,,14_249962876_Bank of America Merrill Lynch,1421188034,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1421188034
5,,6_2491067550_Bank of America Merrill Lynch,1558564562,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1558564562
6,,1_2491143215_Bank of America Merrill Lynch,1659043270,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1659043270
7,,15_249962876_Bank of America Merrill Lynch,1421188031,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1421188031
8,,2_2491034735_Bank of America Merrill Lynch,1515563075,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1515563075
9,,14_2491171340_Bank of America Merrill Lynch,1696929145,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1696929145
10,,8_2491034735_Bank of America Merrill Lynch,1515563097,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1515563097
11,,7_2491034735_Bank of America Merrill Lynch,1515563096,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1515563096
12,,6_2491034735_Bank of America Merrill Lynch,1515563095,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1515563095
13,,13_2491171340_Bank of America Merrill Lynch,1696929144,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1696929144
14,,10_2491032870_Bank of America Merrill Lynch,1513179394,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1513179394
15,,23_2491171340_Bank of America Merrill Lynch,1696929134,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1696929134
16,,6_2491032870_Bank of America Merrill Lynch,1513179390,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1513179390
17,,18_2491171340_Bank of America Merrill Lynch,1696929125,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1696929125
18,,2_2491032870_Bank of America Merrill Lynch,1513179386,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1513179386
19,,5_2491032870_Bank of America Merrill Lynch,1513179389,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1513179389
20,,3_2491032870_Bank of America Merrill Lynch,1513179387,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1513179387
21,,8_2491032870_Bank of America Merrill Lynch,1513179392,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1513179392
