,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
49,6_4551203153_Integrata,,1737813326,OB,UCB,Close,Close,
65,9_4551203153_Integrata,,1737813341,OB,UCB,Close,Close,
68,10_4551203153_Integrata,,1737813332,OB,UCB,Close,Close,
92,1_4551460499_Integrata,,2080567634,OB,UCB,Close,Close,
96,6_4551464617_Integrata,,2086488714,OB,UCB,Close,Close,
346,3_4551203153_Integrata,,1737813331,OB,UCB,Close,Close,
1246,3_4551460499_Integrata,,2080567637,OB,UCB,Close,Close,
1587,2_4551460499_Integrata,,2080567635,OB,UCB,Close,Close,
1741,1_4551203153_Integrata,,1737813324,OB,UCB,Close,Close,
1822,9_4551464617_Integrata,,2086488715,OB,UCB,Close,Close,
2087,7_4551203153_Integrata,,1737813339,OB,UCB,Close,Close,
2447,10_4551460499_Integrata,,2080567633,OB,UCB,Close,Close,
