,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
68,10_4551460499_Integrata,,2080567633,OB,UCB,Close,Close,
70,1_4551460499_Integrata,,2080567634,OB,UCB,Close,Close,
106,7_4551203153_Integrata,,1737813339,OB,UCB,Close,Close,
112,9_4551203153_Integrata,,1737813341,OB,UCB,Close,Close,
353,3_4551460499_Integrata,,2080567637,OB,UCB,Close,Close,
358,2_4551460499_Integrata,,2080567635,OB,UCB,Close,Close,
410,6_4551464617_Integrata,,2086488714,OB,UCB,Close,Close,
416,9_4551464617_Integrata,,2086488715,OB,UCB,Close,Close,
432,3_4551203153_Integrata,,1737813331,OB,UCB,Close,Close,
442,10_4551203153_Integrata,,1737813332,OB,UCB,Close,Close,
487,1_4551203153_Integrata,,1737813324,OB,UCB,Close,Close,
494,6_4551203153_Integrata,,1737813326,OB,UCB,Close,Close,
624,2_4551500554_Integrata,,2133757748,OB,UCB,Close,Close,
772,2_4551470355_Integrata,,1860504024,OB,UCB,Close,Close,
773,1_4551470355_Integrata,,1860504025,OB,UCB,Close,Close,
774,1_4551500554_Integrata,,2133757747,OB,UCB,Close,Close,
5868,,12_4551470355_CACEIS,1860504030,OB,UCB,Close,Close,
5888,,12_4551500554_CACEIS,2133757753,OB,UCB,Close,Close,
