,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
105,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,
113,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,
331,4_4551464617_Integrata,,2086488710,OB,UCB,Close,Close,
336,5_4551464617_Integrata,,2086488712,OB,UCB,Close,Close,
586,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,
590,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,
597,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,
604,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,
1643,,1_4551470355_CACEIS,1860504026,OB,UCB,Close,Close,
1664,,1_4551500554_CACEIS,2133757749,OB,UCB,Close,Close,
2916,,4_4551470355_CACEIS,1860504027,OB,UCB,Close,Close,
2930,,4_4551500554_CACEIS,2133757750,OB,UCB,Close,Close,
4075,,7_4551470355_CACEIS,1860504028,OB,UCB,Close,Close,
4079,,7_4551500554_CACEIS,2133757751,OB,UCB,Close,Close,
5162,,11_4551470355_CACEIS,1860504029,OB,UCB,Close,Close,
5175,,11_4551500554_CACEIS,2133757752,OB,UCB,Close,Close,
14955,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,
14957,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,
15157,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,
15170,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,
