,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
111,7_4551203153_Integrata,,1737813339,OB,UCB,Close,Close,
119,9_4551203153_Integrata,,1737813341,OB,UCB,Close,Close,
197,1_4551203153_Integrata,,1737813324,OB,UCB,Close,Close,
202,6_4551203153_Integrata,,1737813326,OB,UCB,Close,Close,
373,2_4551430048_Integrata,,1859897094,OB,UCB,Close,Close,
379,2_4551430044_Integrata,,1859896251,OB,UCB,Close,Close,
401,9_4551450020_Integrata,,1860084492,OB,UCB,Close,Close,
403,9_4551450053_Integrata,,1860095131,OB,UCB,Close,Close,
407,10_4551203153_Integrata,,1737813332,OB,UCB,Close,Close,
408,3_4551203153_Integrata,,1737813331,OB,UCB,Close,Close,
685,1_4551456133_Integrata,,1860262367,OB,UCB,Close,Close,
815,10_4551456133_Integrata,,1860262369,OB,UCB,Close,Close,
817,2_4551456133_Integrata,,1860262371,OB,UCB,Close,Close,
819,3_4551456133_Integrata,,1860262373,OB,UCB,Close,Close,
2158,,16_4551430044_CACEIS,1859896253,OB,UCB,Close,Close,
2163,,16_4551430048_CACEIS,1859897096,OB,UCB,Close,Close,
