,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
48,157_4551412790_Integrata,,1859872583,CNF,UCB,Close,Close,
49,127_4551412790_Integrata,,1859872584,CNF,UCB,Close,Close,
50,148_4551412790_Integrata,,1859872585,CNF,UCB,Close,Close,
51,156_4551412790_Integrata,,1859872586,CNF,UCB,Close,Close,
52,128_4551412790_Integrata,,1859872587,CNF,UCB,Close,Close,
53,158_4551412790_Integrata,,1859872588,CNF,UCB,Close,Close,
62,124_4551412788_Integrata,,1859872066,OB,UCB,Close,Close,
128,14_4551412788_Integrata,,1859872078,OB,UCB,Close,Close,
981,65_4551412790_Integrata,,1859872595,OB,UCB,Close,Close,
986,65_4551412788_Integrata,,1859872079,OB,UCB,Close,Close,
1758,14_4551412790_Integrata,,1859872600,OB,UCB,Close,Close,
1799,156_4551412788_Integrata,,1859872025,OB,UCB,Close,Close,
1809,32_4551380310_Integrata,,1859622754,OB,UCB,Close,Close,
1814,27_4551380310_Integrata,,1859622760,OB,UCB,Close,Close,
1821,35_4551380310_Integrata,,1859622757,OB,UCB,Close,Close,
1828,29_4551380310_Integrata,,1859622762,OB,UCB,Close,Close,
1836,33_4551380310_Integrata,,1859622761,OB,UCB,Close,Close,
1843,36_4551380310_Integrata,,1859622755,OB,UCB,Close,Close,
1851,9_4551380310_Integrata,,1859622797,OB,UCB,Close,Close,
1858,17_4551380310_Integrata,,1859622799,OB,UCB,Close,Close,
1868,8_4551380310_Integrata,,1859622791,OB,UCB,Close,Close,
1877,14_4551380310_Integrata,,1859622795,OB,UCB,Close,Close,
1886,18_4551380310_Integrata,,1859622801,OB,UCB,Close,Close,
1894,16_4551380310_Integrata,,1859622800,OB,UCB,Close,Close,
2267,79_4551412790_Integrata,,1859872604,OB,UCB,Close,Close,
2283,79_4551412788_Integrata,,1859872081,OB,UCB,Close,Close,
2287,157_4551412788_Integrata,,1859872020,OB,UCB,Close,Close,
2295,158_4551412788_Integrata,,1859872024,OB,UCB,Close,Close,
2301,148_4551412788_Integrata,,1859872021,OB,UCB,Close,Close,
2755,72_4551412790_Integrata,,1859872614,OB,UCB,Close,Close,
2759,72_4551412788_Integrata,,1859872083,OB,UCB,Close,Close,
2773,76_4551412790_Integrata,,1859872623,OB,UCB,Close,Close,
2779,76_4551412788_Integrata,,1859872085,OB,UCB,Close,Close,
2802,82_4551412790_Integrata,,1859872632,OB,UCB,Close,Close,
2803,82_4551412788_Integrata,,1859872088,OB,UCB,Close,Close,
2804,128_4551412788_Integrata,,1859872022,OB,UCB,Close,Close,
2805,127_4551412788_Integrata,,1859872023,OB,UCB,Close,Close,
2810,59_4551412790_Integrata,,1859872635,OB,UCB,Close,Close,
2811,59_4551412788_Integrata,,1859872056,OB,UCB,Close,Close,
2822,124_4551412790_Integrata,,1859872642,OB,UCB,Close,Close,
