,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen
33507,36_249951400_Integrata,549_249951400_Goldman Sachs,1406774821,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33508,69_2491122225_Integrata,100_2491125076_Goldman Sachs,1636289459,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33518,61_249884743_Integrata,590_249884743_Goldman Sachs,1317942318,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33519,32_249908716_Integrata,594_249951400_Goldman Sachs,1416953948,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33520,318_2491145205_Integrata,298_2491143287_Goldman Sachs,1662576310,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds between Integrata and GS.,Goldman Sachs 
33530,114_249864192_Integrata,261_249865540_Goldman Sachs,1291629188,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds between Integrata and GS.,Goldman Sachs 
33531,13_275461_Integrata,40_275461_Goldman Sachs,393780644,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds booked between Integrata and GS,Goldman Sachs 
33532,22_249724715_Integrata,57_249724715_Goldman Sachs,1105999389,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds booked between Integrata and GS,Goldman Sachs 
33533,34_249405270_Integrata,78_249405270_Goldman Sachs,585776877,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33543,62_249385837_Integrata,44_249377630_Goldman Sachs,1631435914,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33544,32_249989678_Integrata,461_249989678_Goldman Sachs,1455938114,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33545,5_249869273_Integrata,317_249869273_Goldman Sachs,1296067172,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33546,548_2491082849_Integrata,244_2491122225_Goldman Sachs,1631350773,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33547,47_2491032876_Integrata,484_2491032876_Goldman Sachs,1513864257,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33548,33_249590005_Integrata,52_249590005_Goldman Sachs,885341337,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds booked between Integrata and GS,Goldman Sachs 
33549,68_249893826_Integrata,173_249914797_Goldman Sachs,1357567000,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds booked between Integrata and GS,Goldman Sachs 
33550,65_2491139195_Integrata,19_2491139195_Goldman Sachs,1660605012,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33556,50_2491044317_Integrata,8_2491044317_Goldman Sachs,1529450929,UMB,UMB,UMB_Carry_Forward,UMB,Difference in net amount is due to commission and other fees booked by GS.,Goldman Sachs 
33557,27_249622876_Integrata,42_249832882_Goldman Sachs,1631424055,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33558,104_249972609_Integrata,86_249831659_Goldman Sachs,1465495556,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds between Integrata and GS.,Goldman Sachs 
33559,89_2491321919_Integrata,217_2491321919_Goldman Sachs,1895437408,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds between Integrata and GS for SD 04/23/2021,Goldman Sachs 
33560,23_321322_Integrata,53_249433258_Goldman Sachs,634026311,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33561,50_249906864_Integrata,405_249906864_Goldman Sachs,1347335194,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33562,35_249484482_Integrata,149_249560993_Goldman Sachs,1631334628,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33563,81_249405270_Integrata,155_249403933_Goldman Sachs,585817286,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Swap Realised Gain booked at GS and Integrata,Goldman Sachs 
33568,63_2491189437_Integrata,47_2491189437_Goldman Sachs,1720317034,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds between Integrata and GS.,Goldman Sachs 
33569,10_2491245116_Integrata,514_2491245116_Goldman Sachs,1796475577,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33570,182_249768019_Integrata,35_249764742_Goldman Sachs,1164978265,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33571,142_249800734_Integrata,25_249798955_Goldman Sachs,1208020673,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33572,58_249781859_Integrata,127_249783148_Goldman Sachs,1185779156,UMB,UMB,UMB_Carry_Forward,UMB,Difference in proceeds booked between Integrata and GS,Goldman Sachs 
33573,35_249848285_Integrata,324_249849221_Goldman Sachs,1282417802,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33574,36_249543159_Integrata,76_249543159_Goldman Sachs,806161577,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds booked between Integrata and GS,Goldman Sachs 
33575,64_2491019658_Integrata,44_2491056080_Goldman Sachs,1631432434,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33580,281_249913360_Integrata,176_249914797_Goldman Sachs,1356969370,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds booked between Integrata and GS,Goldman Sachs 
33581,34_249869273_Integrata,360_249869273_Goldman Sachs,1412242945,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33582,76_249890500_Integrata,114_249873842_Goldman Sachs,1412314538,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds booked between Integrata and GS,Goldman Sachs 
33583,332_2491106515_Integrata,447_2491104528_Goldman Sachs,1611093128,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33584,643_2491082849_Integrata,81_2491079055_Goldman Sachs,1579580880,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between Integrata and GS,Goldman Sachs 
33585,154_249926614_Integrata,133_249928764_Goldman Sachs,1376242883,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds between Integrata and GS.,Goldman Sachs 
33586,9_249674149_Integrata,16_249674149_Goldman Sachs,1029345401,UMB,UMB,UMB_Carry_Forward,UMB,Difference in net amount is due to commission and other fees booked by GS.,Goldman Sachs 
33587,7_249426965_Integrata,1_249426965_Goldman Sachs,639781097,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds booked between Integrata and GS,Goldman Sachs 
33588,76_249469483_Integrata,59_249722935_Goldman Sachs,1130574116,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33593,222_2491143287_Integrata,299_2491137190_Goldman Sachs,1660656817,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33594,95_2491098583_Integrata,224_2491122225_Goldman Sachs,1631381684,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33595,43_249704286_Integrata,72_249704286_Goldman Sachs,1079951228,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds booked between Integrata and GS,Goldman Sachs 
33596,49_249967056_Integrata,136_249967056_Goldman Sachs,1427799641,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds booked between Integrata and GS,Goldman Sachs 
33597,151_2491331106_Integrata,290_2491331106_Goldman Sachs,1908494199,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds between Integrata and GS for the SD of 04/30/2021,Goldman Sachs 
33598,42_249860234_Integrata,538_249860234_Goldman Sachs,1284930947,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33599,91_249621958_Integrata,37_249604809_Goldman Sachs,1072712396,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33600,44_249984106_Integrata,389_249984106_Goldman Sachs,1449025611,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33605,83_2491145205_Integrata,146_2491167105_Goldman Sachs,1692351996,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds booked between Integrata and GS,Goldman Sachs 
33606,1_2491255601_Integrata,38_2491251737_Goldman Sachs,1810761299,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33607,139_249505659_Integrata,165_249504088_Goldman Sachs,742672718,UMB,UMB,UMB_Carry_Forward,UMB,Difference in net amount is due to commission booked by GS. Integrata to book the same,Goldman Sachs 
33608,70_267480_Integrata,9_270418_Goldman Sachs,376859919,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33609,38_249769935_Integrata,70_249771964_Goldman Sachs,1170674704,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds booked between Integrata and GS,Goldman Sachs 
33610,49_2491044317_Integrata,36_2491081031_Goldman Sachs,1576892629,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds booked between Integrata and GS,Goldman Sachs 
33611,83_2491133132_Integrata,203_2491131031_Goldman Sachs,1650415790,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds booked between Integrata and GS,Goldman Sachs 
33612,85_249577690_Integrata,68_249575388_Goldman Sachs,863094331,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds booked between Integrata and GS,Goldman Sachs 
33613,87_2491196373_Integrata,229_2491196373_Goldman Sachs,1729902671,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds between Integrata and GS.,Goldman Sachs 
33618,218_260333_Integrata,70_264503_Goldman Sachs,364578848,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds booked between Integrata and GS,Goldman Sachs 
33619,23_249724715_Integrata,53_249724715_Goldman Sachs,1106003296,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds booked between Integrata and GS,Goldman Sachs 
33620,29_249951400_Integrata,547_249951400_Goldman Sachs,1406774671,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33621,113_249864192_Integrata,262_249865540_Goldman Sachs,1291629199,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds between Integrata and GS.,Goldman Sachs 
33622,131_2491301726_Integrata,53_2491301726_Goldman Sachs,1870143262,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds between Integrata and GS,Goldman Sachs 
33623,30_2491029074_Integrata,458_2491029074_Goldman Sachs,1508517731,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33624,29_249418623_Integrata,204_249418623_Goldman Sachs,603995561,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds booked between Integrata and GS,Goldman Sachs 
33625,110_249440702_Integrata,220_249439025_Goldman Sachs,634824768,UMB,UMB,UMB_Carry_Forward,UMB,Difference  in Swap Realised Gain booked at GS and Integrata,Goldman Sachs 
33626,72_249964783_Integrata,542_249964783_Goldman Sachs,1424554119,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33627,82_2491122225_Integrata,333_2491122225_Goldman Sachs,1636287897,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds booked between Integrata and GS,Goldman Sachs 
33628,37_249905565_Integrata,629_249905565_Goldman Sachs,1344240896,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33629,74_2491040475_Integrata,402_2491081031_Goldman Sachs,1631350758,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33630,38_249489580_Integrata,75_249493338_Goldman Sachs,721109412,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds between Integrata and GS.,Goldman Sachs 
33635,71_249939932_Integrata,412_249939932_Goldman Sachs,1391597667,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33636,31_249842248_Integrata,433_249842248_Goldman Sachs,1270407315,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33637,6_249881595_Integrata,498_249881595_Goldman Sachs,1312719603,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
33638,77_249852834_Integrata,262_249856880_Goldman Sachs,1329965053,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds booked between Integrata and GS,Goldman Sachs 
33639,160_249805506_Integrata,12_249805506_Goldman Sachs,1213671365,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between Integrata  and GS due to Fee for the SD of 03/27,Goldman Sachs 
