,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen,first_non_null_breakid_in_breakid_columns
0,,118_2491173607_Barclays,1698878526,OB,UCB,Close,Close,,Barclays,1698878526
1,,113_2491125075_Barclays,1634756969,OB,UCB,Close,Close,,Barclays,1634756969
2,,96_2491194378_Barclays,1727006662,OB,UCB,Close,Close,,Barclays,1727006662
3,,74_2491497670_Barclays,2130588805,OB,UCB,Close,Close,,Barclays,2130588805
4,,75_2491497670_Barclays,2130588807,OB,UCB,Close,Close,,Barclays,2130588807
5,,67_2491497670_Barclays,2130588809,OB,UCB,Close,Close,,Barclays,2130588809
6,,68_2491497670_Barclays,2130588810,OB,UCB,Close,Close,,Barclays,2130588810
7,,69_2491497670_Barclays,2130588813,OB,UCB,Close,Close,,Barclays,2130588813
8,,70_2491497670_Barclays,2130588815,OB,UCB,Close,Close,,Barclays,2130588815
9,,122_2491173607_Barclays,1698878538,OB,UCB,Close,Close,,Barclays,1698878538
10,,111_2491173607_Barclays,1698878550,OB,UCB,Close,Close,,Barclays,1698878550
11,,89_2491189504_Barclays,1720102927,OB,UCB,Close,Close,,Barclays,1720102927
12,,128_2491173607_Barclays,1698878560,OB,UCB,Close,Close,,Barclays,1698878560
13,,95_2491194378_Barclays,1727006661,OB,UCB,Close,Close,,Barclays,1727006661
14,,97_2491185549_Barclays,1714932915,OB,UCB,Close,Close,,Barclays,1714932915
15,,100_2491185549_Barclays,1714932921,OB,UCB,Close,Close,,Barclays,1714932921
16,,99_2491185549_Barclays,1714932902,OB,UCB,Close,Close,,Barclays,1714932902
17,,98_2491185549_Barclays,1714932895,OB,UCB,Close,Close,,Barclays,1714932895
18,,112_2491125075_Barclays,1634756956,OB,UCB,Close,Close,,Barclays,1634756956
19,,88_2491189504_Barclays,1720102934,OB,UCB,Close,Close,,Barclays,1720102934
20,,25_2491497670_Barclays,2130588764,OB,UCB,Close,Close,,Barclays,2130588764
21,,103_2491160587_Barclays,1682323911,OB,UCB,Close,Close,,Barclays,1682323911
22,,87_249897582_Barclays,1334014237,OB,UCB,Close,Close,,Barclays,1334014237
23,,72_2491413186_Barclays,2020912997,OB,UCB,Close,Close,,Barclays,2020912997
24,,85_249897582_Barclays,1334014231,OB,UCB,Close,Close,,Barclays,1334014231
25,,55_2491497670_Barclays,2130588800,OB,UCB,Close,Close,,Barclays,2130588800
26,,56_2491495707_Barclays,2128109441,OB,UCB,Close,Close,,Barclays,2128109441
27,,72_2491497670_Barclays,2130588801,OB,UCB,Close,Close,,Barclays,2130588801
28,,69_2491409286_Barclays,2015753295,OB,UCB,Close,Close,,Barclays,2015753295
29,,100_2491160587_Barclays,1682323910,OB,UCB,Close,Close,,Barclays,1682323910
30,,73_2491497670_Barclays,2130588803,OB,UCB,Close,Close,,Barclays,2130588803
31,,97_2491175683_Barclays,1701438160,OB,UCB,Close,Close,,Barclays,1701438160
32,,51_2491497670_Barclays,2130588804,OB,UCB,Close,Close,,Barclays,2130588804
33,,109_2491125075_Barclays,1634756935,OB,UCB,Close,Close,,Barclays,1634756935
34,,86_2491318209_Barclays,1890090497,OB,UCB,Close,Close,,Barclays,1890090497
35,,83_2491301113_Barclays,1868554993,OB,UCB,Close,Close,,Barclays,1868554993
36,,92_2491125075_Barclays,1634756928,OB,UCB,Close,Close,,Barclays,1634756928
37,,91_249897582_Barclays,1334014179,OB,UCB,Close,Close,,Barclays,1334014179
38,,81_2491336931_Barclays,1917124972,OB,UCB,Close,Close,,Barclays,1917124972
39,,90_2491167692_Barclays,1691298560,OB,UCB,Close,Close,,Barclays,1691298560
40,,53_2491497670_Barclays,2130588812,OB,UCB,Close,Close,,Barclays,2130588812
41,,54_2491495707_Barclays,2128109438,OB,UCB,Close,Close,,Barclays,2128109438
42,,90_249897582_Barclays,1334014148,OB,UCB,Close,Close,,Barclays,1334014148
43,,96_249897582_Barclays,1334014138,OB,UCB,Close,Close,,Barclays,1334014138
44,,86_249897582_Barclays,1334014257,OB,UCB,Close,Close,,Barclays,1334014257
45,,71_2491497670_Barclays,2130588817,OB,UCB,Close,Close,,Barclays,2130588817
46,,89_2491196371_Barclays,1729609894,OB,UCB,Close,Close,,Barclays,1729609894
47,,68_2491409286_Barclays,2015753289,OB,UCB,Close,Close,,Barclays,2015753289
48,,2_2491495707_Barclays,2128109415,OB,UCB,Close,Close,,Barclays,2128109415
49,,74_2491376214_Barclays,1973816933,OB,UCB,Close,Close,,Barclays,1973816933
50,,86_2491202224_Barclays,1737094181,OB,UCB,Close,Close,,Barclays,1737094181
51,,1_2491497670_Barclays,2130588755,OB,UCB,Close,Close,,Barclays,2130588755
