,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
28,50_4551426010_Integrata,,1859876029,OB,UCB,Close,Close,
35,230_4551430295_Integrata,,1860078045,OB,UCB,Close,Close,
36,51_4551426010_Integrata,,1859876032,OB,UCB,Close,Close,
44,20_4551426010_Integrata,,1859876079,OB,UCB,Close,Close,
45,105_4551430295_Integrata,,1860078037,OB,UCB,Close,Close,
50,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,
52,94_4551430295_Integrata,,1860077978,OB,UCB,Close,Close,
55,31_4551426010_Integrata,,1859876073,OB,UCB,Close,Close,
58,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,
60,93_4551430295_Integrata,,1860077972,OB,UCB,Close,Close,
63,105_4551426010_Integrata,,1859876033,OB,UCB,Close,Close,
66,231_4551430295_Integrata,,1860078082,OB,UCB,Close,Close,
71,49_4551426010_Integrata,,1859876027,OB,UCB,Close,Close,
73,99_4551430295_Integrata,,1860078088,OB,UCB,Close,Close,
76,91_4551430295_Integrata,,1860077968,OB,UCB,Close,Close,
77,151_4551426010_Integrata,,1859876066,OB,UCB,Close,Close,
81,121_4551430295_Integrata,,1860077962,OB,UCB,Close,Close,
82,153_4551426010_Integrata,,1859876059,OB,UCB,Close,Close,
90,221_4551430295_Integrata,,1860078112,OB,UCB,Close,Close,
93,121_4551426010_Integrata,,1859876065,OB,UCB,Close,Close,
98,252_4551430295_Integrata,,1860078109,OB,UCB,Close,Close,
103,147_4551426010_Integrata,,1859876072,OB,UCB,Close,Close,
106,220_4551430295_Integrata,,1860077977,OB,UCB,Close,Close,
113,86_4551426010_Integrata,,1859876056,OB,UCB,Close,Close,
118,92_4551430295_Integrata,,1860077971,OB,UCB,Close,Close,
122,89_4551426010_Integrata,,1859876064,OB,UCB,Close,Close,
126,50_4551430295_Integrata,,1860078141,OB,UCB,Close,Close,
130,63_4551426010_Integrata,,1859876174,OB,UCB,Close,Close,
137,130_4551430295_Integrata,,1860078136,OB,UCB,Close,Close,
139,70_4551426010_Integrata,,1859876177,OB,UCB,Close,Close,
144,60_4551426010_Integrata,,1859876172,OB,UCB,Close,Close,
146,171_4551430295_Integrata,,1860078128,OB,UCB,Close,Close,
155,57_4551426010_Integrata,,1859876168,OB,UCB,Close,Close,
