,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen
23119,122_249954000_Integrata,242_249955212_Goldman Sachs,1412237686,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds between Integrata and GS.,Goldman Sachs 
23220,46_249609958_Integrata,394_2491081031_Goldman Sachs,1631381625,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
23425,209_293818_Integrata,60_295630_Goldman Sachs,414451007,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds booked between Integrata and GS,Goldman Sachs 
23466,31_249914797_Integrata,9_249914797_Goldman Sachs,1356942182,UMB,UMB,UMB_Carry_Forward,UMB,Difference  in Swap Realised Gain booked at GS and Integrata,Goldman Sachs 
23483,20_249502418_Integrata,43_249507980_Goldman Sachs,746313204,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
23590,14_249831659_Integrata,9_249831659_Goldman Sachs,1247391468,UMB,UMB,UMB_Carry_Forward,UMB,Difference  in Swap Realised Gain booked at GS and Integrata,Goldman Sachs 
23637,345_267480_Integrata,140_267480_Goldman Sachs,838880137,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds booked between Integrata and GS,Goldman Sachs 
23692,63_249848285_Integrata,194_249875540_Goldman Sachs,1304791636,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
23713,36_249769935_Integrata,197_249795438_Goldman Sachs,1201277117,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds booked between Integrata and GS,Goldman Sachs 
23740,106_2491098583_Integrata,40_249704286_Goldman Sachs,1631443450,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
23755,39_249413740_Integrata,94_249413740_Goldman Sachs,596956186,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds booked between Integrata and GS,Goldman Sachs 
23827,161_249815382_Integrata,81_249831659_Goldman Sachs,1249680549,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds between Integrata and GS.,Goldman Sachs 
23915,16_249521263_Integrata,28_249521263_Goldman Sachs,768894115,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds booked between Integrata and GS,Goldman Sachs 
23924,45_249901223_Integrata,575_249901223_Goldman Sachs,1371174868,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
23978,125_2491301726_Integrata,47_2491301726_Goldman Sachs,1870143120,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds between Integrata and GS for SD 02/19/2019,Goldman Sachs 
23994,16_249486787_Integrata,36_249533867_Goldman Sachs,1096737860,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
24020,64_249992456_Integrata,342_249989678_Goldman Sachs,1459096928,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Repo proceeds between Integrata and GS .,Goldman Sachs 
24028,152_249666877_Integrata,176_249666877_Goldman Sachs,1017833288,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between Integrata and GS,Goldman Sachs 
24037,103_2491301726_Integrata,14_2491301726_Goldman Sachs,1870143230,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds between Integrata and GS,Goldman Sachs 
24088,59_249838882_Integrata,119_249838882_Goldman Sachs,1256460725,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds booked between Integrata and GS,Goldman Sachs 
24140,32_249617728_Integrata,40_249617728_Goldman Sachs,934676585,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
24168,186_2491139195_Integrata,301_2491137190_Goldman Sachs,1655638230,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds between Integrata and GS.,Goldman Sachs 
24194,334_2491063699_Integrata,478_2491046257_Goldman Sachs,1554563240,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
24211,52_2491054178_Integrata,354_2491081031_Goldman Sachs,1631350466,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
24219,37_249704286_Integrata,160_249719477_Goldman Sachs,1099031535,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds booked between Integrata and GS,Goldman Sachs 
24237,15_258012_Integrata,19_258012_Goldman Sachs,353037659,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
24243,33_249739680_Integrata,26_249737098_Goldman Sachs,1631434258,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
24258,22_249743263_Integrata,46_249743263_Goldman Sachs,1130589189,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
24283,86_249964783_Integrata,545_249964783_Goldman Sachs,1424554135,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
24292,31_2491367329_Integrata,111_2491365409_Goldman Sachs,1987134152,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds between Integrata and GS for the SD of 05/26/2021,Goldman Sachs 
24307,115_2491301726_Integrata,39_2491301726_Goldman Sachs,1870143145,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds between Integrata and GS,Goldman Sachs 
24373,58_2491005010_Integrata,86_2491005010_Goldman Sachs,1476336284,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds booked between Integrata and GS,Goldman Sachs 
24381,56_2491135386_Integrata,12_2491139195_Goldman Sachs,1655583131,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
24398,348_2491110310_Integrata,320_2491108595_Goldman Sachs,1616032137,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds between integrata and GS,Goldman Sachs 
24416,39_249928764_Integrata,201_249795438_Goldman Sachs,1412309971,UMB,UMB,UMB_Carry_Forward,UMB,Difference in Trade proceeds booked between Integrata and GS,Goldman Sachs 
