,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
105,,21_4551402499_CACEIS,2006719920,OB,UCB,Close,Close,
306,,24_4551157661_CACEIS,1677770272,OB,UCB,Close,Close,
1428,,22_4551402499_CACEIS,2006719923,OB,UCB,Close,Close,
2197,,9_4551402499_CACEIS,2006719922,OB,UCB,Close,Close,
2530,,17_4551279353_CACEIS,1839901571,OB,UCB,Close,Close,
2585,,26_4551285256_CACEIS,1847792963,OB,UCB,Close,Close,
2960,,19_4551285256_CACEIS,1847792958,OB,UCB,Close,Close,
7912,,14_455914788_CACEIS,1356802610,OB,UCB,Close,Close,
9158,,16_4551279353_CACEIS,1839901569,OB,UCB,Close,Close,
9341,,20_4551402499_CACEIS,2006719928,OB,UCB,Close,Close,
9589,,24_4551402499_CACEIS,2006719929,OB,UCB,Close,Close,
9592,,25_4551285256_CACEIS,1847792960,OB,UCB,Close,Close,
11577,,6_4551157661_CACEIS,1677770259,OB,UCB,Close,Close,
11588,,13_4551402499_CACEIS,2006719926,OB,UCB,Close,Close,
11610,,17_4551285256_CACEIS,1847792954,OB,UCB,Close,Close,
14804,,15_455914788_CACEIS,1356802615,OB,UCB,Close,Close,
