,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
82,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,
90,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,
100,2_4551488502_Integrata,,2118874467,OB,UCB,Close,Close,
528,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,
589,5_4551464617_Integrata,,2086488712,OB,UCB,Close,Close,
1421,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,
1435,4_4551488502_Integrata,,2118874468,OB,UCB,Close,Close,
1995,5_4551488502_Integrata,,2118874469,OB,UCB,Close,Close,
2053,19_4551488502_Integrata,,2118874472,OB,UCB,Close,Close,
2716,4_4551464617_Integrata,,2086488710,OB,UCB,Close,Close,
3166,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,
3176,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,
3361,20_4551488502_Integrata,,2118874470,OB,UCB,Close,Close,
4865,6_4551488502_Integrata,,2118874471,OB,UCB,Close,Close,
7742,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,
7775,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,
14719,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,
15238,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,
16654,14_4551488502_Integrata,,2118874270,CMF,UCB,Close,Close,
16657,13_4551488502_Integrata,,2118874268,CMF,UCB,Close,Close,
16663,10_4551488502_Integrata,,2118874267,CMF,UCB,Close,Close,
16667,15_4551488502_Integrata,,2118874273,CMF,UCB,Close,Close,
16672,12_4551488502_Integrata,,2118874271,CMF,UCB,Close,Close,
16707,11_4551488502_Integrata,,2118874266,CMF,UCB,Close,Close,
