,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
55,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,
75,115_4551426010_Integrata,,1859876031,OB,UCB,Close,Close,
96,140_4551426010_Integrata,,1859876024,OB,UCB,Close,Close,
101,90_4551426010_Integrata,,1859876030,OB,UCB,Close,Close,
143,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,
147,109_4551426010_Integrata,,1859876143,OB,UCB,Close,Close,
151,80_4551426010_Integrata,,1859876138,OB,UCB,Close,Close,
155,67_4551426010_Integrata,,1859876132,OB,UCB,Close,Close,
159,111_4551426010_Integrata,,1859876139,OB,UCB,Close,Close,
163,131_4551426010_Integrata,,1859876164,OB,UCB,Close,Close,
166,114_4551426010_Integrata,,1859876163,OB,UCB,Close,Close,
169,54_4551426010_Integrata,,1859876151,OB,UCB,Close,Close,
173,117_4551426010_Integrata,,1859876156,OB,UCB,Close,Close,
176,50_4551426010_Integrata,,1859876029,OB,UCB,Close,Close,
180,51_4551426010_Integrata,,1859876032,OB,UCB,Close,Close,
182,31_4551426010_Integrata,,1859876073,OB,UCB,Close,Close,
186,20_4551426010_Integrata,,1859876079,OB,UCB,Close,Close,
189,49_4551426010_Integrata,,1859876027,OB,UCB,Close,Close,
193,105_4551426010_Integrata,,1859876033,OB,UCB,Close,Close,
196,153_4551426010_Integrata,,1859876059,OB,UCB,Close,Close,
200,151_4551426010_Integrata,,1859876066,OB,UCB,Close,Close,
202,70_4551426010_Integrata,,1859876177,OB,UCB,Close,Close,
205,63_4551426010_Integrata,,1859876174,OB,UCB,Close,Close,
208,57_4551426010_Integrata,,1859876168,OB,UCB,Close,Close,
213,60_4551426010_Integrata,,1859876172,OB,UCB,Close,Close,
215,86_4551426010_Integrata,,1859876056,OB,UCB,Close,Close,
220,89_4551426010_Integrata,,1859876064,OB,UCB,Close,Close,
222,147_4551426010_Integrata,,1859876072,OB,UCB,Close,Close,
226,121_4551426010_Integrata,,1859876065,OB,UCB,Close,Close,
354,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,
358,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,
363,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,
365,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,
640,28_4551426010_Integrata,,1859876133,OB,UCB,Close,Close,
643,25_4551426010_Integrata,,1859876190,OB,UCB,Close,Close,
653,3_4551426010_Integrata,,1859876131,OB,UCB,Close,Close,
654,139_4551426010_Integrata,,1859876035,OB,UCB,Close,Close,
656,135_4551426010_Integrata,,1859876136,OB,UCB,Close,Close,
691,126_4551426010_Integrata,,1859876025,OB,UCB,Close,Close,
697,4_4551426010_Integrata,,1859876150,OB,UCB,Close,Close,
699,141_4551426010_Integrata,,1859876154,OB,UCB,Close,Close,
722,136_4551426010_Integrata,,1859876028,OB,UCB,Close,Close,
8123,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,
8136,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,
14580,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,
14588,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,
