2021-04-16 19:20:21.594813 : Log started for datettime = 21-04-16_19-20-21
2021-04-16 19:20:21.595826 : All function definitions end
2021-04-16 19:20:21.642783 : Mongo DB objects created
2021-04-16 19:20:21.647813 : RabbitMQ Publish object created
2021-04-16 19:20:21.652822 : RabbitMQ ACK object created
2021-04-16 19:20:52.423559 : RabbitMQ Receive file executed
2021-04-16 19:21:23.203685 : RabbitMQ Receive file executed
2021-04-16 19:21:53.993040 : RabbitMQ Receive file executed
2021-04-16 19:22:24.803742 : RabbitMQ Receive file executed
2021-04-16 19:22:55.583348 : RabbitMQ Receive file executed
2021-04-16 19:23:34.343426 : RabbitMQ Receive file executed
2021-04-16 19:24:13.093377 : RabbitMQ Receive file executed
2021-04-16 19:24:50.106778 : RabbitMQ Receive file executed
2021-04-16 19:25:20.898007 : RabbitMQ Receive file executed
2021-04-16 19:25:51.673722 : RabbitMQ Receive file executed
2021-04-16 19:26:22.455052 : RabbitMQ Receive file executed
2021-04-16 19:26:53.242565 : RabbitMQ Receive file executed
2021-04-16 19:27:24.038810 : RabbitMQ Receive file executed
2021-04-16 19:27:54.816760 : RabbitMQ Receive file executed
2021-04-16 19:28:25.594448 : RabbitMQ Receive file executed
2021-04-16 19:28:56.377065 : RabbitMQ Receive file executed
2021-04-16 19:29:35.132860 : RabbitMQ Receive file executed
2021-04-16 19:30:05.908692 : RabbitMQ Receive file executed
2021-04-16 19:30:36.675717 : RabbitMQ Receive file executed
2021-04-16 19:31:07.451482 : RabbitMQ Receive file executed
2021-04-16 19:31:38.222466 : RabbitMQ Receive file executed
2021-04-16 19:32:08.999733 : RabbitMQ Receive file executed
2021-04-16 19:32:39.775149 : RabbitMQ Receive file executed
2021-04-16 19:33:10.551185 : RabbitMQ Receive file executed
2021-04-16 19:33:41.323520 : RabbitMQ Receive file executed
2021-04-16 19:34:19.166285 : RabbitMQ Receive file executed
2021-04-16 19:34:49.940593 : RabbitMQ Receive file executed
2021-04-16 19:35:20.714381 : RabbitMQ Receive file executed
2021-04-16 19:35:51.493343 : RabbitMQ Receive file executed
2021-04-16 19:36:22.278526 : RabbitMQ Receive file executed
2021-04-16 19:36:53.051380 : RabbitMQ Receive file executed
2021-04-16 19:37:23.821248 : RabbitMQ Receive file executed
2021-04-16 19:37:54.612528 : RabbitMQ Receive file executed
2021-04-16 19:38:25.397768 : RabbitMQ Receive file executed
2021-04-16 19:38:56.172332 : RabbitMQ Receive file executed
2021-04-16 19:39:26.945268 : RabbitMQ Receive file executed
2021-04-16 19:39:57.747948 : RabbitMQ Receive file executed
2021-04-16 19:40:35.190367 : RabbitMQ Receive file executed
2021-04-16 19:41:05.963874 : RabbitMQ Receive file executed
2021-04-16 19:41:36.734510 : RabbitMQ Receive file executed
2021-04-16 19:42:07.514279 : RabbitMQ Receive file executed
2021-04-16 19:42:46.262412 : RabbitMQ Receive file executed
2021-04-16 19:43:17.042079 : RabbitMQ Receive file executed
2021-04-16 19:43:47.813303 : RabbitMQ Receive file executed
2021-04-16 19:44:18.595383 : RabbitMQ Receive file executed
2021-04-16 19:44:49.360688 : RabbitMQ Receive file executed
2021-04-16 19:45:28.102057 : RabbitMQ Receive file executed
2021-04-16 19:45:58.888874 : RabbitMQ Receive file executed
2021-04-16 19:46:29.662324 : RabbitMQ Receive file executed
2021-04-16 19:47:00.445083 : RabbitMQ Receive file executed
2021-04-16 19:47:31.228900 : RabbitMQ Receive file executed
2021-04-16 19:48:02.004457 : RabbitMQ Receive file executed
2021-04-16 19:48:32.780359 : RabbitMQ Receive file executed
2021-04-16 19:49:03.568523 : RabbitMQ Receive file executed
2021-04-16 19:49:34.363576 : RabbitMQ Receive file executed
2021-04-16 19:50:07.145811 : RabbitMQ Receive file executed
2021-04-16 19:50:37.918247 : RabbitMQ Receive file executed
2021-04-16 19:51:08.690051 : RabbitMQ Receive file executed
2021-04-16 19:51:39.461593 : RabbitMQ Receive file executed
2021-04-16 19:52:10.238893 : RabbitMQ Receive file executed
2021-04-16 19:52:41.012618 : RabbitMQ Receive file executed
2021-04-16 19:53:11.788507 : RabbitMQ Receive file executed
2021-04-16 19:53:42.563853 : RabbitMQ Receive file executed
2021-04-16 19:54:13.336701 : RabbitMQ Receive file executed
2021-04-16 19:54:52.089316 : RabbitMQ Receive file executed
2021-04-16 19:55:22.861848 : RabbitMQ Receive file executed
2021-04-16 19:55:53.635353 : RabbitMQ Receive file executed
2021-04-16 19:56:24.404996 : RabbitMQ Receive file executed
2021-04-16 19:56:55.182507 : RabbitMQ Receive file executed
2021-04-16 19:57:25.970880 : RabbitMQ Receive file executed
2021-04-16 19:57:56.746391 : RabbitMQ Receive file executed
2021-04-16 19:58:27.511792 : RabbitMQ Receive file executed
2021-04-16 19:58:58.281926 : RabbitMQ Receive file executed
2021-04-16 19:59:29.052729 : RabbitMQ Receive file executed
2021-04-16 19:59:59.832108 : RabbitMQ Receive file executed
2021-04-16 20:00:30.610803 : RabbitMQ Receive file executed
2021-04-16 20:01:01.387514 : RabbitMQ Receive file executed
2021-04-16 20:01:37.170063 : RabbitMQ Receive file executed
2021-04-16 20:02:07.945883 : RabbitMQ Receive file executed
2021-04-16 20:02:38.726065 : RabbitMQ Receive file executed
2021-04-16 20:03:09.516624 : RabbitMQ Receive file executed
2021-04-16 20:03:40.285538 : RabbitMQ Receive file executed
2021-04-16 20:04:11.067981 : RabbitMQ Receive file executed
2021-04-16 20:04:41.845598 : RabbitMQ Receive file executed
2021-04-16 20:05:12.629703 : RabbitMQ Receive file executed
2021-04-16 20:05:43.415518 : RabbitMQ Receive file executed
2021-04-16 20:06:14.188587 : RabbitMQ Receive file executed
2021-04-16 20:06:44.962212 : RabbitMQ Receive file executed
2021-04-16 20:07:15.732390 : RabbitMQ Receive file executed
2021-04-16 20:07:46.591697 : RabbitMQ Receive file executed
2021-04-16 20:08:17.360155 : RabbitMQ Receive file executed
2021-04-16 20:08:53.146840 : RabbitMQ Receive file executed
2021-04-16 20:09:23.931639 : RabbitMQ Receive file executed
2021-04-16 20:09:54.707758 : RabbitMQ Receive file executed
2021-04-16 20:10:25.483892 : RabbitMQ Receive file executed
2021-04-16 20:10:56.266924 : RabbitMQ Receive file executed
2021-04-16 20:11:27.048677 : RabbitMQ Receive file executed
2021-04-16 20:12:16.719608 : RabbitMQ Receive file executed
2021-04-16 20:12:27.436561 : RabbitMQ Receive file executed
2021-04-16 20:13:05.231736 : RabbitMQ Receive file executed
2021-04-16 20:13:36.024026 : RabbitMQ Receive file executed
2021-04-16 20:14:06.801338 : RabbitMQ Receive file executed
2021-04-16 20:14:37.586148 : RabbitMQ Receive file executed
2021-04-16 20:15:08.375518 : RabbitMQ Receive file executed
2021-04-16 20:15:39.155608 : RabbitMQ Receive file executed
2021-04-16 20:16:09.937951 : RabbitMQ Receive file executed
2021-04-16 20:16:40.719351 : RabbitMQ Receive file executed
2021-04-16 20:17:11.503358 : RabbitMQ Receive file executed
2021-04-16 20:17:42.283500 : RabbitMQ Receive file executed
2021-04-16 20:18:13.055448 : RabbitMQ Receive file executed
2021-04-16 20:18:43.831455 : RabbitMQ Receive file executed
2021-04-16 20:19:14.595408 : RabbitMQ Receive file executed
2021-04-16 20:19:45.374012 : RabbitMQ Receive file executed
2021-04-16 20:20:20.157920 : RabbitMQ Receive file executed
2021-04-16 20:20:50.952728 : RabbitMQ Receive file executed
2021-04-16 20:21:21.729326 : RabbitMQ Receive file executed
2021-04-16 20:21:52.506389 : RabbitMQ Receive file executed
2021-04-16 20:22:23.298525 : RabbitMQ Receive file executed
2021-04-16 20:22:54.068392 : RabbitMQ Receive file executed
2021-04-16 20:23:24.845413 : RabbitMQ Receive file executed
2021-04-16 20:23:55.618396 : RabbitMQ Receive file executed
2021-04-16 20:24:26.393020 : RabbitMQ Receive file executed
2021-04-16 20:24:57.182453 : RabbitMQ Receive file executed
2021-04-16 20:25:27.942241 : RabbitMQ Receive file executed
2021-04-16 20:25:58.716843 : RabbitMQ Receive file executed
2021-04-16 20:26:29.491259 : RabbitMQ Receive file executed
2021-04-16 20:27:00.260416 : RabbitMQ Receive file executed
2021-04-16 20:27:31.048417 : RabbitMQ Receive file executed
2021-04-16 20:28:01.829667 : RabbitMQ Receive file executed
2021-04-16 20:28:32.602166 : RabbitMQ Receive file executed
2021-04-16 20:29:03.379788 : RabbitMQ Receive file executed
2021-04-16 20:29:34.161242 : RabbitMQ Receive file executed
2021-04-16 20:30:04.944821 : RabbitMQ Receive file executed
2021-04-16 20:30:43.128509 : RabbitMQ Receive file executed
2021-04-16 20:31:13.899236 : RabbitMQ Receive file executed
2021-04-16 20:31:44.693646 : RabbitMQ Receive file executed
2021-04-16 20:32:15.484531 : RabbitMQ Receive file executed
2021-04-16 20:32:46.268894 : RabbitMQ Receive file executed
2021-04-16 20:33:17.045898 : RabbitMQ Receive file executed
2021-04-16 20:33:47.820171 : RabbitMQ Receive file executed
2021-04-16 20:34:18.593219 : RabbitMQ Receive file executed
