2021-04-27 20:34:59.298172 : Log started for datettime = 21-04-27_20-34-59
2021-04-27 20:34:59.298172 : All function definitions end
2021-04-27 20:34:59.349147 : Mongo DB objects created
2021-04-27 20:34:59.354172 : RabbitMQ Publish object created
2021-04-27 20:34:59.359177 : RabbitMQ ACK object created
2021-04-27 20:35:30.181910 : RabbitMQ Receive file executed
2021-04-27 20:35:30.182910 : RabbitMQ Receive file executed and got a message
2021-04-27 20:35:30.183908 : split happened
2021-04-27 20:35:30.185941 : ReconDF created
2021-04-27 20:35:30.188945 : ReconDF all columns created
2021-04-27 20:35:30.198908 : Starting for loop
2021-04-27 20:35:30.198908 : Started for loop
2021-04-27 20:35:30.199908 : Prediction Message Received for : 3791294121 and setup : 379
2021-04-27 20:36:21.528711 : RabbitMQ Receive file executed
2021-04-27 20:36:52.344172 : RabbitMQ Receive file executed
2021-04-27 20:36:52.345142 : RabbitMQ Receive file executed and got a message
2021-04-27 20:36:52.346143 : split happened
2021-04-27 20:36:52.347170 : ReconDF created
2021-04-27 20:36:52.350170 : ReconDF all columns created
2021-04-27 20:36:52.360171 : Starting for loop
2021-04-27 20:36:52.361169 : Started for loop
2021-04-27 20:36:52.361169 : Prediction Message Received for : 1251294122 and setup : 125
2021-04-27 20:37:00.716923 : 1251294122|Weiss Advisors|Cash|RecData_125|131961|SUCCESS|125|6088286d1e9c9c19c0bb3718
2021-04-27 20:37:31.537041 : RabbitMQ Receive file executed
2021-04-27 20:38:02.347977 : RabbitMQ Receive file executed
2021-04-27 20:38:33.153680 : RabbitMQ Receive file executed
2021-04-27 20:39:03.999465 : RabbitMQ Receive file executed
2021-04-27 20:39:34.805605 : RabbitMQ Receive file executed
2021-04-27 20:40:05.612395 : RabbitMQ Receive file executed
2021-04-27 20:40:36.414619 : RabbitMQ Receive file executed
2021-04-27 20:41:07.222342 : RabbitMQ Receive file executed
2021-04-27 20:41:38.036519 : RabbitMQ Receive file executed
2021-04-27 20:42:16.834635 : RabbitMQ Receive file executed
2021-04-27 20:42:47.641676 : RabbitMQ Receive file executed
2021-04-27 20:43:18.437402 : RabbitMQ Receive file executed
2021-04-27 20:43:49.263657 : RabbitMQ Receive file executed
2021-04-27 20:44:20.067947 : RabbitMQ Receive file executed
2021-04-27 20:44:50.876315 : RabbitMQ Receive file executed
2021-04-27 20:45:21.674156 : RabbitMQ Receive file executed
2021-04-27 20:45:52.507466 : RabbitMQ Receive file executed
2021-04-27 20:46:23.297705 : RabbitMQ Receive file executed
2021-04-27 20:46:54.100630 : RabbitMQ Receive file executed
2021-04-27 20:47:27.792906 : RabbitMQ Receive file executed
2021-04-27 20:47:58.615396 : RabbitMQ Receive file executed
2021-04-27 20:48:29.424819 : RabbitMQ Receive file executed
2021-04-27 20:49:00.226242 : RabbitMQ Receive file executed
2021-04-27 20:49:31.050063 : RabbitMQ Receive file executed
2021-04-27 20:50:01.866763 : RabbitMQ Receive file executed
2021-04-27 20:50:32.807925 : RabbitMQ Receive file executed
2021-04-27 20:51:03.628858 : RabbitMQ Receive file executed
2021-04-27 20:51:34.434365 : RabbitMQ Receive file executed
