,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
33,90_4551430295_Integrata,,1860077950,OB,UCB,Close,Close,
41,5_4551450053_Integrata,,1860095135,OB,UCB,Close,Close,
43,197_4551430295_Integrata,,1860077956,OB,UCB,Close,Close,
51,89_4551430295_Integrata,,1860077953,OB,UCB,Close,Close,
54,5_4551450020_Integrata,,1860084486,OB,UCB,Close,Close,
63,215_4551430295_Integrata,,1860077954,OB,UCB,Close,Close,
86,226_4551430295_Integrata,,1860078080,OB,UCB,Close,Close,
105,228_4551430295_Integrata,,1860078087,OB,UCB,Close,Close,
106,7_4551450053_Integrata,,1860095140,OB,UCB,Close,Close,
116,224_4551430295_Integrata,,1860078070,OB,UCB,Close,Close,
117,7_4551450020_Integrata,,1860084488,OB,UCB,Close,Close,
125,244_4551430295_Integrata,,1860078078,OB,UCB,Close,Close,
134,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,
136,96_4551430295_Integrata,,1860077988,OB,UCB,Close,Close,
140,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,
144,95_4551430295_Integrata,,1860077983,OB,UCB,Close,Close,
145,17_4551450020_Integrata,,1860084484,OB,UCB,Close,Close,
149,17_4551450053_Integrata,,1860095141,OB,UCB,Close,Close,
157,172_4551430295_Integrata,,1860078173,OB,UCB,Close,Close,
160,146_4551430295_Integrata,,1860078169,OB,UCB,Close,Close,
169,6_4551450053_Integrata,,1860095137,OB,UCB,Close,Close,
182,6_4551450020_Integrata,,1860084487,OB,UCB,Close,Close,
183,41_4551430295_Integrata,,1860078164,OB,UCB,Close,Close,
189,40_4551430295_Integrata,,1860078156,OB,UCB,Close,Close,
203,37_4551430295_Integrata,,1860078176,OB,UCB,Close,Close,
204,168_4551430295_Integrata,,1860078181,OB,UCB,Close,Close,
208,153_4551426010_Integrata,,1859876059,OB,UCB,Close,Close,
216,67_4551430295_Integrata,,1860078127,OB,UCB,Close,Close,
217,151_4551426010_Integrata,,1859876066,OB,UCB,Close,Close,
219,49_4551426010_Integrata,,1859876027,OB,UCB,Close,Close,
224,149_4551430295_Integrata,,1860078202,OB,UCB,Close,Close,
230,105_4551426010_Integrata,,1859876033,OB,UCB,Close,Close,
233,250_4551430295_Integrata,,1860078197,OB,UCB,Close,Close,
234,51_4551426010_Integrata,,1859876032,OB,UCB,Close,Close,
240,137_4551430295_Integrata,,1860078194,OB,UCB,Close,Close,
242,77_4551430295_Integrata,,1860077989,OB,UCB,Close,Close,
250,191_4551430295_Integrata,,1860077984,OB,UCB,Close,Close,
253,240_4551430295_Integrata,,1860078036,OB,UCB,Close,Close,
254,50_4551426010_Integrata,,1859876029,OB,UCB,Close,Close,
