,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
1041,,22_4551402499_CACEIS,2006719923,OB,UCB,Close,Close,
1060,,24_4551157661_CACEIS,1677770272,OB,UCB,Close,Close,
1066,,26_4551285256_CACEIS,1847792963,OB,UCB,Close,Close,
1860,,6_4551157661_CACEIS,1677770259,OB,UCB,Close,Close,
1866,,13_4551402499_CACEIS,2006719926,OB,UCB,Close,Close,
1869,,17_4551285256_CACEIS,1847792954,OB,UCB,Close,Close,
6198,,21_4551402499_CACEIS,2006719920,OB,UCB,Close,Close,
6207,,17_4551279353_CACEIS,1839901571,OB,UCB,Close,Close,
6420,,14_455914788_CACEIS,1356802610,OB,UCB,Close,Close,
6945,,19_4551285256_CACEIS,1847792958,OB,UCB,Close,Close,
6947,,9_4551402499_CACEIS,2006719922,OB,UCB,Close,Close,
8870,,15_455914788_CACEIS,1356802615,OB,UCB,Close,Close,
13835,,20_4551402499_CACEIS,2006719928,OB,UCB,Close,Close,
13839,,16_4551279353_CACEIS,1839901569,OB,UCB,Close,Close,
13841,,24_4551402499_CACEIS,2006719929,OB,UCB,Close,Close,
13847,,25_4551285256_CACEIS,1847792960,OB,UCB,Close,Close,
