,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
50,1_4551203153_Integrata,,1737813324,OB,UCB,Close,Close,
53,6_4551203153_Integrata,,1737813326,OB,UCB,Close,Close,
133,10_4551460499_Integrata,,2080567633,OB,UCB,Close,Close,
137,1_4551460499_Integrata,,2080567634,OB,UCB,Close,Close,
346,9_4551203153_Integrata,,1737813341,OB,UCB,Close,Close,
355,7_4551203153_Integrata,,1737813339,OB,UCB,Close,Close,
356,3_4551460499_Integrata,,2080567637,OB,UCB,Close,Close,
360,6_4551464617_Integrata,,2086488714,OB,UCB,Close,Close,
363,2_4551460499_Integrata,,2080567635,OB,UCB,Close,Close,
366,3_4551203153_Integrata,,1737813331,OB,UCB,Close,Close,
370,9_4551464617_Integrata,,2086488715,OB,UCB,Close,Close,
377,10_4551203153_Integrata,,1737813332,OB,UCB,Close,Close,
16262,,49_4551521572_CACEIS,11064482,OB,UCB,Close,Close,
16282,,49_4551470469_CACEIS,1860561957,OB,UCB,Close,Close,
