,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
442,5_4551464617_Integrata,,2086488712,OB,UCB,Close,Close,
445,4_4551464617_Integrata,,2086488710,OB,UCB,Close,Close,
726,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,
730,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,
732,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,
734,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,
798,18_4551470465_Integrata,,1860561309,OB,UCB,Close,Close,
799,18_4551470464_Integrata,,1860561276,OB,UCB,Close,Close,
800,10_4551470465_Integrata,,1860561310,OB,UCB,Close,Close,
801,10_4551470464_Integrata,,1860561296,OB,UCB,Close,Close,
814,17_4551470465_Integrata,,1860561313,OB,UCB,Close,Close,
815,17_4551470464_Integrata,,1860561286,OB,UCB,Close,Close,
818,9_4551470465_Integrata,,1860561315,OB,UCB,Close,Close,
819,9_4551470464_Integrata,,1860561295,OB,UCB,Close,Close,
820,1_4551470465_Integrata,,1860561316,OB,UCB,Close,Close,
821,11_4551470465_Integrata,,1860561317,OB,UCB,Close,Close,
822,1_4551470464_Integrata,,1860561282,OB,UCB,Close,Close,
823,11_4551470464_Integrata,,1860561297,OB,UCB,Close,Close,
827,12_4551470465_Integrata,,1860561319,OB,UCB,Close,Close,
828,12_4551470464_Integrata,,1860561298,OB,UCB,Close,Close,
990,13_4551470465_Integrata,,1860561321,OB,UCB,Close,Close,
1008,13_4551470464_Integrata,,1860561299,OB,UCB,Close,Close,
1035,19_4551470465_Integrata,,1860561322,OB,UCB,Close,Close,
1036,19_4551470464_Integrata,,1860561277,OB,UCB,Close,Close,
1658,,1_4551470465_CACEIS,1860561323,OB,UCB,Close,Close,
1677,,1_4551470464_CACEIS,1860561281,OB,UCB,Close,Close,
1686,,1_4551504423_CACEIS,2138491131,OB,UCB,Close,Close,
2041,21_4551470465_Integrata,,1860561324,OB,UCB,Close,Close,
2055,21_4551470464_Integrata,,1860561279,OB,UCB,Close,Close,
2121,4_4551470465_Integrata,,1860561325,OB,UCB,Close,Close,
2141,4_4551470464_Integrata,,1860561290,OB,UCB,Close,Close,
2447,,2_4551470465_CACEIS,1860561327,OB,UCB,Close,Close,
2464,,2_4551470464_CACEIS,1860561285,OB,UCB,Close,Close,
2469,,2_4551504423_CACEIS,2138491134,OB,UCB,Close,Close,
3070,20_4551470465_Integrata,,1860561328,OB,UCB,Close,Close,
3089,20_4551470464_Integrata,,1860561280,OB,UCB,Close,Close,
3148,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,
3157,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,
3428,8_4551470465_Integrata,,1860561330,OB,UCB,Close,Close,
3436,8_4551470464_Integrata,,1860561294,OB,UCB,Close,Close,
7294,,10_4551502490_CACEIS,2136195264,OB,UCB,Close,Close,
12280,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,
12285,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,
15118,,9_4551502490_CACEIS,2136195260,OB,UCB,Close,Close,
15823,,6_4551470465_CACEIS,1860561335,OB,UCB,Close,Close,
15837,,6_4551470464_CACEIS,1860561303,OB,UCB,Close,Close,
16548,,10_4551470465_CACEIS,1860561336,OB,UCB,Close,Close,
16553,,10_4551470464_CACEIS,1860561304,OB,UCB,Close,Close,
16580,,7_4551470465_CACEIS,1860561337,OB,UCB,Close,Close,
16593,,7_4551470464_CACEIS,1860561305,OB,UCB,Close,Close,
16879,,8_4551470465_CACEIS,1860561338,OB,UCB,Close,Close,
16880,,8_4551470464_CACEIS,1860561306,OB,UCB,Close,Close,
16881,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,
16882,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,
