,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
53,1_4551203153_Integrata,,1737813324,OB,UCB,Close,Close,
56,6_4551203153_Integrata,,1737813326,OB,UCB,Close,Close,
59,1_4551460499_Integrata,,2080567634,OB,UCB,Close,Close,
67,10_4551460499_Integrata,,2080567633,OB,UCB,Close,Close,
100,6_4551464617_Integrata,,2086488714,OB,UCB,Close,Close,
112,9_4551464617_Integrata,,2086488715,OB,UCB,Close,Close,
206,10_4551203153_Integrata,,1737813332,OB,UCB,Close,Close,
208,3_4551203153_Integrata,,1737813331,OB,UCB,Close,Close,
510,7_4551203153_Integrata,,1737813339,OB,UCB,Close,Close,
515,9_4551203153_Integrata,,1737813341,OB,UCB,Close,Close,
587,3_4551460499_Integrata,,2080567637,OB,UCB,Close,Close,
591,2_4551460499_Integrata,,2080567635,OB,UCB,Close,Close,
2299,16_4551470465_Integrata,,1860561326,OB,UCB,Close,Close,
2304,16_4551470464_Integrata,,1860561301,OB,UCB,Close,Close,
4516,14_4551470465_Integrata,,1860561332,OB,UCB,Close,Close,
4532,14_4551470464_Integrata,,1860561300,OB,UCB,Close,Close,
