,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
171,5_4551464617_Integrata,,2086488712,OB,UCB,Close,Close,
172,4_4551464617_Integrata,,2086488710,OB,UCB,Close,Close,
291,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,
300,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,
588,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,
589,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,
611,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,
616,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,
8302,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,
8306,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,
10489,,16_4551470098_CACEIS,1860358623,OB,UCB,Close,Close,
10509,,16_4551472558_CACEIS,2096947616,OB,UCB,Close,Close,
11884,,17_4551470098_CACEIS,1860358624,OB,UCB,Close,Close,
11898,,17_4551472558_CACEIS,2096947617,OB,UCB,Close,Close,
13247,,18_4551470098_CACEIS,1860358625,OB,UCB,Close,Close,
13262,,18_4551472558_CACEIS,2096947618,OB,UCB,Close,Close,
14601,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,
14609,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,
14829,,26_4551470098_CACEIS,1860358626,OB,UCB,Close,Close,
14847,,26_4551472558_CACEIS,2096947619,OB,UCB,Close,Close,
