,BreakID,BusinessDate,Final_predicted_break,ML_flag,Predicted_Status,Predicted_action,SetupID,SourceCombinationCode,TaskID,probability_No_pair,probability_UMB,probability_UMR,probability_UMT,Side1_UniqueIds,PredictedComment,PredictedCategory,Side0_UniqueIds,ActionType,ActionTypeCode,ReconSetupName,ClientShortCode,CreatedDate
0,2094162363,2021-08-09 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971470034,,,,,3_8971470254_US BANK,Up/Down at Investment ID,OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-08-10 00:00:00+00:00
1,2094162361,2021-08-09 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971470034,,,,,,Up/Down at Investment ID,OB,1_8971470254_Advent Geneva,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-08-10 00:00:00+00:00
2,1860309098,2021-08-09 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971470034,,,,,,Up/Down at Investment ID,OB,1_8971470009_Advent Geneva,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-08-10 00:00:00+00:00
3,1860309097,2021-08-09 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971470034,,,,,3_8971470009_US BANK,Up/Down at Investment ID,OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-08-10 00:00:00+00:00
4,1860325163,2021-08-09 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971470034,,,,,3_8971470034_US BANK,Up/Down at Investment ID,OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-08-10 00:00:00+00:00
5,1860325165,2021-08-09 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971470034,,,,,,Up/Down at Investment ID,OB,1_8971470034_Advent Geneva,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-08-10 00:00:00+00:00
6,1860309096,2021-08-09 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971470034,,,,,1_8971470009_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-08-10 00:00:00+00:00
7,1860309095,2021-08-09 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971470034,,,,,2_8971470009_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-08-10 00:00:00+00:00
8,2094162362,2021-08-09 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971470034,,,,,1_8971470254_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-08-10 00:00:00+00:00
9,2094162360,2021-08-09 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971470034,,,,,2_8971470254_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-08-10 00:00:00+00:00
10,1860325162,2021-08-09 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971470034,,,,,1_8971470034_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-08-10 00:00:00+00:00
11,1860325164,2021-08-09 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971470034,,,,,2_8971470034_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-08-10 00:00:00+00:00
