,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
266,9_4551203153_Integrata,,1737813341,OB,UCB,Close,Close,
897,1_4551460499_Integrata,,2080567634,OB,UCB,Close,Close,
931,9_4551464617_Integrata,,2086488715,OB,UCB,Close,Close,
1350,6_4551464617_Integrata,,2086488714,OB,UCB,Close,Close,
2757,10_4551460499_Integrata,,2080567633,OB,UCB,Close,Close,
2954,6_4551203153_Integrata,,1737813326,OB,UCB,Close,Close,
3060,2_4551460499_Integrata,,2080567635,OB,UCB,Close,Close,
3201,10_4551203153_Integrata,,1737813332,OB,UCB,Close,Close,
4109,1_4551203153_Integrata,,1737813324,OB,UCB,Close,Close,
5363,7_4551203153_Integrata,,1737813339,OB,UCB,Close,Close,
6705,3_4551203153_Integrata,,1737813331,OB,UCB,Close,Close,
6783,3_4551460499_Integrata,,2080567637,OB,UCB,Close,Close,
