,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
462,5_4551464617_Integrata,,2086488712,OB,UCB,Close,Close,
471,4_4551464617_Integrata,,2086488710,OB,UCB,Close,Close,
646,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,
650,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,
687,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,
691,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,
693,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,
695,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,
779,2_4551470464_Integrata,,1860561278,OB,UCB,Close,Close,
4001,15_4551470464_Integrata,,1860561284,OB,UCB,Close,Close,
4029,15_4551504423_Integrata,,2138491140,OB,UCB,Close,Close,
4213,7_4551470464_Integrata,,1860561287,OB,UCB,Close,Close,
4230,2_4551504423_Integrata,,2138491141,OB,UCB,Close,Close,
5194,6_4551470464_Integrata,,1860561288,OB,UCB,Close,Close,
5210,,3_4551470464_CACEIS,1860561289,OB,UCB,Close,Close,
5236,,3_4551504423_CACEIS,2138491138,OB,UCB,Close,Close,
6990,5_4551470464_Integrata,,1860561293,OB,UCB,Close,Close,
7013,5_4551504423_Integrata,,2138491132,OB,UCB,Close,Close,
15042,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,
15054,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,
15491,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,
16849,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,
