,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
718,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,
1234,5_4551464617_Integrata,,2086488712,OB,UCB,Close,Close,
1668,4_4551464617_Integrata,,2086488710,OB,UCB,Close,Close,
1793,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,
1797,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,
3395,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,
3509,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,
4141,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,
14006,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,
14011,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,
16232,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,
16238,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,
