,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen,first_non_null_breakid_in_breakid_columns
0,,70_2491430086_Barclays,1859922813,OB,UCB,Close,Close,,Barclays,1859922813
1,,69_2491426018_Barclays,1859877560,OB,UCB,Close,Close,,Barclays,1859877560
2,,76_2491400031_Barclays,1859744700,OB,UCB,Close,Close,,Barclays,1859744700
3,,92_2491430318_Barclays,1860081580,OB,UCB,Close,Close,,Barclays,1860081580
4,,76_2491456006_Barclays,1860183892,OB,UCB,Close,Close,,Barclays,1860183892
5,,69_2491400083_Barclays,1859773003,OB,UCB,Close,Close,,Barclays,1859773003
6,,103_2491430314_Barclays,1860081091,OB,UCB,Close,Close,,Barclays,1860081091
7,,79_2491456006_Barclays,1860183898,OB,UCB,Close,Close,,Barclays,1860183898
8,,70_2491430053_Barclays,1859897376,OB,UCB,Close,Close,,Barclays,1859897376
9,,70_2491430067_Barclays,1859905401,OB,UCB,Close,Close,,Barclays,1859905401
10,,86_2491450190_Barclays,1860153402,OB,UCB,Close,Close,,Barclays,1860153402
11,,81_2491430317_Barclays,1860081399,OB,UCB,Close,Close,,Barclays,1860081399
12,,82_2491430317_Barclays,1860081426,OB,UCB,Close,Close,,Barclays,1860081426
13,,87_2491450151_Barclays,1860150805,OB,UCB,Close,Close,,Barclays,1860150805
14,,83_2491456006_Barclays,1860183915,OB,UCB,Close,Close,,Barclays,1860183915
15,,78_2491400083_Barclays,1859772973,OB,UCB,Close,Close,,Barclays,1859772973
16,,70_2491430315_Barclays,1860081197,OB,UCB,Close,Close,,Barclays,1860081197
17,,75_2491456006_Barclays,1860183873,OB,UCB,Close,Close,,Barclays,1860183873
18,,75_2491430315_Barclays,1860081164,OB,UCB,Close,Close,,Barclays,1860081164
19,,67_2491430319_Barclays,1860081632,OB,UCB,Close,Close,,Barclays,1860081632
20,,67_2491450112_Barclays,1860134580,OB,UCB,Close,Close,,Barclays,1860134580
21,,71_2491430067_Barclays,1859905426,OB,UCB,Close,Close,,Barclays,1859905426
22,,71_2491430053_Barclays,1859897330,OB,UCB,Close,Close,,Barclays,1859897330
23,,69_2491430315_Barclays,1860081178,OB,UCB,Close,Close,,Barclays,1860081178
24,,71_2491430317_Barclays,1860081384,OB,UCB,Close,Close,,Barclays,1860081384
25,,88_2491450151_Barclays,1860150813,OB,UCB,Close,Close,,Barclays,1860150813
26,,86_2491450151_Barclays,1860150789,OB,UCB,Close,Close,,Barclays,1860150789
27,,70_2491400031_Barclays,1859744710,OB,UCB,Close,Close,,Barclays,1859744710
28,,79_2491450151_Barclays,1860150765,OB,UCB,Close,Close,,Barclays,1860150765
29,,83_2491450151_Barclays,1860150821,OB,UCB,Close,Close,,Barclays,1860150821
30,,98_2491430289_Barclays,1860076101,OB,UCB,Close,Close,,Barclays,1860076101
31,,74_2491430317_Barclays,1860081421,OB,UCB,Close,Close,,Barclays,1860081421
32,,99_2491430289_Barclays,1860076108,OB,UCB,Close,Close,,Barclays,1860076108
33,,81_2491450151_Barclays,1860150782,OB,UCB,Close,Close,,Barclays,1860150782
34,,72_2491430086_Barclays,1859922844,OB,UCB,Close,Close,,Barclays,1859922844
35,,85_2491430086_Barclays,1859922781,OB,UCB,Close,Close,,Barclays,1859922781
36,,70_2491430319_Barclays,1860081655,OB,UCB,Close,Close,,Barclays,1860081655
37,,70_2491450112_Barclays,1860134578,OB,UCB,Close,Close,,Barclays,1860134578
38,,82_2491430315_Barclays,1860081190,OB,UCB,Close,Close,,Barclays,1860081190
39,,73_2491426018_Barclays,1859877568,OB,UCB,Close,Close,,Barclays,1859877568
40,,80_2491430086_Barclays,1859922772,OB,UCB,Close,Close,,Barclays,1859922772
41,,77_2491400031_Barclays,1859744725,OB,UCB,Close,Close,,Barclays,1859744725
42,,69_2491430319_Barclays,1860081650,OB,UCB,Close,Close,,Barclays,1860081650
43,,69_2491450112_Barclays,1860134604,OB,UCB,Close,Close,,Barclays,1860134604
44,,85_2491430289_Barclays,1860076144,OB,UCB,Close,Close,,Barclays,1860076144
45,,75_2491430067_Barclays,1859905406,OB,UCB,Close,Close,,Barclays,1859905406
46,,91_2491450151_Barclays,1860150798,OB,UCB,Close,Close,,Barclays,1860150798
47,,75_2491430053_Barclays,1859897344,OB,UCB,Close,Close,,Barclays,1859897344
48,,74_2491430315_Barclays,1860081157,OB,UCB,Close,Close,,Barclays,1860081157
49,,83_2491430317_Barclays,1860081434,OB,UCB,Close,Close,,Barclays,1860081434
50,,71_2491430318_Barclays,1860081520,OB,UCB,Close,Close,,Barclays,1860081520
51,,82_2491430086_Barclays,1859922826,OB,UCB,Close,Close,,Barclays,1859922826
52,,78_2491430053_Barclays,1859897363,OB,UCB,Close,Close,,Barclays,1859897363
53,,84_2491430086_Barclays,1859922832,OB,UCB,Close,Close,,Barclays,1859922832
54,,78_2491430067_Barclays,1859905418,OB,UCB,Close,Close,,Barclays,1859905418
55,,68_2491426018_Barclays,1859877556,OB,UCB,Close,Close,,Barclays,1859877556
56,,68_2491400083_Barclays,1859772994,OB,UCB,Close,Close,,Barclays,1859772994
57,,71_2491450151_Barclays,1860150748,OB,UCB,Close,Close,,Barclays,1860150748
58,,68_2491430319_Barclays,1860081641,OB,UCB,Close,Close,,Barclays,1860081641
59,,68_2491450112_Barclays,1860134592,OB,UCB,Close,Close,,Barclays,1860134592
60,,94_2491430314_Barclays,1860081085,OB,UCB,Close,Close,,Barclays,1860081085
61,,72_2491426018_Barclays,1859877603,OB,UCB,Close,Close,,Barclays,1859877603
62,,71_2491400031_Barclays,1859744747,OB,UCB,Close,Close,,Barclays,1859744747
63,,75_2491430086_Barclays,1859922758,OB,UCB,Close,Close,,Barclays,1859922758
64,,79_2491430317_Barclays,1860081394,OB,UCB,Close,Close,,Barclays,1860081394
65,,74_2491400083_Barclays,1859773012,OB,UCB,Close,Close,,Barclays,1859773012
66,,77_2491430067_Barclays,1859905405,OB,UCB,Close,Close,,Barclays,1859905405
67,,69_2491430086_Barclays,1859922771,OB,UCB,Close,Close,,Barclays,1859922771
68,,77_2491430053_Barclays,1859897356,OB,UCB,Close,Close,,Barclays,1859897356
69,,70_2491430318_Barclays,1860081544,OB,UCB,Close,Close,,Barclays,1860081544
70,,83_2491450190_Barclays,1860153395,OB,UCB,Close,Close,,Barclays,1860153395
71,,72_2491430317_Barclays,1860081403,OB,UCB,Close,Close,,Barclays,1860081403
72,,70_2491400083_Barclays,1859772969,OB,UCB,Close,Close,,Barclays,1859772969
73,,91_2491430318_Barclays,1860081563,OB,UCB,Close,Close,,Barclays,1860081563
74,,100_2491430289_Barclays,1860076114,OB,UCB,Close,Close,,Barclays,1860076114
75,,93_2491430318_Barclays,1860081589,OB,UCB,Close,Close,,Barclays,1860081589
76,,79_2491430315_Barclays,1860081184,OB,UCB,Close,Close,,Barclays,1860081184
77,,85_2491450151_Barclays,1860150774,OB,UCB,Close,Close,,Barclays,1860150774
78,,67_2491400083_Barclays,1859772982,OB,UCB,Close,Close,,Barclays,1859772982
79,,77_2491400083_Barclays,1859772957,OB,UCB,Close,Close,,Barclays,1859772957
80,,88_2491430086_Barclays,1859922761,OB,UCB,Close,Close,,Barclays,1859922761
81,,89_2491450151_Barclays,1860150750,OB,UCB,Close,Close,,Barclays,1860150750
82,,80_2491456006_Barclays,1860183909,OB,UCB,Close,Close,,Barclays,1860183909
83,,73_2491450151_Barclays,1860150756,OB,UCB,Close,Close,,Barclays,1860150756
84,,73_2491400083_Barclays,1859772987,OB,UCB,Close,Close,,Barclays,1859772987
85,,73_2491430315_Barclays,1860081141,OB,UCB,Close,Close,,Barclays,1860081141
86,,72_2491456006_Barclays,1860183864,OB,UCB,Close,Close,,Barclays,1860183864
87,,67_2491456058_Barclays,1860216955,OB,UCB,Close,Close,,Barclays,1860216955
88,,90_2491450151_Barclays,1860150761,OB,UCB,Close,Close,,Barclays,1860150761
89,,97_2491430289_Barclays,1860076092,OB,UCB,Close,Close,,Barclays,1860076092
90,,86_2491430086_Barclays,1859922851,OB,UCB,Close,Close,,Barclays,1859922851
91,,80_2491430317_Barclays,1860081380,OB,UCB,Close,Close,,Barclays,1860081380
92,,76_2491400083_Barclays,1859772986,OB,UCB,Close,Close,,Barclays,1859772986
93,,72_2491400083_Barclays,1859772997,OB,UCB,Close,Close,,Barclays,1859772997
94,,75_2491400083_Barclays,1859772932,OB,UCB,Close,Close,,Barclays,1859772932
95,,71_2491400083_Barclays,1859772931,OB,UCB,Close,Close,,Barclays,1859772931
96,,71_2491430086_Barclays,1859922819,OB,UCB,Close,Close,,Barclays,1859922819
97,,78_2491430315_Barclays,1860081171,OB,UCB,Close,Close,,Barclays,1860081171
98,,73_2491430317_Barclays,1860081388,OB,UCB,Close,Close,,Barclays,1860081388
99,,89_2491430318_Barclays,1860081572,OB,UCB,Close,Close,,Barclays,1860081572
100,,82_2491430289_Barclays,1860076086,OB,UCB,Close,Close,,Barclays,1860076086
101,,100_2491430314_Barclays,1860081090,OB,UCB,Close,Close,,Barclays,1860081090
102,,73_2491456058_Barclays,1860216962,OB,UCB,Close,Close,,Barclays,1860216962
103,,68_2491456058_Barclays,1860216959,OB,UCB,Close,Close,,Barclays,1860216959
104,,69_2491456058_Barclays,1860216968,OB,UCB,Close,Close,,Barclays,1860216968
