,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen,first_non_null_breakid_in_breakid_columns
0,,28_2491470380_UBS,1860504653,CNF,UCB,Close,Close,,UBS,1860504653
1,,45_2491470380_UBS,1860504654,CNF,UCB,Close,Close,,UBS,1860504654
2,,46_2491470380_UBS,1860504655,CNF,UCB,Close,Close,,UBS,1860504655
3,,47_2491470380_UBS,1860504656,CNF,UCB,Close,Close,,UBS,1860504656
4,,48_2491470380_UBS,1860504657,CNF,UCB,Close,Close,,UBS,1860504657
5,,49_2491470380_UBS,1860504658,CNF,UCB,Close,Close,,UBS,1860504658
6,,50_2491470380_UBS,1860504659,CNF,UCB,Close,Close,,UBS,1860504659
7,,51_2491470380_UBS,1860504660,CNF,UCB,Close,Close,,UBS,1860504660
8,,52_2491470380_UBS,1860504661,CNF,UCB,Close,Close,,UBS,1860504661
9,,53_2491470380_UBS,1860504662,CNF,UCB,Close,Close,,UBS,1860504662
10,,54_2491470380_UBS,1860504663,CNF,UCB,Close,Close,,UBS,1860504663
11,,55_2491470380_UBS,1860504664,CNF,UCB,Close,Close,,UBS,1860504664
12,,56_2491470380_UBS,1860504665,CNF,UCB,Close,Close,,UBS,1860504665
13,,57_2491470380_UBS,1860504666,CNF,UCB,Close,Close,,UBS,1860504666
14,,58_2491470380_UBS,1860504667,CNF,UCB,Close,Close,,UBS,1860504667
15,,59_2491470380_UBS,1860504668,CNF,UCB,Close,Close,,UBS,1860504668
16,,60_2491470380_UBS,1860504669,CNF,UCB,Close,Close,,UBS,1860504669
17,,65_2491470380_UBS,1860504670,CNF,UCB,Close,Close,,UBS,1860504670
18,,66_2491470380_UBS,1860504671,CNF,UCB,Close,Close,,UBS,1860504671
19,,4_2491470380_UBS,1860507652,OB,UCB,Close,Close,,UBS,1860507652
20,,4_2491499653_UBS,2133093773,OB,UCB,Close,Close,,UBS,2133093773
21,,10_2491470380_UBS,1860507653,OB,UCB,Close,Close,,UBS,1860507653
22,,10_2491499653_UBS,2133093776,OB,UCB,Close,Close,,UBS,2133093776
23,,158_2491156763_UBS,1677285789,OB,UCB,Close,Close,,UBS,1677285789
24,,164_2491156763_UBS,1677285756,OB,UCB,Close,Close,,UBS,1677285756
25,,5_2491470380_UBS,1860507661,OB,UCB,Close,Close,,UBS,1860507661
26,,162_2491156763_UBS,1677285754,OB,UCB,Close,Close,,UBS,1677285754
27,,129_249987817_UBS,1453049524,OB,UCB,Close,Close,,UBS,1453049524
28,,2_2491493738_UBS,2125838338,OB,UCB,Close,Close,,UBS,2125838338
29,,1_2491493738_UBS,2125838337,OB,UCB,Close,Close,,UBS,2125838337
30,,223_2491402505_UBS,2006721711,OB,UCB,Close,Close,,UBS,2006721711
31,,118_2491403450_UBS,2008157644,OB,UCB,Close,Close,,UBS,2008157644
32,,9_2491470380_UBS,1860507663,OB,UCB,Close,Close,,UBS,1860507663
33,,168_2491357765_UBS,1947006133,OB,UCB,Close,Close,,UBS,1947006133
34,,131_249987817_UBS,1453049548,OB,UCB,Close,Close,,UBS,1453049548
35,,108_2491156763_UBS,1677285721,OB,UCB,Close,Close,,UBS,1677285721
36,,138_249788078_UBS,1191199997,OB,UCB,Close,Close,,UBS,1191199997
37,,241_2491196372_UBS,1729611589,OB,UCB,Close,Close,,UBS,1729611589
38,,170_249831032_UBS,1246012789,OB,UCB,Close,Close,,UBS,1246012789
39,,111_2491156763_UBS,1677285735,OB,UCB,Close,Close,,UBS,1677285735
40,,187_2491238233_UBS,1787477144,OB,UCB,Close,Close,,UBS,1787477144
41,,243_2491196372_UBS,1729611593,OB,UCB,Close,Close,,UBS,1729611593
42,,184_2491276790_UBS,1837024438,OB,UCB,Close,Close,,UBS,1837024438
43,,175_2491114307_UBS,1620407465,OB,UCB,Close,Close,,UBS,1620407465
44,,37_249788078_UBS,1191199958,OB,UCB,Close,Close,,UBS,1191199958
45,,186_2491320026_UBS,1892570227,OB,UCB,Close,Close,,UBS,1892570227
46,,189_2491238233_UBS,1787477151,OB,UCB,Close,Close,,UBS,1787477151
47,,160_2491443683_UBS,2058656043,OB,UCB,Close,Close,,UBS,2058656043
48,,168_249831032_UBS,1246012782,OB,UCB,Close,Close,,UBS,1246012782
49,,239_249947534_UBS,1401786176,OB,UCB,Close,Close,,UBS,1401786176
50,,201_2491030952_UBS,1510371666,OB,UCB,Close,Close,,UBS,1510371666
51,,39_249788078_UBS,1191199970,OB,UCB,Close,Close,,UBS,1191199970
52,,172_2491357765_UBS,1947006141,OB,UCB,Close,Close,,UBS,1947006141
53,,6_2491461821_UBS,2083295130,OB,UCB,Close,Close,,UBS,2083295130
54,,11_2491461821_UBS,2083295132,OB,UCB,Close,Close,,UBS,2083295132
55,,177_2491114307_UBS,1620407469,OB,UCB,Close,Close,,UBS,1620407469
56,,241_249947534_UBS,1401786178,OB,UCB,Close,Close,,UBS,1401786178
57,,199_2491030952_UBS,1510371661,OB,UCB,Close,Close,,UBS,1510371661
58,,101_249751014_UBS,1139539517,OB,UCB,Close,Close,,UBS,1139539517
59,,221_2491402505_UBS,2006721707,OB,UCB,Close,Close,,UBS,2006721707
60,,170_2491357765_UBS,1947006137,OB,UCB,Close,Close,,UBS,1947006137
61,,136_249788078_UBS,1191200002,OB,UCB,Close,Close,,UBS,1191200002
62,,165_2491073282_UBS,1566187606,OB,UCB,Close,Close,,UBS,1566187606
63,,186_2491276790_UBS,1837024442,OB,UCB,Close,Close,,UBS,1837024442
64,,188_2491320026_UBS,1892570233,OB,UCB,Close,Close,,UBS,1892570233
65,,133_249987817_UBS,1453049555,OB,UCB,Close,Close,,UBS,1453049555
66,,137_249987817_UBS,1453049528,OB,UCB,Close,Close,,UBS,1453049528
67,,167_2491073282_UBS,1566187612,OB,UCB,Close,Close,,UBS,1566187612
68,,99_249751014_UBS,1139539527,OB,UCB,Close,Close,,UBS,1139539527
69,,74_249987817_UBS,1453049542,OB,UCB,Close,Close,,UBS,1453049542
70,,20_2491498040_UBS,2130836449,OB,UCB,Close,Close,,UBS,2130836449
71,,24_2491498040_UBS,2130829934,OB,UCB,Close,Close,,UBS,2130829934
72,,15_2491498040_UBS,2130836445,OB,UCB,Close,Close,,UBS,2130836445
73,,160_2491156763_UBS,1677285790,OB,UCB,Close,Close,,UBS,1677285790
74,,162_2491443683_UBS,2058656044,OB,UCB,Close,Close,,UBS,2058656044
75,,182_2491276790_UBS,1837024433,OB,UCB,Close,Close,,UBS,1837024433
76,,77_249987817_UBS,1453049561,OB,UCB,Close,Close,,UBS,1453049561
77,,61_2491470380_UBS,1860507681,OB,UCB,Close,Close,,UBS,1860507681
78,,62_2491470380_UBS,1860507683,OB,UCB,Close,Close,,UBS,1860507683
