,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen,first_non_null_breakid_in_breakid_columns,ViewData.BreakID,ViewData.Task ID,ViewData.Source Combination Code,BusinessDate
0,,72_2491450185_Goldman Sachs,1860151052,CNF,UCB,Close,Close,,Goldman Sachs,1860151052,1860151052,2491450185,-1932371527,2021-07-27
1,,74_2491450185_Goldman Sachs,1860151053,CNF,UCB,Close,Close,,Goldman Sachs,1860151053,1860151053,2491450185,-1932371527,2021-07-27
2,,213_2491426012_Goldman Sachs,1859876914,OB,UCB,Close,Close,,Goldman Sachs,1859876914,1859876914,2491450185,-1932371527,2021-07-27
3,,211_2491426012_Goldman Sachs,1859876599,OB,UCB,Close,Close,,Goldman Sachs,1859876599,1859876599,2491450185,-1932371527,2021-07-27
4,,221_2491430290_Goldman Sachs,1860076439,OB,UCB,Close,Close,,Goldman Sachs,1860076439,1860076439,2491450185,-1932371527,2021-07-27
5,,220_2491430290_Goldman Sachs,1860076426,OB,UCB,Close,Close,,Goldman Sachs,1860076426,1860076426,2491450185,-1932371527,2021-07-27
6,,218_2491430290_Goldman Sachs,1860076194,OB,UCB,Close,Close,,Goldman Sachs,1860076194,1860076194,2491450185,-1932371527,2021-07-27
7,,216_2491426012_Goldman Sachs,1859876600,OB,UCB,Close,Close,,Goldman Sachs,1859876600,1859876600,2491450185,-1932371527,2021-07-27
8,,218_2491426012_Goldman Sachs,1859876920,OB,UCB,Close,Close,,Goldman Sachs,1859876920,1859876920,2491450185,-1932371527,2021-07-27
9,,215_2491430290_Goldman Sachs,1860076190,OB,UCB,Close,Close,,Goldman Sachs,1860076190,1860076190,2491450185,-1932371527,2021-07-27
10,,217_2491430290_Goldman Sachs,1860076409,OB,UCB,Close,Close,,Goldman Sachs,1860076409,1860076409,2491450185,-1932371527,2021-07-27
11,,95_2491430080_Goldman Sachs,1859922146,OB,UCB,Close,Close,,Goldman Sachs,1859922146,1859922146,2491450185,-1932371527,2021-07-27
12,,94_2491430080_Goldman Sachs,1859922136,OB,UCB,Close,Close,,Goldman Sachs,1859922136,1859922136,2491450185,-1932371527,2021-07-27
13,,210_2491426012_Goldman Sachs,1859876913,OB,UCB,Close,Close,,Goldman Sachs,1859876913,1859876913,2491450185,-1932371527,2021-07-27
14,,208_2491426012_Goldman Sachs,1859876603,OB,UCB,Close,Close,,Goldman Sachs,1859876603,1859876603,2491450185,-1932371527,2021-07-27
15,,209_2491426012_Goldman Sachs,1859876904,OB,UCB,Close,Close,,Goldman Sachs,1859876904,1859876904,2491450185,-1932371527,2021-07-27
16,,207_2491426012_Goldman Sachs,1859876604,OB,UCB,Close,Close,,Goldman Sachs,1859876604,1859876604,2491450185,-1932371527,2021-07-27
17,,219_2491430290_Goldman Sachs,1860076196,OB,UCB,Close,Close,,Goldman Sachs,1860076196,1860076196,2491450185,-1932371527,2021-07-27
18,,215_2491426012_Goldman Sachs,1859876602,OB,UCB,Close,Close,,Goldman Sachs,1859876602,1859876602,2491450185,-1932371527,2021-07-27
19,,217_2491426012_Goldman Sachs,1859876911,OB,UCB,Close,Close,,Goldman Sachs,1859876911,1859876911,2491450185,-1932371527,2021-07-27
20,,214_2491426012_Goldman Sachs,1859876905,OB,UCB,Close,Close,,Goldman Sachs,1859876905,1859876905,2491450185,-1932371527,2021-07-27
21,,212_2491426012_Goldman Sachs,1859876601,OB,UCB,Close,Close,,Goldman Sachs,1859876601,1859876601,2491450185,-1932371527,2021-07-27
22,,216_2491430290_Goldman Sachs,1860076396,OB,UCB,Close,Close,,Goldman Sachs,1860076396,1860076396,2491450185,-1932371527,2021-07-27
23,,214_2491430290_Goldman Sachs,1860076191,OB,UCB,Close,Close,,Goldman Sachs,1860076191,1860076191,2491450185,-1932371527,2021-07-27
24,70_2491380301_Integrata,,1859622223,OB,UCB,Close,Close,,Goldman Sachs,1859622223,1859622223,2491450185,-1932371527,2021-07-27
25,70_2491380309_Integrata,,1859622599,OB,UCB,Close,Close,,Goldman Sachs,1859622599,1859622599,2491450185,-1932371527,2021-07-27
26,70_2491400026_Integrata,,1859744308,OB,UCB,Close,Close,,Goldman Sachs,1859744308,1859744308,2491450185,-1932371527,2021-07-27
27,140_2491430290_Integrata,,1860076416,OB,UCB,Close,Close,,Goldman Sachs,1860076416,1860076416,2491450185,-1932371527,2021-07-27
28,67_2491430290_Integrata,,1860076456,OB,UCB,Close,Close,,Goldman Sachs,1860076456,1860076456,2491450185,-1932371527,2021-07-27
29,141_2491430290_Integrata,,1860076436,OB,UCB,Close,Close,,Goldman Sachs,1860076436,1860076436,2491450185,-1932371527,2021-07-27
30,66_2491400026_Integrata,,1859744321,OB,UCB,Close,Close,,Goldman Sachs,1859744321,1859744321,2491450185,-1932371527,2021-07-27
31,66_2491380309_Integrata,,1859622585,OB,UCB,Close,Close,,Goldman Sachs,1859622585,1859622585,2491450185,-1932371527,2021-07-27
32,66_2491380301_Integrata,,1859622220,OB,UCB,Close,Close,,Goldman Sachs,1859622220,1859622220,2491450185,-1932371527,2021-07-27
33,68_2491380309_Integrata,,1859622591,OB,UCB,Close,Close,,Goldman Sachs,1859622591,1859622591,2491450185,-1932371527,2021-07-27
34,68_2491380301_Integrata,,1859622232,OB,UCB,Close,Close,,Goldman Sachs,1859622232,1859622232,2491450185,-1932371527,2021-07-27
35,68_2491400026_Integrata,,1859744313,OB,UCB,Close,Close,,Goldman Sachs,1859744313,1859744313,2491450185,-1932371527,2021-07-27
36,69_2491380301_Integrata,,1859622221,OB,UCB,Close,Close,,Goldman Sachs,1859622221,1859622221,2491450185,-1932371527,2021-07-27
37,69_2491380309_Integrata,,1859622590,OB,UCB,Close,Close,,Goldman Sachs,1859622590,1859622590,2491450185,-1932371527,2021-07-27
