,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen
0,36_2491390127_Integrata,BB,1991869489,OB,OB,No-pair,dividend,Integrata booked the dividend transaction for SD 06-11-2021. UBS  yet to book.,UBS 
1,63_2491156763_Integrata,BB,1677285632,OB,OB,No-pair,proceeds trade settlement,Integrata booked the proceeds trade settlement transaction for SD 12-21-2020. UBS  yet to book.,UBS 
2,77_249670621_Integrata,BB,1022830240,OB,OB,No-pair,wire,Integrata booked the wire transaction for SD 12-12-2019. UBS  yet to book.,UBS 
3,63_249679960_Integrata,BB,1038255455,OB,OB,No-pair,dividend,Integrata booked the dividend transaction for SD 12-19-2019. UBS  yet to book.,UBS 
4,2_249434137_Integrata,BB,1020722884,SDB,OB,No-pair,dividend,Integrata booked the dividend transaction for SD 06-10-2019. UBS  yet to book.,UBS 
5,1_363988_Integrata,BB,527124975,SDB,OB,No-pair,wire,Integrata booked the wire transaction for SD 04-11-2019. UBS  yet to book.,UBS 
6,119_2491213682_Integrata,BB,1753441230,OB,OB,No-pair,proceeds trade settlement,Integrata booked the proceeds trade settlement transaction for SD 12-02-2020. UBS  yet to book.,UBS 
7,66_249672173_Integrata,BB,1025420688,OB,OB,No-pair,wire,Integrata booked the wire transaction for SD 12-12-2019. UBS  yet to book.,UBS 
8,25_249387516_Integrata,BB,561269194,OB,OB,No-pair,proceeds trade settlement,Integrata booked the proceeds trade settlement transaction for SD 05-01-2019. UBS  yet to book.,UBS 
9,81_2491065622_Integrata,BB,1556304803,OB,OB,No-pair,wire,Integrata booked the wire transaction for SD 09-01-2020. UBS  yet to book.,UBS 
10,120_2491213682_Integrata,BB,1753441233,OB,OB,No-pair,proceeds trade settlement,Integrata booked the proceeds trade settlement transaction for SD 01-05-2021. UBS  yet to book.,UBS 
11,118_2491213682_Integrata,BB,1753441231,OB,OB,No-pair,proceeds trade settlement,Integrata booked the proceeds trade settlement transaction for SD 11-04-2020. UBS  yet to book.,UBS 
12,91_2491426250_Integrata,BB,2037460862,OB,OB,No-pair,dividend,Integrata booked the dividend transaction for SD 07-08-2021. UBS  yet to book.,UBS 
13,9_2491229946_Integrata,BB,1776964536,OB,OB,No-pair,wire,Integrata booked the wire transaction for SD 01-04-2021. UBS  yet to book.,UBS 
14,27_2491388033_Integrata,BB,1989062962,OB,OB,No-pair,dividend,Integrata booked the dividend transaction for SD 06-10-2021. UBS  yet to book.,UBS 
15,49_249970701_Integrata,BB,1431799448,OB,OB,No-pair,wire,Integrata booked the wire transaction for SD 07-01-2020. UBS  yet to book.,UBS 
16,80_249670621_Integrata,BB,1022830241,OB,OB,No-pair,wire,Integrata booked the wire transaction for SD 12-12-2019. UBS  yet to book.,UBS 
17,AA,27_2491073282_UBS,1566187558,OB,OB,No-pair,swap cash flow,UBS  booked the swap cash flow transaction for SD 10-21-2020. Integrata yet to book.,UBS 
18,AA,635_2491397707_UBS,2001285735,OB,OB,No-pair,swap reset,UBS  booked the swap reset transaction for SD 06-21-2021. Integrata yet to book.,UBS 
19,AA,387_2491316372_UBS,1887698317,OB,OB,No-pair,swap reset,UBS  booked the swap reset transaction for SD 04-21-2021. Integrata yet to book.,UBS 
20,AA,133_2491200489_UBS,1734145222,OB,OB,No-pair,wire,UBS  booked the wire transaction for SD 01-22-2021. Integrata yet to book.,UBS 
21,AA,495_2491440493_UBS,2054579389,OB,OB,No-pair,swap reset,UBS  booked the swap reset transaction for SD 07-21-2021. Integrata yet to book.,UBS 
22,AA,21_249804251_UBS,1211767108,OB,OB,No-pair,interest,UBS  booked the interest transaction for SD 04-01-2020. Integrata yet to book.,UBS 
23,AA,438_2491234546_UBS,1782455243,OB,OB,No-pair,swap reset,UBS  booked the swap reset transaction for SD 02-19-2021. Integrata yet to book.,UBS 
24,AA,30_249970701_UBS,1431799546,OB,OB,No-pair,dividend,UBS  booked the dividend transaction for SD 08-06-2020. Integrata yet to book.,UBS 
25,AA,283_2491440493_UBS,2054579260,OB,OB,No-pair,swap reset,UBS  booked the swap reset transaction for SD 07-21-2021. Integrata yet to book.,UBS 
26,AA,284_2491440493_UBS,2054579265,OB,OB,No-pair,swap reset,UBS  booked the swap reset transaction for SD 07-21-2021. Integrata yet to book.,UBS 
27,AA,71_2491265028_UBS,1821295230,OB,OB,No-pair,dividend,UBS  booked the dividend transaction for SD 03-11-2021. Integrata yet to book.,UBS 
28,AA,7_249832881_UBS,1248307943,OB,OB,No-pair,wire,UBS  booked the wire transaction for SD 04-23-2020. Integrata yet to book.,UBS 
29,AA,294_249903069_UBS,1341047653,OB,OB,No-pair,swap reset,UBS  booked the swap reset transaction for SD 06-19-2020. Integrata yet to book.,UBS 
30,AA,477_2491193518_UBS,1725361118,OB,OB,No-pair,swap reset,UBS  booked the swap reset transaction for SD 01-20-2021. Integrata yet to book.,UBS 
31,AA,169_2491227326_UBS,1772109861,OB,OB,No-pair,dividend,UBS  booked the dividend transaction for SD 02-11-2021. Integrata yet to book.,UBS 
32,AA,74_2491402505_UBS,2006721622,OB,OB,No-pair,dividend,UBS  booked the dividend transaction for SD 06-17-2021. Integrata yet to book.,UBS 
33,AA,342_2491316372_UBS,1887698595,OB,OB,No-pair,swap reset,UBS  booked the swap reset transaction for SD 04-21-2021. Integrata yet to book.,UBS 
34,AA,92_2491388033_UBS,1989062986,OB,OB,No-pair,dividend,UBS  booked the dividend transaction for SD 06-10-2021. Integrata yet to book.,UBS 
35,AA,28_249880981_UBS,1311752383,OB,OB,No-pair,interest,UBS  booked the interest transaction for SD 06-01-2020. Integrata yet to book.,UBS 
36,AA,726_2491272861_UBS,1832334878,OB,OB,No-pair,swap reset,UBS  booked the swap reset transaction for SD 03-19-2021. Integrata yet to book.,UBS 
37,AA,60_249779079_UBS,1179412701,OB,OB,No-pair,dividend,UBS  booked the dividend transaction for SD 03-12-2020. Integrata yet to book.,UBS 
38,AA,96_2491104428_UBS,1607511724,OB,OB,No-pair,dividend,UBS  booked the dividend transaction for SD 11-12-2020. Integrata yet to book.,UBS 
39,AA,102_2491378755_UBS,1976433828,OB,OB,No-pair,dividend,UBS  booked the dividend transaction for SD 06-03-2021. Integrata yet to book.,UBS 
40,AA,73_2491114307_UBS,1620407385,OB,OB,No-pair,wire,UBS  booked the wire transaction for SD 11-19-2020. Integrata yet to book.,UBS 
41,AA,161_2491331890_UBS,1908183156,OB,OB,No-pair,dividend,UBS  booked the dividend transaction for SD 04-29-2021. Integrata yet to book.,UBS 
42,AA,300_2491397707_UBS,2001285791,OB,OB,No-pair,swap reset,UBS  booked the swap reset transaction for SD 06-21-2021. Integrata yet to book.,UBS 
43,AA,124_2491316372_UBS,1887698329,OB,OB,No-pair,swap reset,UBS  booked the swap reset transaction for SD 04-21-2021. Integrata yet to book.,UBS 
44,AA,71_249815381_UBS,1226783991,OB,OB,No-pair,dividend,UBS  booked the dividend transaction for SD 04-09-2020. Integrata yet to book.,UBS 
45,AA,119_2491295022_UBS,1861263593,OB,OB,No-pair,dividend,UBS  booked the dividend transaction for SD 04-01-2021. Integrata yet to book.,UBS 
46,AA,295_2491353925_UBS,1941625626,OB,OB,No-pair,swap reset,UBS  booked the swap reset transaction for SD 05-19-2021. Integrata yet to book.,UBS 
47,AA,328_2491272861_UBS,1832334634,OB,OB,No-pair,swap reset,UBS  booked the swap reset transaction for SD 03-19-2021. Integrata yet to book.,UBS 
48,AA,73_249769934_UBS,1166841503,OB,OB,No-pair,dividend,UBS  booked the dividend transaction for SD 03-05-2020. Integrata yet to book.,UBS 
49,AA,27_249675847_UBS,1031173808,OB,OB,No-pair,wire,UBS  booked the wire transaction for SD 12-20-2019. Integrata yet to book.,UBS 
50,AA,100_2491400944_UBS,2004695526,OB,OB,No-pair,wire,UBS  booked the wire transaction for SD 06-18-2021. Integrata yet to book.,UBS 
51,AA,258_2491046254_UBS,1530638646,OB,OB,No-pair,interest,UBS  booked the interest transaction for SD 10-01-2020. Integrata yet to book.,UBS 
52,AA,44_249689496_UBS,1056490578,OB,OB,No-pair,wire,UBS  booked the wire transaction for SD 01-02-2020. Integrata yet to book.,UBS 
53,AA,414_2491234546_UBS,1782455256,OB,OB,No-pair,swap reset,UBS  booked the swap reset transaction for SD 02-19-2021. Integrata yet to book.,UBS 
54,AA,549_2491193518_UBS,1725361115,SDB,OB,No-pair,swap reset,UBS  booked the swap reset transaction for SD 01-20-2021. Integrata yet to book.,UBS 
55,AA,488_2491397707_UBS,2001285402,OB,OB,No-pair,swap reset,UBS  booked the swap reset transaction for SD 06-21-2021. Integrata yet to book.,UBS 
56,AA,273_2491440493_UBS,2054579109,OB,OB,No-pair,swap reset,UBS  booked the swap reset transaction for SD 07-21-2021. Integrata yet to book.,UBS 
57,AA,74_249989676_UBS,1455237009,OB,OB,No-pair,dividend,UBS  booked the dividend transaction for SD 08-20-2020. Integrata yet to book.,UBS 
58,AA,139_2491353925_UBS,1941625493,OB,OB,No-pair,swap reset,UBS  booked the swap reset transaction for SD 05-19-2021. Integrata yet to book.,UBS 
59,AA,56_2491353925_UBS,1941625377,OB,OB,No-pair,swap reset,UBS  booked the swap reset transaction for SD 05-19-2021. Integrata yet to book.,UBS 
60,AA,64_2491397707_UBS,2001285326,OB,OB,No-pair,swap reset,UBS  booked the swap reset transaction for SD 06-21-2021. Integrata yet to book.,UBS 
61,AA,454_2491234546_UBS,1782455278,OB,OB,No-pair,swap reset,UBS  booked the swap reset transaction for SD 02-19-2021. Integrata yet to book.,UBS 
62,AA,22_249999218_UBS,1467496217,OB,OB,No-pair,dividend,UBS  booked the dividend transaction for SD 08-27-2020. Integrata yet to book.,UBS 
63,AA,168_249903069_UBS,1341048248,OB,OB,No-pair,swap reset,UBS  booked the swap reset transaction for SD 06-19-2020. Integrata yet to book.,UBS 
64,AA,168_2491316372_UBS,1887698308,OB,OB,No-pair,swap reset,UBS  booked the swap reset transaction for SD 04-21-2021. Integrata yet to book.,UBS 
65,AA,167_2491353925_UBS,1941625424,OB,OB,No-pair,swap reset,UBS  booked the swap reset transaction for SD 05-19-2021. Integrata yet to book.,UBS 
66,AA,57_249834578_UBS,1250516894,OB,OB,No-pair,dividend,UBS  booked the dividend transaction for SD 04-23-2020. Integrata yet to book.,UBS 
67,AA,243_2491440493_UBS,2054579055,OB,OB,No-pair,swap reset,UBS  booked the swap reset transaction for SD 07-21-2021. Integrata yet to book.,UBS 
68,AA,162_2491316372_UBS,1887698280,OB,OB,No-pair,swap reset,UBS  booked the swap reset transaction for SD 04-21-2021. Integrata yet to book.,UBS 
69,AA,179_2491234546_UBS,1782454944,OB,OB,No-pair,swap reset,UBS  booked the swap reset transaction for SD 02-19-2021. Integrata yet to book.,UBS 
