,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
431,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,
1970,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,
2182,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,
2195,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,
11116,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,
11140,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,
11807,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,
14940,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,
15323,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,
15434,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,
