,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
0,"['12_4551294432_Integrata', '12_4551294439_Integrata', '11_4551294436_Integrata', '12_4551294440_Integrata', '12_4551294430_Integrata', '11_4551294432_Integrata', '12_4551294436_Integrata', '12_4551294438_Integrata', '11_4551294439_Integrata', '11_4551294441_Integrata', '12_4551294441_Integrata', '11_4551294438_Integrata', '11_4551294437_Integrata', '12_4551294437_Integrata', '11_4551294430_Integrata', '11_4551294440_Integrata', None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, '191_4551294430_CACEIS', '191_4551294437_CACEIS', '191_4551294432_CACEIS', '191_4551294436_CACEIS', '191_4551294439_CACEIS', '191_4551294441_CACEIS', '191_4551294438_CACEIS', '191_4551294440_CACEIS']","[1859496448, 1859497908, 1859496811, 1859498255, 1859495776, 1859496447, 1859496826, 1859497538, 1859497893, 1859498615, 1859498618, 1859497533, 1859497176, 1859497179, 1859495780, 1859498257, 1859496087, 1859497494, 1859496768, 1859497127, 1859498199, 1859498925, 1859497847, 1859498577]","['OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB']",UMR,UMR,match,match
1,"['3_4551294437_Integrata', '5_4551294430_Integrata', '4_4551294436_Integrata', '3_4551294440_Integrata', '5_4551294438_Integrata', '3_4551294436_Integrata', '3_4551294438_Integrata', '5_4551294440_Integrata', '3_4551294441_Integrata', '4_4551294440_Integrata', '3_4551294432_Integrata', '3_4551294430_Integrata', '5_4551294437_Integrata', '5_4551294436_Integrata', '4_4551294437_Integrata', '4_4551294438_Integrata', '5_4551294439_Integrata', '3_4551294439_Integrata', '4_4551294432_Integrata', '5_4551294432_Integrata', '5_4551294441_Integrata', '4_4551294439_Integrata', '4_4551294441_Integrata', '4_4551294430_Integrata', None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, '183_4551294439_CACEIS', '183_4551294437_CACEIS', '183_4551294440_CACEIS', '183_4551294436_CACEIS', '183_4551294438_CACEIS', '183_4551294441_CACEIS', '183_4551294432_CACEIS', '183_4551294430_CACEIS']","[1859497178, 1859495779, 1859496813, 1859498261, 1859497532, 1859496827, 1859497539, 1859498265, 1859498619, 1859498263, 1859496452, 1859495777, 1859497196, 1859496818, 1859497174, 1859497534, 1859497898, 1859497894, 1859496444, 1859496456, 1859498620, 1859497895, 1859498623, 1859495774, 1859498207, 1859497495, 1859498575, 1859497132, 1859497850, 1859498937, 1859496764, 1859496093]","['OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB']",UMR,UMR,match,match
2,2_4551294440_Integrata,BB,1859498280,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.
3,2_4551294436_Integrata,BB,1859496817,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.
4,2_4551294430_Integrata,BB,1859495771,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.
5,2_4551294439_Integrata,BB,1859497907,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.
6,2_4551294437_Integrata,BB,1859497180,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.
7,2_4551294441_Integrata,BB,1859498621,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.
8,2_4551294438_Integrata,BB,1859497536,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.
9,1_4551294432_Integrata,BB,1859496457,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.
10,1_4551294437_Integrata,BB,1859497177,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.
11,2_4551294432_Integrata,BB,1859496459,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.
12,1_4551294436_Integrata,BB,1859496815,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.
13,1_4551294441_Integrata,BB,1859498617,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.
14,1_4551294440_Integrata,BB,1859498260,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.
15,1_4551294430_Integrata,BB,1859495772,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.
16,1_4551294439_Integrata,BB,1859497896,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.
17,1_4551294438_Integrata,BB,1859497537,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.
18,AA,31_4551294439_CACEIS,1859498192,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
19,AA,264_4551294439_CACEIS,1859497969,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
20,AA,31_4551294438_CACEIS,1859497793,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
21,AA,264_4551294440_CACEIS,1859498386,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
22,AA,31_4551294437_CACEIS,1859497448,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
23,AA,264_4551294436_CACEIS,1859497112,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
24,AA,31_4551294432_CACEIS,1859496728,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
25,AA,272_4551294440_CACEIS,1859498475,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
26,AA,264_4551294437_CACEIS,1859497425,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
27,AA,87_4551294432_CACEIS,1859496631,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
28,AA,31_4551294430_CACEIS,1859496048,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
29,AA,127_4551294430_CACEIS,1859496071,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
30,AA,264_4551294430_CACEIS,1859495798,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
31,AA,31_4551294436_CACEIS,1859497093,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
32,AA,87_4551294440_CACEIS,1859498407,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
33,AA,272_4551294430_CACEIS,1859496032,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
34,AA,264_4551294438_CACEIS,1859497838,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
35,AA,127_4551294439_CACEIS,1859498204,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
36,AA,105_4551294432_CACEIS,1859496446,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
37,AA,79_4551294437_CACEIS,1859497296,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
38,AA,31_4551294440_CACEIS,1859498534,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
39,AA,87_4551294430_CACEIS,1859495899,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
40,AA,105_4551294440_CACEIS,1859498441,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
41,AA,261_4551294441_CACEIS,1859498712,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
42,AA,127_4551294440_CACEIS,1859498539,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
43,AA,87_4551294437_CACEIS,1859497278,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
44,AA,31_4551294441_CACEIS,1859498939,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
45,AA,105_4551294430_CACEIS,1859495921,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
46,AA,79_4551294439_CACEIS,1859497937,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
47,AA,285_4551294441_CACEIS,1859498891,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
48,AA,219_4551294438_CACEIS,1859497662,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
49,AA,127_4551294438_CACEIS,1859497817,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
50,AA,302_4551294438_CACEIS,1859497825,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
51,AA,261_4551294440_CACEIS,1859498467,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
52,AA,105_4551294439_CACEIS,1859498008,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
53,AA,127_4551294436_CACEIS,1859496871,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
54,AA,29_4551294441_CACEIS,1859498934,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
55,AA,79_4551294430_CACEIS,1859496050,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
56,AA,285_4551294440_CACEIS,1859498557,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
57,AA,8_4551294439_CACEIS,1859497990,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
58,AA,219_4551294441_CACEIS,1859498878,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
59,AA,105_4551294437_CACEIS,1859497300,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
60,AA,127_4551294441_CACEIS,1859498770,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
61,AA,261_4551294437_CACEIS,1859497197,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
62,AA,302_4551294437_CACEIS,1859497246,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
63,AA,285_4551294438_CACEIS,1859497730,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
64,AA,127_4551294437_CACEIS,1859497198,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
65,AA,79_4551294438_CACEIS,1859497745,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
66,AA,105_4551294438_CACEIS,1859497695,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
67,AA,29_4551294438_CACEIS,1859497784,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
68,AA,213_4551294439_CACEIS,1859498115,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
69,AA,261_4551294432_CACEIS,1859496682,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
70,AA,127_4551294432_CACEIS,1859496548,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
71,AA,105_4551294441_CACEIS,1859498648,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
72,AA,302_4551294441_CACEIS,1859498919,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
73,AA,8_4551294438_CACEIS,1859497595,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
74,AA,285_4551294439_CACEIS,1859497976,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
75,AA,29_4551294437_CACEIS,1859497439,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
76,AA,79_4551294436_CACEIS,1859496864,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
77,AA,34_4551294440_CACEIS,1859498271,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
78,AA,213_4551294441_CACEIS,1859498768,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
79,AA,302_4551294440_CACEIS,1859498501,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
80,AA,105_4551294436_CACEIS,1859497008,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
81,AA,261_4551294439_CACEIS,1859498214,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
82,AA,8_4551294441_CACEIS,1859498693,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
83,AA,34_4551294437_CACEIS,1859497482,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
84,AA,164_4551294430_CACEIS,1859495815,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
85,AA,267_4551294441_CACEIS,1859498754,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
86,AA,29_4551294436_CACEIS,1859497084,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
87,AA,79_4551294441_CACEIS,1859498779,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
88,AA,213_4551294437_CACEIS,1859497262,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
89,AA,261_4551294436_CACEIS,1859497091,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
90,AA,302_4551294430_CACEIS,1859496090,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
91,AA,34_4551294438_CACEIS,1859497821,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
92,AA,267_4551294440_CACEIS,1859498483,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
93,AA,8_4551294436_CACEIS,1859496881,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
94,AA,164_4551294440_CACEIS,1859498422,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
95,AA,29_4551294430_CACEIS,1859496040,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
96,AA,68_4551294440_CACEIS,1859498392,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
97,AA,267_4551294437_CACEIS,1859497193,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
98,AA,302_4551294436_CACEIS,1859496997,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
99,AA,261_4551294430_CACEIS,1859495982,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
100,AA,213_4551294440_CACEIS,1859498542,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
101,AA,34_4551294441_CACEIS,1859498746,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
102,AA,8_4551294430_CACEIS,1859495837,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
103,AA,267_4551294436_CACEIS,1859496845,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
104,AA,34_4551294439_CACEIS,1859498216,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
105,AA,164_4551294438_CACEIS,1859497677,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
106,AA,213_4551294438_CACEIS,1859497656,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
107,AA,261_4551294438_CACEIS,1859497778,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
108,AA,68_4551294441_CACEIS,1859498810,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
109,AA,29_4551294432_CACEIS,1859496720,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
110,AA,267_4551294432_CACEIS,1859496475,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
111,AA,302_4551294439_CACEIS,1859497941,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
112,AA,34_4551294430_CACEIS,1859496075,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
113,AA,8_4551294440_CACEIS,1859498319,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
114,AA,164_4551294439_CACEIS,1859497917,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
115,AA,267_4551294430_CACEIS,1859495836,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
116,AA,34_4551294432_CACEIS,1859496755,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
117,AA,29_4551294439_CACEIS,1859498184,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
118,AA,213_4551294436_CACEIS,1859497068,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
119,AA,256_4551294440_CACEIS,1859498460,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
120,AA,68_4551294438_CACEIS,1859497617,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
121,AA,302_4551294432_CACEIS,1859496522,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
122,AA,267_4551294439_CACEIS,1859498024,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
123,AA,8_4551294432_CACEIS,1859496520,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
124,AA,34_4551294436_CACEIS,1859497120,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
125,AA,213_4551294430_CACEIS,1859495805,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
126,AA,256_4551294438_CACEIS,1859497770,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
127,AA,29_4551294440_CACEIS,1859498525,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
128,AA,164_4551294437_CACEIS,1859497276,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
129,AA,267_4551294438_CACEIS,1859497547,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
130,AA,278_4551294441_CACEIS,1859498711,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
131,AA,68_4551294437_CACEIS,1859497346,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
132,AA,288_4551294438_CACEIS,1859497748,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
133,AA,313_4551294441_CACEIS,1859498667,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
134,AA,8_4551294437_CACEIS,1859497237,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
135,AA,164_4551294432_CACEIS,1859496709,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
136,AA,213_4551294432_CACEIS,1859496636,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
137,AA,256_4551294437_CACEIS,1859497206,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
138,AA,278_4551294439_CACEIS,1859498108,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
139,AA,40_4551294437_CACEIS,1859497249,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
140,AA,68_4551294439_CACEIS,1859498099,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
141,AA,288_4551294430_CACEIS,1859496044,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
142,AA,313_4551294439_CACEIS,1859498035,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
143,AA,278_4551294437_CACEIS,1859497258,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
144,AA,256_4551294439_CACEIS,1859497902,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
145,AA,215_4551294430_CACEIS,1859495811,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
146,AA,204_4551294432_CACEIS,1859496550,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
147,AA,313_4551294430_CACEIS,1859496084,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
148,AA,164_4551294436_CACEIS,1859496896,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
149,AA,40_4551294436_CACEIS,1859496842,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
150,AA,288_4551294432_CACEIS,1859496573,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
151,AA,68_4551294436_CACEIS,1859496940,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
152,AA,278_4551294440_CACEIS,1859498489,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
153,AA,313_4551294438_CACEIS,1859497737,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
154,AA,164_4551294441_CACEIS,1859498791,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
155,AA,40_4551294432_CACEIS,1859496487,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
156,AA,215_4551294441_CACEIS,1859498775,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
157,AA,256_4551294436_CACEIS,1859497081,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
158,AA,278_4551294430_CACEIS,1859495986,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
159,AA,288_4551294441_CACEIS,1859498817,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
160,AA,68_4551294430_CACEIS,1859495818,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
161,AA,204_4551294438_CACEIS,1859497639,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
162,AA,313_4551294432_CACEIS,1859496732,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
163,AA,278_4551294432_CACEIS,1859496657,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
164,AA,215_4551294439_CACEIS,1859498104,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
165,AA,40_4551294430_CACEIS,1859495840,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
166,AA,204_4551294430_CACEIS,1859495870,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
167,AA,278_4551294436_CACEIS,1859497089,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
168,AA,256_4551294432_CACEIS,1859496694,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
169,AA,298_4551294440_CACEIS,1859498322,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
170,AA,313_4551294437_CACEIS,1859497442,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
171,AA,288_4551294440_CACEIS,1859498536,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
172,AA,68_4551294432_CACEIS,1859496505,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
173,AA,313_4551294436_CACEIS,1859497056,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
174,AA,278_4551294438_CACEIS,1859497632,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
175,AA,40_4551294441_CACEIS,1859498922,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
176,AA,215_4551294438_CACEIS,1859497664,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
177,AA,288_4551294437_CACEIS,1859497492,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
178,AA,204_4551294440_CACEIS,1859498492,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book
