,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen,first_non_null_breakid_in_breakid_columns,ViewData.BreakID,ViewData.Task ID,ViewData.Source Combination Code,BusinessDate
0,,212_2491426012_Goldman Sachs,1859876601,OB,UCB,Close,Close,,Goldman Sachs,1859876601,1859876601,2491456001,-1932371527,2021-07-29
1,,214_2491426012_Goldman Sachs,1859876905,OB,UCB,Close,Close,,Goldman Sachs,1859876905,1859876905,2491456001,-1932371527,2021-07-29
2,,218_2491426012_Goldman Sachs,1859876920,OB,UCB,Close,Close,,Goldman Sachs,1859876920,1859876920,2491456001,-1932371527,2021-07-29
3,,216_2491426012_Goldman Sachs,1859876600,OB,UCB,Close,Close,,Goldman Sachs,1859876600,1859876600,2491456001,-1932371527,2021-07-29
4,,207_2491426012_Goldman Sachs,1859876604,OB,UCB,Close,Close,,Goldman Sachs,1859876604,1859876604,2491456001,-1932371527,2021-07-29
5,,209_2491426012_Goldman Sachs,1859876904,OB,UCB,Close,Close,,Goldman Sachs,1859876904,1859876904,2491456001,-1932371527,2021-07-29
6,,216_2491430290_Goldman Sachs,1860076396,OB,UCB,Close,Close,,Goldman Sachs,1860076396,1860076396,2491456001,-1932371527,2021-07-29
7,,214_2491430290_Goldman Sachs,1860076191,OB,UCB,Close,Close,,Goldman Sachs,1860076191,1860076191,2491456001,-1932371527,2021-07-29
8,,219_2491430290_Goldman Sachs,1860076196,OB,UCB,Close,Close,,Goldman Sachs,1860076196,1860076196,2491456001,-1932371527,2021-07-29
9,,221_2491430290_Goldman Sachs,1860076439,OB,UCB,Close,Close,,Goldman Sachs,1860076439,1860076439,2491456001,-1932371527,2021-07-29
10,,218_2491430290_Goldman Sachs,1860076194,OB,UCB,Close,Close,,Goldman Sachs,1860076194,1860076194,2491456001,-1932371527,2021-07-29
11,,220_2491430290_Goldman Sachs,1860076426,OB,UCB,Close,Close,,Goldman Sachs,1860076426,1860076426,2491456001,-1932371527,2021-07-29
12,,215_2491430290_Goldman Sachs,1860076190,OB,UCB,Close,Close,,Goldman Sachs,1860076190,1860076190,2491456001,-1932371527,2021-07-29
13,160_2491400070_Integrata,,1859770205,OB,UCB,Close,Close,,Goldman Sachs,1859770205,1859770205,2491456001,-1932371527,2021-07-29
14,,217_2491430290_Goldman Sachs,1860076409,OB,UCB,Close,Close,,Goldman Sachs,1860076409,1860076409,2491456001,-1932371527,2021-07-29
15,,210_2491426012_Goldman Sachs,1859876913,OB,UCB,Close,Close,,Goldman Sachs,1859876913,1859876913,2491456001,-1932371527,2021-07-29
16,160_2491400077_Integrata,,1859771708,OB,UCB,Close,Close,,Goldman Sachs,1859771708,1859771708,2491456001,-1932371527,2021-07-29
17,161_2491400077_Integrata,,1859771692,OB,UCB,Close,Close,,Goldman Sachs,1859771692,1859771692,2491456001,-1932371527,2021-07-29
18,,208_2491426012_Goldman Sachs,1859876603,OB,UCB,Close,Close,,Goldman Sachs,1859876603,1859876603,2491456001,-1932371527,2021-07-29
19,161_2491400070_Integrata,,1859770196,OB,UCB,Close,Close,,Goldman Sachs,1859770196,1859770196,2491456001,-1932371527,2021-07-29
20,158_2491400070_Integrata,,1859770188,OB,UCB,Close,Close,,Goldman Sachs,1859770188,1859770188,2491456001,-1932371527,2021-07-29
21,,213_2491426012_Goldman Sachs,1859876914,OB,UCB,Close,Close,,Goldman Sachs,1859876914,1859876914,2491456001,-1932371527,2021-07-29
22,158_2491400077_Integrata,,1859771699,OB,UCB,Close,Close,,Goldman Sachs,1859771699,1859771699,2491456001,-1932371527,2021-07-29
23,,211_2491426012_Goldman Sachs,1859876599,OB,UCB,Close,Close,,Goldman Sachs,1859876599,1859876599,2491456001,-1932371527,2021-07-29
24,159_2491400077_Integrata,,1859771617,OB,UCB,Close,Close,,Goldman Sachs,1859771617,1859771617,2491456001,-1932371527,2021-07-29
25,,94_2491430080_Goldman Sachs,1859922136,OB,UCB,Close,Close,,Goldman Sachs,1859922136,1859922136,2491456001,-1932371527,2021-07-29
26,159_2491400070_Integrata,,1859771616,OB,UCB,Close,Close,,Goldman Sachs,1859771616,1859771616,2491456001,-1932371527,2021-07-29
27,,95_2491430080_Goldman Sachs,1859922146,OB,UCB,Close,Close,,Goldman Sachs,1859922146,1859922146,2491456001,-1932371527,2021-07-29
28,,215_2491426012_Goldman Sachs,1859876602,OB,UCB,Close,Close,,Goldman Sachs,1859876602,1859876602,2491456001,-1932371527,2021-07-29
29,,217_2491426012_Goldman Sachs,1859876911,OB,UCB,Close,Close,,Goldman Sachs,1859876911,1859876911,2491456001,-1932371527,2021-07-29
30,109_2491430290_Integrata,,1860076448,OB,UCB,Close,Close,,Goldman Sachs,1860076448,1860076448,2491456001,-1932371527,2021-07-29
31,111_2491430290_Integrata,,1860076438,OB,UCB,Close,Close,,Goldman Sachs,1860076438,1860076438,2491456001,-1932371527,2021-07-29
32,38_2491430080_Integrata,,1859922175,OB,UCB,Close,Close,,Goldman Sachs,1859922175,1859922175,2491456001,-1932371527,2021-07-29
33,70_2491380301_Integrata,,1859622223,OB,UCB,Close,Close,,Goldman Sachs,1859622223,1859622223,2491456001,-1932371527,2021-07-29
34,70_2491380309_Integrata,,1859622599,OB,UCB,Close,Close,,Goldman Sachs,1859622599,1859622599,2491456001,-1932371527,2021-07-29
