,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
2798,,15_455914788_CACEIS,1356802615,OB,UCB,Close,Close,
3683,,14_455914788_CACEIS,1356802610,OB,UCB,Close,Close,
5287,,6_4551157661_CACEIS,1677770259,OB,UCB,Close,Close,
5294,,13_4551402499_CACEIS,2006719926,OB,UCB,Close,Close,
5299,,17_4551285256_CACEIS,1847792954,OB,UCB,Close,Close,
5735,,20_4551402499_CACEIS,2006719928,OB,UCB,Close,Close,
5752,,16_4551279353_CACEIS,1839901569,OB,UCB,Close,Close,
5755,,24_4551402499_CACEIS,2006719929,OB,UCB,Close,Close,
5765,,25_4551285256_CACEIS,1847792960,OB,UCB,Close,Close,
10146,,24_4551157661_CACEIS,1677770272,OB,UCB,Close,Close,
10167,,22_4551402499_CACEIS,2006719923,OB,UCB,Close,Close,
10168,,26_4551285256_CACEIS,1847792963,OB,UCB,Close,Close,
10569,,17_4551279353_CACEIS,1839901571,OB,UCB,Close,Close,
10572,,21_4551402499_CACEIS,2006719920,OB,UCB,Close,Close,
12249,,19_4551285256_CACEIS,1847792958,OB,UCB,Close,Close,
12257,,9_4551402499_CACEIS,2006719922,OB,UCB,Close,Close,
