,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
17,1_4551430048_Integrata,,1859897095,OB,UCB,Close,Close,
24,1_4551430044_Integrata,,1859896252,OB,UCB,Close,Close,
28,31_4551430295_Integrata,,1860078150,OB,UCB,Close,Close,
35,138_4551430295_Integrata,,1860078134,OB,UCB,Close,Close,
39,160_4551430295_Integrata,,1860078140,OB,UCB,Close,Close,
44,3_4551426010_Integrata,,1859876131,OB,UCB,Close,Close,
45,196_4551430295_Integrata,,1860077981,OB,UCB,Close,Close,
49,135_4551426010_Integrata,,1859876136,OB,UCB,Close,Close,
50,115_4551430295_Integrata,,1860077974,OB,UCB,Close,Close,
56,86_4551430295_Integrata,,1860078023,OB,UCB,Close,Close,
61,207_4551430295_Integrata,,1860078032,OB,UCB,Close,Close,
67,206_4551430295_Integrata,,1860078067,OB,UCB,Close,Close,
69,140_4551426010_Integrata,,1859876024,OB,UCB,Close,Close,
72,209_4551430295_Integrata,,1860078059,OB,UCB,Close,Close,
76,90_4551426010_Integrata,,1859876030,OB,UCB,Close,Close,
80,198_4551430295_Integrata,,1860078012,OB,UCB,Close,Close,
85,192_4551430295_Integrata,,1860078004,OB,UCB,Close,Close,
89,62_4551430295_Integrata,,1860078200,OB,UCB,Close,Close,
96,180_4551430295_Integrata,,1860078126,OB,UCB,Close,Close,
103,134_4551430295_Integrata,,1860078191,OB,UCB,Close,Close,
108,251_4551430295_Integrata,,1860078196,OB,UCB,Close,Close,
115,25_4551430295_Integrata,,1860078155,OB,UCB,Close,Close,
121,156_4551430295_Integrata,,1860078160,OB,UCB,Close,Close,
124,30_4551430295_Integrata,,1860078151,OB,UCB,Close,Close,
129,133_4551430295_Integrata,,1860078147,OB,UCB,Close,Close,
134,117_4551430295_Integrata,,1860077965,OB,UCB,Close,Close,
136,122_4551430295_Integrata,,1860077959,OB,UCB,Close,Close,
140,241_4551430295_Integrata,,1860078039,OB,UCB,Close,Close,
143,195_4551430295_Integrata,,1860078033,OB,UCB,Close,Close,
148,142_4551430295_Integrata,,1860078153,OB,UCB,Close,Close,
153,175_4551430295_Integrata,,1860078159,OB,UCB,Close,Close,
155,5_4551430295_Integrata,,1860078133,OB,UCB,Close,Close,
160,24_4551430295_Integrata,,1860078138,OB,UCB,Close,Close,
162,20_4551430295_Integrata,,1860078148,OB,UCB,Close,Close,
167,14_4551430295_Integrata,,1860078143,OB,UCB,Close,Close,
172,233_4551430295_Integrata,,1860077964,OB,UCB,Close,Close,
176,112_4551430295_Integrata,,1860077958,OB,UCB,Close,Close,
179,74_4551430295_Integrata,,1860077976,OB,UCB,Close,Close,
184,114_4551430295_Integrata,,1860077970,OB,UCB,Close,Close,
186,234_4551430295_Integrata,,1860077967,OB,UCB,Close,Close,
191,110_4551430295_Integrata,,1860077961,OB,UCB,Close,Close,
194,13_4551430295_Integrata,,1860078165,OB,UCB,Close,Close,
200,143_4551430295_Integrata,,1860078171,OB,UCB,Close,Close,
204,68_4551430295_Integrata,,1860078184,OB,UCB,Close,Close,
208,153_4551430295_Integrata,,1860078189,OB,UCB,Close,Close,
