,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
259,7_4551203153_Integrata,,1737813339,OB,UCB,Close,Close,
265,9_4551203153_Integrata,,1737813341,OB,UCB,Close,Close,
298,10_4551203153_Integrata,,1737813332,OB,UCB,Close,Close,
305,3_4551203153_Integrata,,1737813331,OB,UCB,Close,Close,
340,6_4551203153_Integrata,,1737813326,OB,UCB,Close,Close,
344,1_4551203153_Integrata,,1737813324,OB,UCB,Close,Close,
657,12_4551430299_Integrata,,1860079156,OB,UCB,Close,Close,
1885,8_4551450020_Integrata,,1860084490,OB,UCB,Close,Close,
1911,8_4551430299_Integrata,,1860079154,OB,UCB,Close,Close,
4746,11_4551450020_Integrata,,1860084495,OB,UCB,Close,Close,
4774,11_4551430299_Integrata,,1860079155,OB,UCB,Close,Close,
6094,12_4551450020_Integrata,,1860084498,OB,UCB,Close,Close,
