,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
25,54_4551426010_Integrata,,1859876151,OB,UCB,Close,Close,
29,114_4551426010_Integrata,,1859876163,OB,UCB,Close,Close,
31,124_4551430295_Integrata,,1860077973,OB,UCB,Close,Close,
32,131_4551426010_Integrata,,1859876164,OB,UCB,Close,Close,
34,70_4551426010_Integrata,,1859876177,OB,UCB,Close,Close,
37,63_4551426010_Integrata,,1859876174,OB,UCB,Close,Close,
43,108_4551430295_Integrata,,1860078076,OB,UCB,Close,Close,
44,67_4551426010_Integrata,,1859876132,OB,UCB,Close,Close,
47,111_4551426010_Integrata,,1859876139,OB,UCB,Close,Close,
51,190_4551430295_Integrata,,1860078084,OB,UCB,Close,Close,
53,80_4551426010_Integrata,,1859876138,OB,UCB,Close,Close,
58,109_4551426010_Integrata,,1859876143,OB,UCB,Close,Close,
59,187_4551430295_Integrata,,1860078000,OB,UCB,Close,Close,
63,49_4551426010_Integrata,,1859876027,OB,UCB,Close,Close,
66,72_4551430295_Integrata,,1860077987,OB,UCB,Close,Close,
68,105_4551426010_Integrata,,1859876033,OB,UCB,Close,Close,
73,151_4551426010_Integrata,,1859876066,OB,UCB,Close,Close,
75,62_4551430295_Integrata,,1860078200,OB,UCB,Close,Close,
77,153_4551426010_Integrata,,1859876059,OB,UCB,Close,Close,
78,17_4551450020_Integrata,,1860084484,OB,UCB,Close,Close,
79,180_4551430295_Integrata,,1860078126,OB,UCB,Close,Close,
80,17_4551450053_Integrata,,1860095141,OB,UCB,Close,Close,
87,251_4551430295_Integrata,,1860078196,OB,UCB,Close,Close,
92,134_4551430295_Integrata,,1860078191,OB,UCB,Close,Close,
98,1_4551430044_Integrata,,1859896252,OB,UCB,Close,Close,
99,209_4551430295_Integrata,,1860078059,OB,UCB,Close,Close,
102,1_4551430048_Integrata,,1859897095,OB,UCB,Close,Close,
104,206_4551430295_Integrata,,1860078067,OB,UCB,Close,Close,
113,192_4551430295_Integrata,,1860078004,OB,UCB,Close,Close,
119,198_4551430295_Integrata,,1860078012,OB,UCB,Close,Close,
133,25_4551430295_Integrata,,1860078155,OB,UCB,Close,Close,
136,6_4551450020_Integrata,,1860084487,OB,UCB,Close,Close,
138,6_4551450053_Integrata,,1860095137,OB,UCB,Close,Close,
139,156_4551430295_Integrata,,1860078160,OB,UCB,Close,Close,
143,133_4551430295_Integrata,,1860078147,OB,UCB,Close,Close,
150,30_4551430295_Integrata,,1860078151,OB,UCB,Close,Close,
156,241_4551430295_Integrata,,1860078039,OB,UCB,Close,Close,
163,195_4551430295_Integrata,,1860078033,OB,UCB,Close,Close,
168,117_4551430295_Integrata,,1860077965,OB,UCB,Close,Close,
173,122_4551430295_Integrata,,1860077959,OB,UCB,Close,Close,
175,5_4551450053_Integrata,,1860095135,OB,UCB,Close,Close,
179,5_4551450020_Integrata,,1860084486,OB,UCB,Close,Close,
