,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
113,1_4551203153_Integrata,,1737813324,OB,UCB,Close,Close,
116,6_4551203153_Integrata,,1737813326,OB,UCB,Close,Close,
165,2_4551430048_Integrata,,1859897094,OB,UCB,Close,Close,
180,2_4551430044_Integrata,,1859896251,OB,UCB,Close,Close,
295,10_4551203153_Integrata,,1737813332,OB,UCB,Close,Close,
297,3_4551203153_Integrata,,1737813331,OB,UCB,Close,Close,
376,9_4551450020_Integrata,,1860084492,OB,UCB,Close,Close,
386,9_4551450053_Integrata,,1860095131,OB,UCB,Close,Close,
583,7_4551203153_Integrata,,1737813339,OB,UCB,Close,Close,
585,9_4551203153_Integrata,,1737813341,OB,UCB,Close,Close,
1678,,16_4551430044_CACEIS,1859896253,OB,UCB,Close,Close,
1682,,16_4551430048_CACEIS,1859897096,OB,UCB,Close,Close,
