,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen
0,"[None, '17_2491470173_Integrata', None]","['34_2491470105_Barclays', None, '33_2491470173_Barclays']","[1860359346, 1860385017, 1860385106]","['OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays
1,"['19_2491470173_Integrata', None, None]","[None, '38_2491470105_Barclays', '37_2491470173_Barclays']","[1860385025, 1860359380, 1860385097]","['OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays
2,"[None, None, '14_2491470173_Integrata']","['24_2491470105_Barclays', '23_2491470173_Barclays', None]","[1860359362, 1860385066, 1860385091]","['OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays
3,"[None, None, '12_2491470173_Integrata']","['25_2491470173_Barclays', '26_2491470105_Barclays', None]","[1860385077, 1860359375, 1860385084]","['OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays
4,"[None, None, '15_2491470173_Integrata']","['30_2491470105_Barclays', '29_2491470173_Barclays', None]","[1860359403, 1860385028, 1860385087]","['OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays
5,"[None, '16_2491470173_Integrata', None]","['32_2491470105_Barclays', None, '31_2491470173_Barclays']","[1860359414, 1860385093, 1860385098]","['OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays
6,"[None, None, '18_2491470173_Integrata']","['36_2491470105_Barclays', '35_2491470173_Barclays', None]","[1860359371, 1860385086, 1860385095]","['OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays
7,"[None, None, '13_2491470173_Integrata']","['22_2491470105_Barclays', '21_2491470173_Barclays', None]","[1860359349, 1860385048, 1860385082]","['OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays
8,"[None, None, '10_2491470173_Integrata']","['20_2491470105_Barclays', '19_2491470173_Barclays', None]","[1860359330, 1860385032, 1860385070]","['OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays
9,"[None, '7_2491470173_Integrata', None]","['16_2491470105_Barclays', None, '15_2491470173_Barclays']","[1860359395, 1860385079, 1860385085]","['OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays
10,"[None, '11_2491470173_Integrata', None]","['28_2491470105_Barclays', None, '27_2491470173_Barclays']","[1860359398, 1860385075, 1860385102]","['OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays
11,"[None, '9_2491470173_Integrata', None]","['14_2491470105_Barclays', None, '13_2491470173_Barclays']","[1860359388, 1860385064, 1860385081]","['OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays
12,"[None, '8_2491470173_Integrata', None]","['18_2491470105_Barclays', None, '17_2491470173_Barclays']","[1860359318, 1860385057, 1860385092]","['OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays
13,"[None, None, '6_2491470173_Integrata']","['7_2491470173_Barclays', '8_2491470105_Barclays', None]","[1860385043, 1860359361, 1860385049]","['OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays
14,"[None, '4_2491470173_Integrata', None]","['12_2491470105_Barclays', None, '11_2491470173_Barclays']","[1860359383, 1860385034, 1860385074]","['OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays
15,"[None, '2_2491470173_Integrata', None]","['4_2491470105_Barclays', None, '3_2491470173_Barclays']","[1860359319, 1860385018, 1860385027]","['OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays
16,"[None, '3_2491470173_Integrata', None]","['6_2491470105_Barclays', None, '5_2491470173_Barclays']","[1860359347, 1860385026, 1860385030]","['OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays
17,"[None, '1_2491470173_Integrata', None]","['2_2491470105_Barclays', None, '1_2491470173_Barclays']","[1860359331, 1860385015, 1860385016]","['OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays
18,"[None, '5_2491470173_Integrata', None]","['10_2491470105_Barclays', None, '9_2491470173_Barclays']","[1860359374, 1860385040, 1860385059]","['OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays
19,"['32_2491470173_Integrata', None, None]","[None, '64_2491470105_Barclays', '63_2491470173_Barclays']","[1860385013, 1860359418, 1860385044]","['OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays
20,"['33_2491470173_Integrata', None, None]","[None, '66_2491470105_Barclays', '65_2491470173_Barclays']","[1860385014, 1860359353, 1860385061]","['OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays
21,"['31_2491470173_Integrata', None, None]","[None, '62_2491470105_Barclays', '61_2491470173_Barclays']","[1860385012, 1860359338, 1860385112]","['OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays
22,"['27_2491470173_Integrata', None, None]","[None, '54_2491470105_Barclays', '53_2491470173_Barclays']","[1860385008, 1860359385, 1860385072]","['OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays
23,"['25_2491470173_Integrata', None, None]","[None, '50_2491470105_Barclays', '49_2491470173_Barclays']","[1860385007, 1860359342, 1860385035]","['OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays
24,"['30_2491470173_Integrata', None, None]","[None, '59_2491470173_Barclays', '60_2491470105_Barclays']","[1860385011, 1860385031, 1860359377]","['OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays
25,"[None, '26_2491470173_Integrata', None]","['52_2491470105_Barclays', None, '51_2491470173_Barclays']","[1860359352, 1860385033, 1860385062]","['OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays
26,"['24_2491470173_Integrata', None, None]","[None, '45_2491470173_Barclays', '46_2491470105_Barclays']","[1860385006, 1860385101, 1860359404]","['OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays
27,"['21_2491470173_Integrata', None, None]","[None, '42_2491470105_Barclays', '41_2491470173_Barclays']","[1860384997, 1860359412, 1860385045]","['OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays
28,"['22_2491470173_Integrata', None, None]","[None, '44_2491470105_Barclays', '43_2491470173_Barclays']","[1860385002, 1860359387, 1860385094]","['OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays
29,"[None, '20_2491470173_Integrata', None]","['40_2491470105_Barclays', None, '39_2491470173_Barclays']","[1860359394, 1860385042, 1860385105]","['OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays
30,"['23_2491470173_Integrata', None, None]","[None, '48_2491470105_Barclays', '47_2491470173_Barclays']","[1860385005, 1860359324, 1860385107]","['OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays
