,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,first_non_null_breakid_in_breakid_columns,ViewData.BreakID,ViewData.Task ID,ViewData.Source Combination Code,BusinessDate
32,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,,1367056769,1367056769,4551426010,-590882299,2021-07-08
33,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,,1367056765,1367056765,4551426010,-590882299,2021-07-08
34,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,,1367056764,1367056764,4551426010,-590882299,2021-07-08
35,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,,1890812360,1890812360,4551426010,-590882299,2021-07-08
36,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,,1824870500,1824870500,4551426010,-590882299,2021-07-08
37,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,,1002374597,1002374597,4551426010,-590882299,2021-07-08
38,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,,1002374606,1002374606,4551426010,-590882299,2021-07-08
39,114_4551426010_Integrata,,1859876163,OB,UCB,Close,Close,,1859876163,1859876163,4551426010,-590882299,2021-07-08
40,131_4551426010_Integrata,,1859876164,OB,UCB,Close,Close,,1859876164,1859876164,4551426010,-590882299,2021-07-08
41,57_4551426010_Integrata,,1859876168,OB,UCB,Close,Close,,1859876168,1859876168,4551426010,-590882299,2021-07-08
42,60_4551426010_Integrata,,1859876172,OB,UCB,Close,Close,,1859876172,1859876172,4551426010,-590882299,2021-07-08
43,63_4551426010_Integrata,,1859876174,OB,UCB,Close,Close,,1859876174,1859876174,4551426010,-590882299,2021-07-08
44,70_4551426010_Integrata,,1859876177,OB,UCB,Close,Close,,1859876177,1859876177,4551426010,-590882299,2021-07-08
45,25_4551426010_Integrata,,1859876190,OB,UCB,Close,Close,,1859876190,1859876190,4551426010,-590882299,2021-07-08
46,"18_4551232906_Integrata,17_4551232906_Integrata",306_4551232906_CACEIS,"1780156369,1780156365,1780156374","['OB', 'OB', 'OB']",UMR,UMR,match,match,1780156369,1780156369,4551426010,-590882299,2021-07-08
47,7_4551122535_Integrata,"94_4551117124_CACEIS,93_4551117124_CACEIS","1631194828,1623224429,1623224424","['OB', 'OB', 'OB']",UMR,UMR,match,match,1631194828,1631194828,4551426010,-590882299,2021-07-08
48,"3_4551394628_Integrata,5_4551394628_Integrata,7_4551394628_Integrata,4_4551394628_Integrata,6_4551394628_Integrata",2_4551398589_CACEIS,"1997244524,1997244526,1997244529,1997244527,1997244525,2002008738","['OB', 'OB', 'OB', 'OB', 'OB', 'OB']",UMR,UMR,match,match,1997244524,1997244524,4551426010,-590882299,2021-07-08
49,"46_4551201062_Integrata,47_4551201062_Integrata",34_4551201062_CACEIS,"1734565910,1734565912,1734565919","['OB', 'OB', 'OB']",UMR,UMR,match,match,1734565910,1734565910,4551426010,-590882299,2021-07-08
50,"20_4551248485_Integrata,19_4551248485_Integrata",33_4551248485_CACEIS,"1800039344,1800039341,1800039361","['OB', 'OB', 'OB']",UMR,UMR,match,match,1800039344,1800039344,4551426010,-590882299,2021-07-08
51,6_4551203153_Integrata,,1737813326,OB,UCB,Close,Close,,1737813326,1737813326,4551426010,-590882299,2021-07-08
52,1_4551203153_Integrata,,1737813324,OB,UCB,Close,Close,,1737813324,1737813324,4551426010,-590882299,2021-07-08
53,10_4551203153_Integrata,,1737813332,OB,UCB,Close,Close,,1737813332,1737813332,4551426010,-590882299,2021-07-08
54,3_4551203153_Integrata,,1737813331,OB,UCB,Close,Close,,1737813331,1737813331,4551426010,-590882299,2021-07-08
55,9_4551203153_Integrata,,1737813341,OB,UCB,Close,Close,,1737813341,1737813341,4551426010,-590882299,2021-07-08
56,7_4551203153_Integrata,,1737813339,OB,UCB,Close,Close,,1737813339,1737813339,4551426010,-590882299,2021-07-08
57,,17_4551285256_CACEIS,1847792954,OB,UCB,Close,Close,,1847792954,1847792954,4551426010,-590882299,2021-07-08
58,,13_4551402499_CACEIS,2006719926,OB,UCB,Close,Close,,2006719926,2006719926,4551426010,-590882299,2021-07-08
59,,6_4551157661_CACEIS,1677770259,OB,UCB,Close,Close,,1677770259,1677770259,4551426010,-590882299,2021-07-08
60,,19_4551285256_CACEIS,1847792958,OB,UCB,Close,Close,,1847792958,1847792958,4551426010,-590882299,2021-07-08
61,,9_4551402499_CACEIS,2006719922,OB,UCB,Close,Close,,2006719922,2006719922,4551426010,-590882299,2021-07-08
62,,25_4551285256_CACEIS,1847792960,OB,UCB,Close,Close,,1847792960,1847792960,4551426010,-590882299,2021-07-08
63,,24_4551402499_CACEIS,2006719929,OB,UCB,Close,Close,,2006719929,2006719929,4551426010,-590882299,2021-07-08
64,,20_4551402499_CACEIS,2006719928,OB,UCB,Close,Close,,2006719928,2006719928,4551426010,-590882299,2021-07-08
65,,16_4551279353_CACEIS,1839901569,OB,UCB,Close,Close,,1839901569,1839901569,4551426010,-590882299,2021-07-08
66,,21_4551402499_CACEIS,2006719920,OB,UCB,Close,Close,,2006719920,2006719920,4551426010,-590882299,2021-07-08
67,,17_4551279353_CACEIS,1839901571,OB,UCB,Close,Close,,1839901571,1839901571,4551426010,-590882299,2021-07-08
68,,15_455914788_CACEIS,1356802615,OB,UCB,Close,Close,,1356802615,1356802615,4551426010,-590882299,2021-07-08
69,,22_4551402499_CACEIS,2006719923,OB,UCB,Close,Close,,2006719923,2006719923,4551426010,-590882299,2021-07-08
70,,26_4551285256_CACEIS,1847792963,OB,UCB,Close,Close,,1847792963,1847792963,4551426010,-590882299,2021-07-08
71,,24_4551157661_CACEIS,1677770272,OB,UCB,Close,Close,,1677770272,1677770272,4551426010,-590882299,2021-07-08
72,,14_455914788_CACEIS,1356802610,OB,UCB,Close,Close,,1356802610,1356802610,4551426010,-590882299,2021-07-08
73,107_4551426010_Integrata,,1859876026,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.,1859876026,1859876026,4551426010,-590882299,2021-07-08
74,110_4551426010_Integrata,,1859876034,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.,1859876034,1859876034,4551426010,-590882299,2021-07-08
75,133_4551426010_Integrata,,1859876038,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.,1859876038,1859876038,4551426010,-590882299,2021-07-08
76,94_4551426010_Integrata,,1859876047,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.,1859876047,1859876047,4551426010,-590882299,2021-07-08
77,113_4551426010_Integrata,,1859876058,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.,1859876058,1859876058,4551426010,-590882299,2021-07-08
78,104_4551426010_Integrata,,1859876067,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.,1859876067,1859876067,4551426010,-590882299,2021-07-08
79,149_4551426010_Integrata,,1859876063,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-28.Caceis yet to book.,1859876063,1859876063,4551426010,-590882299,2021-07-08
80,154_4551426010_Integrata,,1859876070,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-28.Caceis yet to book.,1859876070,1859876070,4551426010,-590882299,2021-07-08
81,36_4551426010_Integrata,,1859876071,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.,1859876071,1859876071,4551426010,-590882299,2021-07-08
82,34_4551426010_Integrata,,1859876078,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.,1859876078,1859876078,4551426010,-590882299,2021-07-08
83,38_4551426010_Integrata,,1859876076,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.,1859876076,1859876076,4551426010,-590882299,2021-07-08
84,100_4551426010_Integrata,,1859876084,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.,1859876084,1859876084,4551426010,-590882299,2021-07-08
85,47_4551426010_Integrata,,1859876087,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.,1859876087,1859876087,4551426010,-590882299,2021-07-08
86,97_4551426010_Integrata,,1859876094,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.,1859876094,1859876094,4551426010,-590882299,2021-07-08
87,99_4551426010_Integrata,,1859876088,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-28.Caceis yet to book.,1859876088,1859876088,4551426010,-590882299,2021-07-08
88,46_4551426010_Integrata,,1859876095,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-28.Caceis yet to book.,1859876095,1859876095,4551426010,-590882299,2021-07-08
89,91_4551426010_Integrata,,1859876092,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.,1859876092,1859876092,4551426010,-590882299,2021-07-08
90,39_4551426010_Integrata,,1859876098,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.,1859876098,1859876098,4551426010,-590882299,2021-07-08
91,122_4551426010_Integrata,,1859876093,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-28.Caceis yet to book.,1859876093,1859876093,4551426010,-590882299,2021-07-08
92,103_4551426010_Integrata,,1859876099,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-28.Caceis yet to book.,1859876099,1859876099,4551426010,-590882299,2021-07-08
93,155_4551426010_Integrata,,1859876096,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-28.Caceis yet to book.,1859876096,1859876096,4551426010,-590882299,2021-07-08
94,123_4551426010_Integrata,,1859876103,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-28.Caceis yet to book.,1859876103,1859876103,4551426010,-590882299,2021-07-08
95,95_4551426010_Integrata,,1859876101,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-28.Caceis yet to book.,1859876101,1859876101,4551426010,-590882299,2021-07-08
96,42_4551426010_Integrata,,1859876107,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-28.Caceis yet to book.,1859876107,1859876107,4551426010,-590882299,2021-07-08
97,93_4551426010_Integrata,,1859876100,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.,1859876100,1859876100,4551426010,-590882299,2021-07-08
98,35_4551426010_Integrata,,1859876109,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.,1859876109,1859876109,4551426010,-590882299,2021-07-08
99,96_4551426010_Integrata,,1859876106,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.,1859876106,1859876106,4551426010,-590882299,2021-07-08
100,102_4551426010_Integrata,,1859876112,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.,1859876112,1859876112,4551426010,-590882299,2021-07-08
101,45_4551426010_Integrata,,1859876118,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-28.Caceis yet to book.,1859876118,1859876118,4551426010,-590882299,2021-07-08
102,98_4551426010_Integrata,,1859876119,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-28.Caceis yet to book.,1859876119,1859876119,4551426010,-590882299,2021-07-08
103,157_4551426010_Integrata,,1859876121,CNF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-07-09.Caceis yet to book.,1859876121,1859876121,4551426010,-590882299,2021-07-08
104,148_4551426010_Integrata,,1859876120,CNF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-07-09.Caceis yet to book.,1859876120,1859876120,4551426010,-590882299,2021-07-08
105,128_4551426010_Integrata,,1859876122,CNF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-07-09.Caceis yet to book.,1859876122,1859876122,4551426010,-590882299,2021-07-08
106,156_4551426010_Integrata,,1859876123,CNF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-07-09.Caceis yet to book.,1859876123,1859876123,4551426010,-590882299,2021-07-08
107,127_4551426010_Integrata,,1859876124,CNF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-07-09.Caceis yet to book.,1859876124,1859876124,4551426010,-590882299,2021-07-08
108,158_4551426010_Integrata,,1859876125,CNF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-07-09.Caceis yet to book.,1859876125,1859876125,4551426010,-590882299,2021-07-08
109,38_4551295830_Integrata,,1861884226,OB,OB,No-pair,proceeds sell,Integrata booked the Net Sub/Red for SD 2021-04-01.Caceis yet to book.,1861884226,1861884226,4551426010,-590882299,2021-07-08
110,3_455585083_Integrata,,874262406,OB,OB,No-pair,wire transfer,Integrata booked the Net Sub/Red for SD 2019-10-10.Caceis yet to book.,874262406,874262406,4551426010,-590882299,2021-07-08
111,11_4551246640_Integrata,,1797846188,OB,OB,No-pair,redemption,Integrata booked the redemption for SD 2021-02-25.Caceis yet to book.,1797846188,1797846188,4551426010,-590882299,2021-07-08
112,14_455833544_Integrata,,1249040838,OB,OB,No-pair,redemption,Integrata booked the redemption for SD 2020-04-23.Caceis yet to book.,1249040838,1249040838,4551426010,-590882299,2021-07-08
113,5_455630517_Integrata,,953479655,OB,OB,No-pair,wire transfer,Integrata booked the subscription for SD 2019-11-14.Caceis yet to book.,953479655,953479655,4551426010,-590882299,2021-07-08
114,3_455952085_Integrata,,1407030021,OB,OB,No-pair,redemption,Integrata booked the redemption for SD 2020-07-23.Caceis yet to book.,1407030021,1407030021,4551426010,-590882299,2021-07-08
115,5_4551105378_Integrata,,1608089152,OB,OB,No-pair,wire transfer,Integrata booked the Net Sub/Red for SD 2020-11-12.Caceis yet to book.,1608089152,1608089152,4551426010,-590882299,2021-07-08
116,6_4551057246_Integrata,,1544059582,OB,OB,No-pair,proceeds sell,Integrata booked the Net Sub/Red for SD 2020-10-08.Caceis yet to book.,1544059582,1544059582,4551426010,-590882299,2021-07-08
117,1_4551281272_Integrata,,1842371416,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-03-22.Caceis yet to book.,1842371416,1842371416,4551426010,-590882299,2021-07-08
118,20_373605_Integrata,,541454320,OB,OB,No-pair,wire transfer,Integrata booked the Net Sub/Red for SD 2019-04-18.Caceis yet to book.,541454320,541454320,4551426010,-590882299,2021-07-08
119,86_455471613_Integrata,,683450230,OB,OB,No-pair,wire transfer,Integrata booked the Net Sub/Red for SD 2019-07-11.Caceis yet to book.,683450230,683450230,4551426010,-590882299,2021-07-08
120,2_4551305829_Integrata,,1874140993,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-04-08.Caceis yet to book.,1874140993,1874140993,4551426010,-590882299,2021-07-08
121,4_4551105378_Integrata,,1608089151,OB,OB,No-pair,wire transfer,Integrata booked the subscription for SD 2020-11-12.Caceis yet to book.,1608089151,1608089151,4551426010,-590882299,2021-07-08
122,5_455566682_Integrata,,843526710,OB,OB,No-pair,wire transfer,Integrata booked the Net Sub/Red for SD 2019-09-26.Caceis yet to book.,843526710,843526710,4551426010,-590882299,2021-07-08
123,23_4551180537_Integrata,,1707592392,OB,OB,No-pair,wire transfer,Integrata booked the subscription for SD 2021-01-07.Caceis yet to book.,1707592392,1707592392,4551426010,-590882299,2021-07-08
124,3_4551324555_Integrata,,1898109354,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-04-21.Caceis yet to book.,1898109354,1898109354,4551426010,-590882299,2021-07-08
125,3_4551105378_Integrata,,1608089150,OB,OB,No-pair,wire transfer,Integrata booked the subscription for SD 2020-11-12.Caceis yet to book.,1608089150,1608089150,4551426010,-590882299,2021-07-08
126,3_4551147939_Integrata,,1664874600,OB,OB,No-pair,wire transfer,Integrata booked the wire transfer for SD 2020-12-01.Caceis yet to book.,1664874600,1664874600,4551426010,-590882299,2021-07-08
127,3_4551081703_Integrata,,1576857665,OB,OB,No-pair,wire transfer,Integrata booked the wire transfer for SD 2020-08-01.Caceis yet to book.,1576857665,1576857665,4551426010,-590882299,2021-07-08
128,10_455639505_Integrata,,967749752,OB,OB,No-pair,wire transfer,Integrata booked the subscription for SD 2019-11-21.Caceis yet to book.,967749752,967749752,4551426010,-590882299,2021-07-08
129,5_4551360527_Integrata,,1950420218,OB,OB,No-pair,proceeds sell,Integrata booked the Net Sub/Red for SD 2021-05-20.Caceis yet to book.,1950420218,1950420218,4551426010,-590882299,2021-07-08
130,1_455952085_Integrata,,1407030020,OB,OB,No-pair,redemption,Integrata booked the redemption for SD 2020-07-23.Caceis yet to book.,1407030020,1407030020,4551426010,-590882299,2021-07-08
131,6_4551287241_Integrata,,1850449267,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-03-25.Caceis yet to book.,1850449267,1850449267,4551426010,-590882299,2021-07-08
132,1_455779682_Integrata,,1179968815,OB,OB,No-pair,redemption,Integrata booked the redemption for SD 2020-03-12.Caceis yet to book.,1179968815,1179968815,4551426010,-590882299,2021-07-08
133,2_4551309694_Integrata,,1879044557,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-04-12.Caceis yet to book.,1879044557,1879044557,4551426010,-590882299,2021-07-08
134,5_4551240968_Integrata,,1790775308,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-02-19.Caceis yet to book.,1790775308,1790775308,4551426010,-590882299,2021-07-08
135,4_4551037369_Integrata,,1518452130,OB,OB,No-pair,redemption,Integrata booked the redemption for SD 2020-09-24.Caceis yet to book.,1518452130,1518452130,4551426010,-590882299,2021-07-08
136,54_4551085502_Integrata,,1581818064,OB,OB,No-pair,wire transfer,Integrata booked the wire transfer for SD 2020-10-27.Caceis yet to book.,1581818064,1581818064,4551426010,-590882299,2021-07-08
137,1_455797794_Integrata,,1203323424,OB,OB,No-pair,redemption,Integrata booked the redemption for SD 2020-03-26.Caceis yet to book.,1203323424,1203323424,4551426010,-590882299,2021-07-08
138,1_4551009589_Integrata,,1480921559,OB,OB,No-pair,wire transfer,Integrata booked the subscription for SD 2020-09-03.Caceis yet to book.,1480921559,1480921559,4551426010,-590882299,2021-07-08
139,1_4551370002_Integrata,,1964483312,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-26.Caceis yet to book.,1964483312,1964483312,4551426010,-590882299,2021-07-08
140,1_4551341492_Integrata,,1922960755,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-05.Caceis yet to book.,1922960755,1922960755,4551426010,-590882299,2021-07-08
141,5_4551349054_Integrata,,1933657812,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-11.Caceis yet to book.,1933657812,1933657812,4551426010,-590882299,2021-07-08
142,250_455612247_Integrata,,921619662,OB,OB,No-pair,wire transfer,Integrata booked the subscription for SD 2019-10-31.Caceis yet to book.,921619662,921619662,4551426010,-590882299,2021-07-08
143,20_455851677_Integrata,,1272856268,OB,OB,No-pair,wire transfer,Integrata booked the Net Sub/Red for SD 2020-05-07.Caceis yet to book.,1272856268,1272856268,4551426010,-590882299,2021-07-08
144,11_4551085502_Integrata,,1581818053,OB,OB,No-pair,wire transfer,Integrata booked the wire transfer for SD 2020-10-27.Caceis yet to book.,1581818053,1581818053,4551426010,-590882299,2021-07-08
145,11_455812360_Integrata,,1222709476,OB,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2020-04-07.Caceis yet to book.,1222709476,1222709476,4551426010,-590882299,2021-07-08
146,5_455824379_Integrata,,1237534477,OB,OB,No-pair,redemption,Integrata booked the redemption for SD 2020-04-16.Caceis yet to book.,1237534477,1237534477,4551426010,-590882299,2021-07-08
147,71_4551085502_Integrata,,1581818109,OB,OB,No-pair,wire transfer,Integrata booked the wire transfer for SD 2020-10-27.Caceis yet to book.,1581818109,1581818109,4551426010,-590882299,2021-07-08
148,1_455596069_Integrata,,892580195,OB,OB,No-pair,wire transfer,Integrata booked the Net Sub/Red for SD 2019-10-17.Caceis yet to book.,892580195,892580195,4551426010,-590882299,2021-07-08
149,4_455788772_Integrata,,1191824873,OB,OB,No-pair,redemption,Integrata booked the redemption for SD 2020-03-19.Caceis yet to book.,1191824873,1191824873,4551426010,-590882299,2021-07-08
150,1_4551136088_Integrata,,1649475109,OB,OB,No-pair,wire transfer,Integrata booked the Net Sub/Red for SD 2020-12-03.Caceis yet to book.,1649475109,1649475109,4551426010,-590882299,2021-07-08
151,13_455980848_Integrata,,1444104459,OB,OB,No-pair,redemption,Integrata booked the redemption for SD 2020-08-13.Caceis yet to book.,1444104459,1444104459,4551426010,-590882299,2021-07-08
152,60_4551085502_Integrata,,1581818051,OB,OB,No-pair,wire transfer,Integrata booked the wire transfer for SD 2020-10-27.Caceis yet to book.,1581818051,1581818051,4551426010,-590882299,2021-07-08
153,13_455812360_Integrata,,1222709481,OB,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2020-04-07.Caceis yet to book.,1222709481,1222709481,4551426010,-590882299,2021-07-08
154,4_4551290904_Integrata,,1855014221,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-03-29.Caceis yet to book.,1855014221,1855014221,4551426010,-590882299,2021-07-08
155,1_455878037_Integrata,,1307184506,OB,OB,No-pair,wire transfer,Integrata booked the subscription for SD 2020-05-28.Caceis yet to book.,1307184506,1307184506,4551426010,-590882299,2021-07-08
156,4_4551235027_Integrata,,1782782875,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-02-16.Caceis yet to book.,1782782875,1782782875,4551426010,-590882299,2021-07-08
157,1_4551347247_Integrata,,1931198815,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-10.Caceis yet to book.,1931198815,1931198815,4551426010,-590882299,2021-07-08
158,1_455734639_Integrata,,1118103063,OB,OB,No-pair,redemption,Integrata booked the redemption for SD 2020-02-06.Caceis yet to book.,1118103063,1118103063,4551426010,-590882299,2021-07-08
159,16_4551295830_Integrata,,1861884230,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-03-31.Caceis yet to book.,1861884230,1861884230,4551426010,-590882299,2021-07-08
160,2_4551392792_Integrata,,1994925021,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-06-11.Caceis yet to book.,1994925021,1994925021,4551426010,-590882299,2021-07-08
161,12_455812360_Integrata,,1222709479,OB,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2020-04-07.Caceis yet to book.,1222709479,1222709479,4551426010,-590882299,2021-07-08
162,3_4551075891_Integrata,,1569073532,OB,OB,No-pair,redemption,Integrata booked the redemption for SD 2020-10-22.Caceis yet to book.,1569073532,1569073532,4551426010,-590882299,2021-07-08
163,4_455961594_Integrata,,1419470968,OB,OB,No-pair,redemption,Integrata booked the redemption for SD 2020-07-30.Caceis yet to book.,1419470968,1419470968,4551426010,-590882299,2021-07-08
164,1_4551339728_Integrata,,1920020592,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-04.Caceis yet to book.,1920020592,1920020592,4551426010,-590882299,2021-07-08
