,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
0,140_4551426010_Integrata,,1859876024,CMF,UCB,Close,Close,
1,90_4551426010_Integrata,,1859876030,CMF,UCB,Close,Close,
2,126_4551426010_Integrata,,1859876025,CMF,UCB,Close,Close,
3,115_4551426010_Integrata,,1859876031,CMF,UCB,Close,Close,
4,50_4551426010_Integrata,,1859876029,CMF,UCB,Close,Close,
5,51_4551426010_Integrata,,1859876032,CMF,UCB,Close,Close,
6,49_4551426010_Integrata,,1859876027,CMF,UCB,Close,Close,
7,105_4551426010_Integrata,,1859876033,CMF,UCB,Close,Close,
10,136_4551426010_Integrata,,1859876028,CMF,UCB,Close,Close,
11,139_4551426010_Integrata,,1859876035,CMF,UCB,Close,Close,
14,86_4551426010_Integrata,,1859876056,CMF,UCB,Close,Close,
15,89_4551426010_Integrata,,1859876064,CMF,UCB,Close,Close,
16,153_4551426010_Integrata,,1859876059,CMF,UCB,Close,Close,
17,151_4551426010_Integrata,,1859876066,CMF,UCB,Close,Close,
22,121_4551426010_Integrata,,1859876065,CMF,UCB,Close,Close,
23,147_4551426010_Integrata,,1859876072,CMF,UCB,Close,Close,
26,31_4551426010_Integrata,,1859876073,CMF,UCB,Close,Close,
27,20_4551426010_Integrata,,1859876079,CMF,UCB,Close,Close,
250,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,
258,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,
726,3_4551426010_Integrata,,1859876131,OB,UCB,Close,Close,
727,67_4551426010_Integrata,,1859876132,OB,UCB,Close,Close,
728,28_4551426010_Integrata,,1859876133,OB,UCB,Close,Close,
731,135_4551426010_Integrata,,1859876136,OB,UCB,Close,Close,
733,80_4551426010_Integrata,,1859876138,OB,UCB,Close,Close,
734,111_4551426010_Integrata,,1859876139,OB,UCB,Close,Close,
739,109_4551426010_Integrata,,1859876143,OB,UCB,Close,Close,
753,4_4551426010_Integrata,,1859876150,OB,UCB,Close,Close,
754,54_4551426010_Integrata,,1859876151,OB,UCB,Close,Close,
1607,141_4551426010_Integrata,,1859876154,OB,UCB,Close,Close,
1626,117_4551426010_Integrata,,1859876156,OB,UCB,Close,Close,
1690,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,
1694,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,
1699,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,
1700,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,
2957,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,
2964,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,
14161,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,
14166,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,
15931,114_4551426010_Integrata,,1859876163,OB,UCB,Close,Close,
15932,131_4551426010_Integrata,,1859876164,OB,UCB,Close,Close,
15936,57_4551426010_Integrata,,1859876168,OB,UCB,Close,Close,
15939,60_4551426010_Integrata,,1859876172,OB,UCB,Close,Close,
15942,63_4551426010_Integrata,,1859876174,OB,UCB,Close,Close,
15945,70_4551426010_Integrata,,1859876177,OB,UCB,Close,Close,
15959,25_4551426010_Integrata,,1859876190,OB,UCB,Close,Close,
