,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
48,156_4551412812_Integrata,,1859874098,CNF,UCB,Close,Close,
49,157_4551412812_Integrata,,1859874099,CNF,UCB,Close,Close,
50,148_4551412812_Integrata,,1859874097,CNF,UCB,Close,Close,
51,127_4551412812_Integrata,,1859874100,CNF,UCB,Close,Close,
52,158_4551412812_Integrata,,1859874101,CNF,UCB,Close,Close,
53,128_4551412812_Integrata,,1859874102,CNF,UCB,Close,Close,
202,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,
209,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,
563,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,
564,65_4551412810_Integrata,,1859873555,OB,UCB,Close,Close,
565,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,
566,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,
587,14_4551412812_Integrata,,1859874109,OB,UCB,Close,Close,
588,14_4551412810_Integrata,,1859873547,OB,UCB,Close,Close,
589,79_4551412812_Integrata,,1859874110,OB,UCB,Close,Close,
590,79_4551412810_Integrata,,1859873558,OB,UCB,Close,Close,
591,148_4551412810_Integrata,,1859873535,OB,UCB,Close,Close,
592,157_4551412810_Integrata,,1859873536,OB,UCB,Close,Close,
593,158_4551412810_Integrata,,1859873538,OB,UCB,Close,Close,
600,65_4551412812_Integrata,,1859874113,OB,UCB,Close,Close,
602,72_4551412812_Integrata,,1859874115,OB,UCB,Close,Close,
603,72_4551412810_Integrata,,1859873564,OB,UCB,Close,Close,
634,76_4551412812_Integrata,,1859874119,OB,UCB,Close,Close,
644,76_4551412810_Integrata,,1859873568,OB,UCB,Close,Close,
762,82_4551412812_Integrata,,1859874128,OB,UCB,Close,Close,
764,82_4551412810_Integrata,,1859873572,OB,UCB,Close,Close,
765,128_4551412810_Integrata,,1859873537,OB,UCB,Close,Close,
767,127_4551412810_Integrata,,1859873539,OB,UCB,Close,Close,
768,156_4551412810_Integrata,,1859873534,OB,UCB,Close,Close,
769,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,
789,59_4551412812_Integrata,,1859874135,OB,UCB,Close,Close,
790,59_4551412810_Integrata,,1859873600,OB,UCB,Close,Close,
868,124_4551412812_Integrata,,1859874146,OB,UCB,Close,Close,
869,124_4551412810_Integrata,,1859873602,OB,UCB,Close,Close,
10336,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,
10340,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,
13794,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,
13801,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,
