,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
1162,,17_4551279353_CACEIS,1839901571,OB,UCB,Close,Close,
1278,,21_4551402499_CACEIS,2006719920,OB,UCB,Close,Close,
2302,,24_4551402499_CACEIS,2006719929,OB,UCB,Close,Close,
3026,,25_4551285256_CACEIS,1847792960,OB,UCB,Close,Close,
3164,,16_4551279353_CACEIS,1839901569,OB,UCB,Close,Close,
3622,,20_4551402499_CACEIS,2006719928,OB,UCB,Close,Close,
5122,,24_4551157661_CACEIS,1677770272,OB,UCB,Close,Close,
6247,,22_4551402499_CACEIS,2006719923,OB,UCB,Close,Close,
6248,,26_4551285256_CACEIS,1847792963,OB,UCB,Close,Close,
6788,,17_4551285256_CACEIS,1847792954,OB,UCB,Close,Close,
6789,,13_4551402499_CACEIS,2006719926,OB,UCB,Close,Close,
7239,,6_4551157661_CACEIS,1677770259,OB,UCB,Close,Close,
8956,,19_4551285256_CACEIS,1847792958,OB,UCB,Close,Close,
9033,,15_455914788_CACEIS,1356802615,OB,UCB,Close,Close,
10020,,9_4551402499_CACEIS,2006719922,OB,UCB,Close,Close,
15970,,14_455914788_CACEIS,1356802610,OB,UCB,Close,Close,
