,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
114,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,
377,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,
1312,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,
1313,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,
2572,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,
3842,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,
12975,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,
14792,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,
15163,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,
16004,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,
