,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
519,6_4551203153_Integrata,,1737813326,OB,UCB,Close,Close,
529,1_4551203153_Integrata,,1737813324,OB,UCB,Close,Close,
854,7_4551203153_Integrata,,1737813339,OB,UCB,Close,Close,
874,9_4551203153_Integrata,,1737813341,OB,UCB,Close,Close,
2381,10_4551203153_Integrata,,1737813332,OB,UCB,Close,Close,
2496,3_4551203153_Integrata,,1737813331,OB,UCB,Close,Close,
2610,9_4551464617_Integrata,,2086488715,OB,UCB,Close,Close,
2734,6_4551464617_Integrata,,2086488714,OB,UCB,Close,Close,
3692,1_4551460499_Integrata,,2080567634,OB,UCB,Close,Close,
4046,10_4551460499_Integrata,,2080567633,OB,UCB,Close,Close,
5634,2_4551460499_Integrata,,2080567635,OB,UCB,Close,Close,
6559,3_4551460499_Integrata,,2080567637,OB,UCB,Close,Close,
