,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen,first_non_null_breakid_in_breakid_columns
0,,85_2491430289_Barclays,1860076144,OB,UCB,Close,Close,,Barclays,1860076144
1,,69_2491430086_Barclays,1859922771,OB,UCB,Close,Close,,Barclays,1859922771
2,,71_2491400031_Barclays,1859744747,OB,UCB,Close,Close,,Barclays,1859744747
3,,77_2491400031_Barclays,1859744725,OB,UCB,Close,Close,,Barclays,1859744725
4,,93_2491430314_Barclays,1860081061,OB,UCB,Close,Close,,Barclays,1860081061
5,,75_2491430086_Barclays,1859922758,OB,UCB,Close,Close,,Barclays,1859922758
6,,71_2491430067_Barclays,1859905426,OB,UCB,Close,Close,,Barclays,1859905426
7,,71_2491430053_Barclays,1859897330,OB,UCB,Close,Close,,Barclays,1859897330
8,,75_2491430067_Barclays,1859905406,OB,UCB,Close,Close,,Barclays,1859905406
9,,75_2491430053_Barclays,1859897344,OB,UCB,Close,Close,,Barclays,1859897344
10,,98_2491430289_Barclays,1860076101,OB,UCB,Close,Close,,Barclays,1860076101
11,,72_2491426018_Barclays,1859877603,OB,UCB,Close,Close,,Barclays,1859877603
12,,68_2491426018_Barclays,1859877556,OB,UCB,Close,Close,,Barclays,1859877556
13,,69_2491400083_Barclays,1859773003,OB,UCB,Close,Close,,Barclays,1859773003
14,,74_2491400083_Barclays,1859773012,OB,UCB,Close,Close,,Barclays,1859773012
15,,82_2491430289_Barclays,1860076086,OB,UCB,Close,Close,,Barclays,1860076086
16,,68_2491400083_Barclays,1859772994,OB,UCB,Close,Close,,Barclays,1859772994
17,,85_2491430086_Barclays,1859922781,OB,UCB,Close,Close,,Barclays,1859922781
18,,73_2491400083_Barclays,1859772987,OB,UCB,Close,Close,,Barclays,1859772987
19,,94_2491430314_Barclays,1860081085,OB,UCB,Close,Close,,Barclays,1860081085
20,,71_2491430086_Barclays,1859922819,OB,UCB,Close,Close,,Barclays,1859922819
