,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
357,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,
4157,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,
4677,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,
5640,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,
6000,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,
6165,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,
15128,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,
15168,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,
15172,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,
15208,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,
