,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
361,,17_4551279353_CACEIS,1839901571,OB,UCB,Close,Close,
1774,,21_4551402499_CACEIS,2006719920,OB,UCB,Close,Close,
10153,,14_455914788_CACEIS,1356802610,OB,UCB,Close,Close,
10793,,20_4551402499_CACEIS,2006719928,OB,UCB,Close,Close,
10815,,16_4551279353_CACEIS,1839901569,OB,UCB,Close,Close,
10861,,9_4551402499_CACEIS,2006719922,OB,UCB,Close,Close,
10875,,19_4551285256_CACEIS,1847792958,OB,UCB,Close,Close,
11178,,24_4551402499_CACEIS,2006719929,OB,UCB,Close,Close,
11199,,25_4551285256_CACEIS,1847792960,OB,UCB,Close,Close,
12190,,15_455914788_CACEIS,1356802615,OB,UCB,Close,Close,
12933,,6_4551157661_CACEIS,1677770259,OB,UCB,Close,Close,
12943,,13_4551402499_CACEIS,2006719926,OB,UCB,Close,Close,
12951,,17_4551285256_CACEIS,1847792954,OB,UCB,Close,Close,
15975,,26_4551285256_CACEIS,1847792963,OB,UCB,Close,Close,
16021,,22_4551402499_CACEIS,2006719923,OB,UCB,Close,Close,
16050,,24_4551157661_CACEIS,1677770272,OB,UCB,Close,Close,
