,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
286,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,
294,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,
520,4_4551464617_Integrata,,2086488710,OB,UCB,Close,Close,
527,5_4551464617_Integrata,,2086488712,OB,UCB,Close,Close,
720,22_4551470045_Integrata,,1860328897,OB,UCB,Close,Close,
721,22_4551470566_Integrata,,2094395245,OB,UCB,Close,Close,
747,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,
748,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,
749,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,
750,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,
2224,,1_4551470045_CACEIS,1860328903,OB,UCB,Close,Close,
2236,,1_4551470566_CACEIS,2094395251,OB,UCB,Close,Close,
2781,,2_4551470045_CACEIS,1860328904,OB,UCB,Close,Close,
2789,,2_4551470566_CACEIS,2094395252,OB,UCB,Close,Close,
11624,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,
11648,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,
15708,,6_4551470045_CACEIS,1860328907,OB,UCB,Close,Close,
15714,,6_4551470566_CACEIS,2094395268,OB,UCB,Close,Close,
15727,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,
15728,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,
15822,,10_4551470045_CACEIS,1860328908,OB,UCB,Close,Close,
15826,,10_4551470566_CACEIS,2094395271,OB,UCB,Close,Close,
16373,,15_4551470045_CACEIS,1860328909,OB,UCB,Close,Close,
16374,,15_4551470566_CACEIS,2094395272,OB,UCB,Close,Close,
16375,,16_4551470045_CACEIS,1860328910,OB,UCB,Close,Close,
16376,,16_4551470566_CACEIS,2094395273,OB,UCB,Close,Close,
