,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
2012,,21_4551402499_CACEIS,2006719920,OB,UCB,Close,Close,
2016,,17_4551279353_CACEIS,1839901571,OB,UCB,Close,Close,
2228,,24_4551402499_CACEIS,2006719929,OB,UCB,Close,Close,
2237,,25_4551285256_CACEIS,1847792960,OB,UCB,Close,Close,
5322,,14_455914788_CACEIS,1356802610,OB,UCB,Close,Close,
6955,,19_4551285256_CACEIS,1847792958,OB,UCB,Close,Close,
6958,,9_4551402499_CACEIS,2006719922,OB,UCB,Close,Close,
6977,,16_4551279353_CACEIS,1839901569,OB,UCB,Close,Close,
6983,,20_4551402499_CACEIS,2006719928,OB,UCB,Close,Close,
13206,,17_4551285256_CACEIS,1847792954,OB,UCB,Close,Close,
13213,,6_4551157661_CACEIS,1677770259,OB,UCB,Close,Close,
13221,,13_4551402499_CACEIS,2006719926,OB,UCB,Close,Close,
14874,,22_4551402499_CACEIS,2006719923,OB,UCB,Close,Close,
14883,,26_4551285256_CACEIS,1847792963,OB,UCB,Close,Close,
14891,,24_4551157661_CACEIS,1677770272,OB,UCB,Close,Close,
14928,,15_455914788_CACEIS,1356802615,OB,UCB,Close,Close,
