,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,first_non_null_breakid_in_breakid_columns
0,"11_4551294438_Integrata,11_4551294439_Integrata,11_4551294430_Integrata,11_4551294432_Integrata,11_4551294436_Integrata,12_4551294438_Integrata,11_4551294437_Integrata,12_4551294432_Integrata,12_4551294437_Integrata,12_4551294439_Integrata,12_4551294430_Integrata,12_4551294440_Integrata,12_4551294436_Integrata,11_4551294440_Integrata","191_4551294430_CACEIS,191_4551294438_CACEIS,191_4551294437_CACEIS,191_4551294436_CACEIS,191_4551294440_CACEIS,191_4551294439_CACEIS,191_4551294432_CACEIS","1859497533,1859497893,1859495780,1859496447,1859496811,1859497538,1859497176,1859496448,1859497179,1859497908,1859495776,1859498255,1859496826,1859498257,1859496087,1859497847,1859497494,1859497127,1859498577,1859498199,1859496768","['OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB']",UMR,UMR,match,match,1859497533
1,"3_4551294438_Integrata,3_4551294432_Integrata,4_4551294432_Integrata,4_4551294439_Integrata,3_4551294430_Integrata,3_4551294436_Integrata,4_4551294430_Integrata,3_4551294439_Integrata,4_4551294436_Integrata,5_4551294436_Integrata,4_4551294437_Integrata,5_4551294432_Integrata,4_4551294438_Integrata,5_4551294439_Integrata,5_4551294438_Integrata,5_4551294430_Integrata,5_4551294437_Integrata,3_4551294440_Integrata,3_4551294437_Integrata,4_4551294440_Integrata,5_4551294440_Integrata","183_4551294436_CACEIS,183_4551294432_CACEIS,183_4551294430_CACEIS,183_4551294440_CACEIS,183_4551294439_CACEIS,183_4551294438_CACEIS,183_4551294437_CACEIS","1859497539,1859496452,1859496444,1859497895,1859495777,1859496827,1859495774,1859497894,1859496813,1859496818,1859497174,1859496456,1859497534,1859497898,1859497532,1859495779,1859497196,1859498261,1859497178,1859498263,1859498265,1859497132,1859496764,1859496093,1859498575,1859498207,1859497850,1859497495","['OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB', 'OB']",UMR,UMR,match,match,1859497539
2,2_4551294437_Integrata,,1859497180,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.,1859497180
3,2_4551294438_Integrata,,1859497536,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.,1859497536
4,2_4551294432_Integrata,,1859496459,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.,1859496459
5,2_4551294439_Integrata,,1859497907,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.,1859497907
6,,33_4551294438_CACEIS,1859497810,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497810
7,,33_4551294437_CACEIS,1859497465,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497465
8,,33_4551294436_CACEIS,1859497111,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497111
9,,33_4551294432_CACEIS,1859496746,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496746
10,,33_4551294430_CACEIS,1859496067,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496067
11,1_4551294432_Integrata,,1859496457,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.,1859496457
12,1_4551294438_Integrata,,1859497537,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.,1859497537
13,1_4551294430_Integrata,,1859495772,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.,1859495772
14,1_4551294437_Integrata,,1859497177,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.,1859497177
15,1_4551294439_Integrata,,1859497896,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.,1859497896
16,,107_4551294430_CACEIS,1859496030,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496030
17,,42_4551294436_CACEIS,1859496859,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496859
18,,42_4551294432_CACEIS,1859496506,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496506
19,,171_4551294437_CACEIS,1859497348,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497348
20,,42_4551294430_CACEIS,1859495868,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495868
21,,161_4551294436_CACEIS,1859497090,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497090
22,,171_4551294430_CACEIS,1859496007,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496007
23,,171_4551294436_CACEIS,1859497044,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497044
24,,161_4551294432_CACEIS,1859496592,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496592
25,,161_4551294439_CACEIS,1859498203,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498203
26,,171_4551294432_CACEIS,1859496760,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496760
27,,161_4551294438_CACEIS,1859497846,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497846
28,,161_4551294437_CACEIS,1859497330,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497330
29,,161_4551294430_CACEIS,1859496046,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496046
30,1_4551294436_Integrata,,1859496815,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.,1859496815
31,,178_4551294432_CACEIS,1859496484,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496484
32,,178_4551294430_CACEIS,1859496006,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496006
33,,317_4551294438_CACEIS,1859497834,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497834
34,,317_4551294437_CACEIS,1859497256,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497256
35,,317_4551294436_CACEIS,1859496875,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496875
36,,317_4551294432_CACEIS,1859496549,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496549
37,,317_4551294430_CACEIS,1859496004,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496004
38,,1_4551294440_CACEIS,1859498254,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498254
39,,1_4551294439_CACEIS,1859497928,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497928
40,,96_4551294440_CACEIS,1859498256,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498256
41,,1_4551294438_CACEIS,1859497535,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497535
42,,1_4551294437_CACEIS,1859497173,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497173
43,,1_4551294436_CACEIS,1859496810,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496810
44,,1_4551294432_CACEIS,1859496454,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496454
45,,96_4551294439_CACEIS,1859498074,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498074
46,,1_4551294430_CACEIS,1859495775,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495775
47,,96_4551294438_CACEIS,1859497599,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497599
48,,96_4551294437_CACEIS,1859497462,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497462
49,,96_4551294436_CACEIS,1859496853,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496853
50,,100_4551294440_CACEIS,1859498258,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498258
51,,100_4551294439_CACEIS,1859498071,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498071
52,,150_4551294440_CACEIS,1859498259,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498259
53,,96_4551294432_CACEIS,1859496707,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496707
54,,100_4551294438_CACEIS,1859497601,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497601
55,,100_4551294437_CACEIS,1859497289,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497289
56,,96_4551294430_CACEIS,1859495856,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495856
57,,100_4551294436_CACEIS,1859496867,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496867
58,,150_4551294439_CACEIS,1859498172,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498172
59,,100_4551294432_CACEIS,1859496516,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496516
60,,100_4551294430_CACEIS,1859495875,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495875
61,1_4551294440_Integrata,,1859498260,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.,1859498260
62,,150_4551294432_CACEIS,1859496557,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496557
63,,150_4551294430_CACEIS,1859495968,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495968
64,,150_4551294438_CACEIS,1859497781,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497781
65,,150_4551294437_CACEIS,1859497267,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497267
66,,150_4551294436_CACEIS,1859497106,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497106
67,,162_4551294440_CACEIS,1859498262,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498262
68,,162_4551294436_CACEIS,1859497103,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497103
69,,162_4551294438_CACEIS,1859497854,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497854
70,,162_4551294437_CACEIS,1859497339,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497339
71,,162_4551294430_CACEIS,1859496055,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496055
72,,162_4551294439_CACEIS,1859498211,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498211
73,,162_4551294432_CACEIS,1859496598,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496598
74,,48_4551294440_CACEIS,1859498264,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498264
75,,48_4551294439_CACEIS,1859497962,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497962
76,,48_4551294438_CACEIS,1859497703,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497703
77,,48_4551294437_CACEIS,1859497207,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497207
78,,48_4551294436_CACEIS,1859496920,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496920
79,,48_4551294432_CACEIS,1859496569,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496569
80,,48_4551294430_CACEIS,1859495882,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495882
81,,2_4551294440_CACEIS,1859498266,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498266
82,,2_4551294439_CACEIS,1859497939,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497939
83,,2_4551294438_CACEIS,1859497541,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497541
84,,2_4551294437_CACEIS,1859497184,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497184
85,,2_4551294436_CACEIS,1859496820,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496820
86,,2_4551294432_CACEIS,1859496467,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496467
87,,2_4551294430_CACEIS,1859495782,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495782
88,,104_4551294440_CACEIS,1859498267,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498267
89,,104_4551294439_CACEIS,1859498081,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498081
90,,104_4551294438_CACEIS,1859497608,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497608
91,,104_4551294432_CACEIS,1859496716,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496716
92,,104_4551294430_CACEIS,1859495847,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495847
93,,104_4551294437_CACEIS,1859497470,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497470
94,,104_4551294436_CACEIS,1859496862,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496862
95,,214_4551294440_CACEIS,1859498268,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498268
96,,78_4551294440_CACEIS,1859498269,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498269
97,,214_4551294439_CACEIS,1859498088,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498088
98,,78_4551294439_CACEIS,1859497916,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497916
99,,214_4551294438_CACEIS,1859497729,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497729
100,,78_4551294438_CACEIS,1859497754,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497754
101,,78_4551294437_CACEIS,1859497245,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497245
102,,214_4551294437_CACEIS,1859497314,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497314
103,,78_4551294436_CACEIS,1859496838,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496838
104,,78_4551294432_CACEIS,1859496552,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496552
105,,78_4551294430_CACEIS,1859496008,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496008
106,,214_4551294436_CACEIS,1859496843,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496843
107,,214_4551294432_CACEIS,1859496658,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496658
108,,214_4551294430_CACEIS,1859495839,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495839
109,,155_4551294440_CACEIS,1859498270,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498270
110,,155_4551294439_CACEIS,1859497899,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497899
111,,155_4551294432_CACEIS,1859496583,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496583
112,,155_4551294438_CACEIS,1859497837,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497837
113,,155_4551294437_CACEIS,1859497321,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497321
114,,155_4551294436_CACEIS,1859497080,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497080
115,,155_4551294430_CACEIS,1859496038,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496038
116,,34_4551294440_CACEIS,1859498271,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498271
117,,34_4551294439_CACEIS,1859498216,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498216
118,,34_4551294438_CACEIS,1859497821,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497821
119,,34_4551294437_CACEIS,1859497482,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497482
120,,34_4551294432_CACEIS,1859496755,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496755
121,,34_4551294430_CACEIS,1859496075,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496075
122,,34_4551294436_CACEIS,1859497120,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497120
123,,74_4551294440_CACEIS,1859498272,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498272
124,,74_4551294439_CACEIS,1859498193,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498193
125,,74_4551294430_CACEIS,1859495892,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495892
126,,74_4551294438_CACEIS,1859497666,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497666
127,,74_4551294437_CACEIS,1859497202,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497202
128,,74_4551294436_CACEIS,1859497037,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497037
129,,74_4551294432_CACEIS,1859496533,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496533
130,,3_4551294440_CACEIS,1859498273,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498273
131,,3_4551294439_CACEIS,1859497947,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497947
132,,250_4551294440_CACEIS,1859498274,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498274
133,,3_4551294437_CACEIS,1859497189,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497189
134,,250_4551294439_CACEIS,1859497979,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497979
135,,3_4551294436_CACEIS,1859496832,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496832
136,,250_4551294432_CACEIS,1859496673,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496673
137,,3_4551294438_CACEIS,1859497548,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497548
138,,3_4551294432_CACEIS,1859496476,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496476
139,,250_4551294438_CACEIS,1859497794,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497794
140,,3_4551294430_CACEIS,1859495793,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495793
141,,250_4551294437_CACEIS,1859497378,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497378
142,,250_4551294430_CACEIS,1859495939,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495939
143,,250_4551294436_CACEIS,1859497066,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497066
144,,103_4551294440_CACEIS,1859498275,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498275
145,,103_4551294439_CACEIS,1859497924,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497924
146,,103_4551294438_CACEIS,1859497762,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497762
147,,103_4551294430_CACEIS,1859496016,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496016
148,,103_4551294436_CACEIS,1859496847,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496847
149,,103_4551294432_CACEIS,1859496561,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496561
150,,103_4551294437_CACEIS,1859497253,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497253
151,,304_4551294440_CACEIS,1859498277,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498277
152,,151_4551294440_CACEIS,1859498276,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498276
153,,304_4551294439_CACEIS,1859497993,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497993
154,,151_4551294439_CACEIS,1859497909,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497909
155,,172_4551294440_CACEIS,1859498278,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498278
156,,304_4551294438_CACEIS,1859497557,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497557
157,,172_4551294439_CACEIS,1859498079,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498079
158,,151_4551294438_CACEIS,1859497820,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497820
159,,304_4551294437_CACEIS,1859497345,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497345
160,,172_4551294438_CACEIS,1859497705,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497705
161,,172_4551294432_CACEIS,1859496765,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496765
162,,172_4551294437_CACEIS,1859497260,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497260
163,,304_4551294436_CACEIS,1859496957,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496957
164,,172_4551294436_CACEIS,1859497051,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497051
165,,304_4551294432_CACEIS,1859496553,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496553
166,,172_4551294430_CACEIS,1859496063,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496063
167,,49_4551294440_CACEIS,1859498279,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498279
168,,304_4551294430_CACEIS,1859495867,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495867
169,,49_4551294438_CACEIS,1859497731,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497731
170,,49_4551294437_CACEIS,1859497224,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497224
171,,49_4551294436_CACEIS,1859496928,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496928
172,,49_4551294432_CACEIS,1859496575,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496575
173,,49_4551294430_CACEIS,1859495907,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495907
174,,49_4551294439_CACEIS,1859497971,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497971
175,,151_4551294437_CACEIS,1859497302,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497302
