,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,first_non_null_breakid_in_breakid_columns,ViewData.BreakID,ViewData.Task ID,ViewData.Source Combination Code,BusinessDate
477,,298_4551294439_CACEIS,1859498158,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498158,1859498158,4551294440,-590882299,2021-05-17
478,,298_4551294438_CACEIS,1859497787,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497787,1859497787,4551294440,-590882299,2021-05-17
479,,298_4551294437_CACEIS,1859497238,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497238,1859497238,4551294440,-590882299,2021-05-17
480,,298_4551294436_CACEIS,1859496965,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496965,1859496965,4551294440,-590882299,2021-05-17
481,,298_4551294432_CACEIS,1859496451,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496451,1859496451,4551294440,-590882299,2021-05-17
482,,298_4551294430_CACEIS,1859495946,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495946,1859495946,4551294440,-590882299,2021-05-17
483,,116_4551294440_CACEIS,1859498324,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498324,1859498324,4551294440,-590882299,2021-05-17
484,,157_4551294440_CACEIS,1859498325,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498325,1859498325,4551294440,-590882299,2021-05-17
485,,116_4551294439_CACEIS,1859497945,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497945,1859497945,4551294440,-590882299,2021-05-17
486,,116_4551294438_CACEIS,1859497589,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497589,1859497589,4551294440,-590882299,2021-05-17
487,,157_4551294439_CACEIS,1859498141,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498141,1859498141,4551294440,-590882299,2021-05-17
488,,116_4551294437_CACEIS,1859497383,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497383,1859497383,4551294440,-590882299,2021-05-17
489,,157_4551294438_CACEIS,1859497759,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497759,1859497759,4551294440,-590882299,2021-05-17
490,,116_4551294436_CACEIS,1859497003,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497003,1859497003,4551294440,-590882299,2021-05-17
491,,157_4551294437_CACEIS,1859497187,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497187,1859497187,4551294440,-590882299,2021-05-17
492,,116_4551294432_CACEIS,1859496577,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496577,1859496577,4551294440,-590882299,2021-05-17
493,,157_4551294436_CACEIS,1859497012,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497012,1859497012,4551294440,-590882299,2021-05-17
494,,157_4551294432_CACEIS,1859496634,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496634,1859496634,4551294440,-590882299,2021-05-17
495,,157_4551294430_CACEIS,1859495919,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495919,1859495919,4551294440,-590882299,2021-05-17
496,,116_4551294430_CACEIS,1859495940,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495940,1859495940,4551294440,-590882299,2021-05-17
497,,216_4551294440_CACEIS,1859498326,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498326,1859498326,4551294440,-590882299,2021-05-17
498,,216_4551294439_CACEIS,1859498122,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498122,1859498122,4551294440,-590882299,2021-05-17
499,,216_4551294438_CACEIS,1859497780,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497780,1859497780,4551294440,-590882299,2021-05-17
500,,216_4551294436_CACEIS,1859497097,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497097,1859497097,4551294440,-590882299,2021-05-17
501,,65_4551294440_CACEIS,1859498327,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498327,1859498327,4551294440,-590882299,2021-05-17
502,,216_4551294432_CACEIS,1859496667,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496667,1859496667,4551294440,-590882299,2021-05-17
503,,216_4551294430_CACEIS,1859495878,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495878,1859495878,4551294440,-590882299,2021-05-17
504,,216_4551294437_CACEIS,1859497365,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497365,1859497365,4551294440,-590882299,2021-05-17
505,,65_4551294439_CACEIS,1859498032,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498032,1859498032,4551294440,-590882299,2021-05-17
506,,86_4551294440_CACEIS,1859498328,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498328,1859498328,4551294440,-590882299,2021-05-17
507,,65_4551294438_CACEIS,1859497580,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497580,1859497580,4551294440,-590882299,2021-05-17
508,,86_4551294439_CACEIS,1859498031,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498031,1859498031,4551294440,-590882299,2021-05-17
509,,65_4551294437_CACEIS,1859497269,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497269,1859497269,4551294440,-590882299,2021-05-17
510,,86_4551294438_CACEIS,1859497694,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497694,1859497694,4551294440,-590882299,2021-05-17
511,,65_4551294436_CACEIS,1859496913,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496913,1859496913,4551294440,-590882299,2021-05-17
512,,86_4551294437_CACEIS,1859497443,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497443,1859497443,4551294440,-590882299,2021-05-17
513,,86_4551294436_CACEIS,1859496994,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496994,1859496994,4551294440,-590882299,2021-05-17
514,,65_4551294432_CACEIS,1859496495,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496495,1859496495,4551294440,-590882299,2021-05-17
515,,86_4551294432_CACEIS,1859496659,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496659,1859496659,4551294440,-590882299,2021-05-17
516,,86_4551294430_CACEIS,1859495991,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495991,1859495991,4551294440,-590882299,2021-05-17
517,,65_4551294430_CACEIS,1859496069,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496069,1859496069,4551294440,-590882299,2021-05-17
518,,9_4551294440_CACEIS,1859498329,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498329,1859498329,4551294440,-590882299,2021-05-17
519,,9_4551294439_CACEIS,1859498001,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498001,1859498001,4551294440,-590882299,2021-05-17
520,,9_4551294438_CACEIS,1859497606,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497606,1859497606,4551294440,-590882299,2021-05-17
521,,9_4551294436_CACEIS,1859496890,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496890,1859496890,4551294440,-590882299,2021-05-17
522,,9_4551294430_CACEIS,1859495846,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495846,1859495846,4551294440,-590882299,2021-05-17
523,,9_4551294432_CACEIS,1859496530,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496530,1859496530,4551294440,-590882299,2021-05-17
524,,9_4551294437_CACEIS,1859497248,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497248,1859497248,4551294440,-590882299,2021-05-17
525,,219_4551294440_CACEIS,1859498330,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498330,1859498330,4551294440,-590882299,2021-05-17
526,,219_4551294439_CACEIS,1859497912,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497912,1859497912,4551294440,-590882299,2021-05-17
527,,219_4551294438_CACEIS,1859497662,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497662,1859497662,4551294440,-590882299,2021-05-17
528,,219_4551294437_CACEIS,1859497286,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497286,1859497286,4551294440,-590882299,2021-05-17
529,,219_4551294430_CACEIS,1859495901,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495901,1859495901,4551294440,-590882299,2021-05-17
530,,219_4551294436_CACEIS,1859496866,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496866,1859496866,4551294440,-590882299,2021-05-17
531,,219_4551294432_CACEIS,1859496696,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496696,1859496696,4551294440,-590882299,2021-05-17
532,,289_4551294440_CACEIS,1859498331,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498331,1859498331,4551294440,-590882299,2021-05-17
533,,289_4551294432_CACEIS,1859496600,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496600,1859496600,4551294440,-590882299,2021-05-17
534,,289_4551294430_CACEIS,1859495825,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495825,1859495825,4551294440,-590882299,2021-05-17
535,,234_4551294440_CACEIS,1859498332,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498332,1859498332,4551294440,-590882299,2021-05-17
536,,289_4551294436_CACEIS,1859497040,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497040,1859497040,4551294440,-590882299,2021-05-17
537,,289_4551294437_CACEIS,1859497221,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497221,1859497221,4551294440,-590882299,2021-05-17
538,,289_4551294439_CACEIS,1859498149,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498149,1859498149,4551294440,-590882299,2021-05-17
539,,234_4551294439_CACEIS,1859497996,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497996,1859497996,4551294440,-590882299,2021-05-17
540,,289_4551294438_CACEIS,1859497756,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497756,1859497756,4551294440,-590882299,2021-05-17
541,,234_4551294438_CACEIS,1859497628,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497628,1859497628,4551294440,-590882299,2021-05-17
542,,234_4551294436_CACEIS,1859496834,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496834,1859496834,4551294440,-590882299,2021-05-17
543,,234_4551294430_CACEIS,1859495910,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495910,1859495910,4551294440,-590882299,2021-05-17
544,,234_4551294432_CACEIS,1859496766,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496766,1859496766,4551294440,-590882299,2021-05-17
545,,263_4551294440_CACEIS,1859498333,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498333,1859498333,4551294440,-590882299,2021-05-17
546,,234_4551294437_CACEIS,1859497284,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497284,1859497284,4551294440,-590882299,2021-05-17
547,,263_4551294439_CACEIS,1859497944,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497944,1859497944,4551294440,-590882299,2021-05-17
548,,263_4551294438_CACEIS,1859497829,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497829,1859497829,4551294440,-590882299,2021-05-17
549,,263_4551294437_CACEIS,1859497290,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497290,1859497290,4551294440,-590882299,2021-05-17
550,,263_4551294436_CACEIS,1859497104,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497104,1859497104,4551294440,-590882299,2021-05-17
551,,128_4551294440_CACEIS,1859498334,OB,OB,No-pair,wire transfer,Caceis booked the wire transfer for SD 2021-05-17. Integrata yet to book,1859498334,1859498334,4551294440,-590882299,2021-05-17
552,,263_4551294432_CACEIS,1859496729,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496729,1859496729,4551294440,-590882299,2021-05-17
553,,263_4551294430_CACEIS,1859496061,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496061,1859496061,4551294440,-590882299,2021-05-17
554,,128_4551294439_CACEIS,1859497925,OB,OB,No-pair,wire transfer,Caceis booked the wire transfer for SD 2021-05-17. Integrata yet to book,1859497925,1859497925,4551294440,-590882299,2021-05-17
555,,128_4551294437_CACEIS,1859497230,OB,OB,No-pair,wire transfer,Caceis booked the wire transfer for SD 2021-05-17. Integrata yet to book,1859497230,1859497230,4551294440,-590882299,2021-05-17
556,,128_4551294432_CACEIS,1859496670,OB,OB,No-pair,wire transfer,Caceis booked the wire transfer for SD 2021-05-17. Integrata yet to book,1859496670,1859496670,4551294440,-590882299,2021-05-17
557,,128_4551294436_CACEIS,1859496908,OB,OB,No-pair,wire transfer,Caceis booked the wire transfer for SD 2021-05-17. Integrata yet to book,1859496908,1859496908,4551294440,-590882299,2021-05-17
558,,128_4551294430_CACEIS,1859495802,OB,OB,No-pair,wire transfer,Caceis booked the wire transfer for SD 2021-05-17. Integrata yet to book,1859495802,1859495802,4551294440,-590882299,2021-05-17
559,,128_4551294438_CACEIS,1859497799,OB,OB,No-pair,wire transfer,Caceis booked the wire transfer for SD 2021-05-17. Integrata yet to book,1859497799,1859497799,4551294440,-590882299,2021-05-17
560,,123_4551294440_CACEIS,1859498335,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498335,1859498335,4551294440,-590882299,2021-05-17
561,,123_4551294439_CACEIS,1859497999,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497999,1859497999,4551294440,-590882299,2021-05-17
562,,123_4551294438_CACEIS,1859497660,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497660,1859497660,4551294440,-590882299,2021-05-17
563,,123_4551294437_CACEIS,1859497285,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497285,1859497285,4551294440,-590882299,2021-05-17
564,,123_4551294436_CACEIS,1859496988,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496988,1859496988,4551294440,-590882299,2021-05-17
565,,123_4551294432_CACEIS,1859496644,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496644,1859496644,4551294440,-590882299,2021-05-17
566,,123_4551294430_CACEIS,1859496058,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496058,1859496058,4551294440,-590882299,2021-05-17
567,,43_4551294440_CACEIS,1859498336,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498336,1859498336,4551294440,-590882299,2021-05-17
568,,72_4551294440_CACEIS,1859498337,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498337,1859498337,4551294440,-590882299,2021-05-17
569,,43_4551294439_CACEIS,1859498110,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498110,1859498110,4551294440,-590882299,2021-05-17
570,,43_4551294438_CACEIS,1859497610,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497610,1859497610,4551294440,-590882299,2021-05-17
571,,72_4551294439_CACEIS,1859498041,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498041,1859498041,4551294440,-590882299,2021-05-17
572,,43_4551294437_CACEIS,1859497308,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497308,1859497308,4551294440,-590882299,2021-05-17
573,,43_4551294436_CACEIS,1859496874,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496874,1859496874,4551294440,-590882299,2021-05-17
574,,43_4551294432_CACEIS,1859496524,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496524,1859496524,4551294440,-590882299,2021-05-17
575,,43_4551294430_CACEIS,1859495891,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495891,1859495891,4551294440,-590882299,2021-05-17
576,,72_4551294438_CACEIS,1859497687,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497687,1859497687,4551294440,-590882299,2021-05-17
577,,72_4551294437_CACEIS,1859497420,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497420,1859497420,4551294440,-590882299,2021-05-17
578,,72_4551294436_CACEIS,1859497005,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497005,1859497005,4551294440,-590882299,2021-05-17
579,,72_4551294432_CACEIS,1859496643,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496643,1859496643,4551294440,-590882299,2021-05-17
580,,72_4551294430_CACEIS,1859495978,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495978,1859495978,4551294440,-590882299,2021-05-17
581,,10_4551294440_CACEIS,1859498338,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498338,1859498338,4551294440,-590882299,2021-05-17
582,,10_4551294439_CACEIS,1859498009,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498009,1859498009,4551294440,-590882299,2021-05-17
583,,10_4551294438_CACEIS,1859497613,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497613,1859497613,4551294440,-590882299,2021-05-17
584,,10_4551294437_CACEIS,1859497257,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497257,1859497257,4551294440,-590882299,2021-05-17
585,,10_4551294436_CACEIS,1859496898,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496898,1859496898,4551294440,-590882299,2021-05-17
586,,10_4551294432_CACEIS,1859496536,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496536,1859496536,4551294440,-590882299,2021-05-17
587,,10_4551294430_CACEIS,1859495854,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495854,1859495854,4551294440,-590882299,2021-05-17
588,,209_4551294440_CACEIS,1859498340,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498340,1859498340,4551294440,-590882299,2021-05-17
589,,209_4551294439_CACEIS,1859498154,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498154,1859498154,4551294440,-590882299,2021-05-17
590,,209_4551294438_CACEIS,1859497546,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497546,1859497546,4551294440,-590882299,2021-05-17
591,,174_4551294440_CACEIS,1859498339,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498339,1859498339,4551294440,-590882299,2021-05-17
592,,209_4551294437_CACEIS,1859497449,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497449,1859497449,4551294440,-590882299,2021-05-17
593,,209_4551294436_CACEIS,1859497001,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497001,1859497001,4551294440,-590882299,2021-05-17
594,,174_4551294432_CACEIS,1859496460,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496460,1859496460,4551294440,-590882299,2021-05-17
595,,209_4551294432_CACEIS,1859496606,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496606,1859496606,4551294440,-590882299,2021-05-17
596,,209_4551294430_CACEIS,1859495980,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495980,1859495980,4551294440,-590882299,2021-05-17
597,,174_4551294430_CACEIS,1859495820,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495820,1859495820,4551294440,-590882299,2021-05-17
598,,174_4551294439_CACEIS,1859498143,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498143,1859498143,4551294440,-590882299,2021-05-17
599,,174_4551294438_CACEIS,1859497813,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497813,1859497813,4551294440,-590882299,2021-05-17
600,,174_4551294437_CACEIS,1859497357,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497357,1859497357,4551294440,-590882299,2021-05-17
601,,174_4551294436_CACEIS,1859497124,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497124,1859497124,4551294440,-590882299,2021-05-17
602,,296_4551294440_CACEIS,1859498341,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498341,1859498341,4551294440,-590882299,2021-05-17
603,,296_4551294432_CACEIS,1859496737,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496737,1859496737,4551294440,-590882299,2021-05-17
604,,207_4551294440_CACEIS,1859498342,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498342,1859498342,4551294440,-590882299,2021-05-17
605,,296_4551294437_CACEIS,1859497417,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497417,1859497417,4551294440,-590882299,2021-05-17
606,,207_4551294439_CACEIS,1859498098,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498098,1859498098,4551294440,-590882299,2021-05-17
607,,207_4551294436_CACEIS,1859496888,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496888,1859496888,4551294440,-590882299,2021-05-17
608,,296_4551294430_CACEIS,1859496088,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496088,1859496088,4551294440,-590882299,2021-05-17
609,,207_4551294432_CACEIS,1859496576,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496576,1859496576,4551294440,-590882299,2021-05-17
610,,207_4551294430_CACEIS,1859495932,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495932,1859495932,4551294440,-590882299,2021-05-17
611,,296_4551294439_CACEIS,1859498029,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498029,1859498029,4551294440,-590882299,2021-05-17
612,,207_4551294438_CACEIS,1859497788,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497788,1859497788,4551294440,-590882299,2021-05-17
613,,207_4551294437_CACEIS,1859497263,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497263,1859497263,4551294440,-590882299,2021-05-17
614,,296_4551294438_CACEIS,1859497659,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497659,1859497659,4551294440,-590882299,2021-05-17
615,,296_4551294436_CACEIS,1859497024,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497024,1859497024,4551294440,-590882299,2021-05-17
616,,76_4551294440_CACEIS,1859498343,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498343,1859498343,4551294440,-590882299,2021-05-17
617,,76_4551294439_CACEIS,1859497964,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497964,1859497964,4551294440,-590882299,2021-05-17
618,,76_4551294438_CACEIS,1859497710,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497710,1859497710,4551294440,-590882299,2021-05-17
619,,76_4551294437_CACEIS,1859497229,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497229,1859497229,4551294440,-590882299,2021-05-17
620,,76_4551294430_CACEIS,1859495972,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495972,1859495972,4551294440,-590882299,2021-05-17
621,,76_4551294436_CACEIS,1859497122,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497122,1859497122,4551294440,-590882299,2021-05-17
622,,76_4551294432_CACEIS,1859496543,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496543,1859496543,4551294440,-590882299,2021-05-17
