,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
41,90_4551426010_Integrata,,1859876030,OB,UCB,Close,Close,
45,140_4551426010_Integrata,,1859876024,OB,UCB,Close,Close,
71,3_4551426010_Integrata,,1859876131,OB,UCB,Close,Close,
78,135_4551426010_Integrata,,1859876136,OB,UCB,Close,Close,
92,63_4551426010_Integrata,,1859876174,OB,UCB,Close,Close,
98,70_4551426010_Integrata,,1859876177,OB,UCB,Close,Close,
102,54_4551426010_Integrata,,1859876151,OB,UCB,Close,Close,
107,117_4551426010_Integrata,,1859876156,OB,UCB,Close,Close,
133,131_4551426010_Integrata,,1859876164,OB,UCB,Close,Close,
164,114_4551426010_Integrata,,1859876163,OB,UCB,Close,Close,
173,57_4551426010_Integrata,,1859876168,OB,UCB,Close,Close,
180,60_4551426010_Integrata,,1859876172,OB,UCB,Close,Close,
186,86_4551426010_Integrata,,1859876056,OB,UCB,Close,Close,
192,89_4551426010_Integrata,,1859876064,OB,UCB,Close,Close,
199,121_4551426010_Integrata,,1859876065,OB,UCB,Close,Close,
202,147_4551426010_Integrata,,1859876072,OB,UCB,Close,Close,
208,20_4551426010_Integrata,,1859876079,OB,UCB,Close,Close,
212,31_4551426010_Integrata,,1859876073,OB,UCB,Close,Close,
217,51_4551426010_Integrata,,1859876032,OB,UCB,Close,Close,
222,50_4551426010_Integrata,,1859876029,OB,UCB,Close,Close,
230,49_4551426010_Integrata,,1859876027,OB,UCB,Close,Close,
237,105_4551426010_Integrata,,1859876033,OB,UCB,Close,Close,
245,151_4551426010_Integrata,,1859876066,OB,UCB,Close,Close,
253,153_4551426010_Integrata,,1859876059,OB,UCB,Close,Close,
262,109_4551426010_Integrata,,1859876143,OB,UCB,Close,Close,
273,115_4551426010_Integrata,,1859876031,OB,UCB,Close,Close,
275,80_4551426010_Integrata,,1859876138,OB,UCB,Close,Close,
282,111_4551426010_Integrata,,1859876139,OB,UCB,Close,Close,
285,126_4551426010_Integrata,,1859876025,OB,UCB,Close,Close,
290,67_4551426010_Integrata,,1859876132,OB,UCB,Close,Close,
356,139_4551426010_Integrata,,1859876035,OB,UCB,Close,Close,
362,136_4551426010_Integrata,,1859876028,OB,UCB,Close,Close,
450,141_4551426010_Integrata,,1859876154,OB,UCB,Close,Close,
456,4_4551426010_Integrata,,1859876150,OB,UCB,Close,Close,
466,2_4551430044_Integrata,,1859896251,OB,UCB,Close,Close,
478,2_4551430048_Integrata,,1859897094,OB,UCB,Close,Close,
512,28_4551426010_Integrata,,1859876133,OB,UCB,Close,Close,
519,25_4551426010_Integrata,,1859876190,OB,UCB,Close,Close,
559,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,
563,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,
566,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,
572,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,
592,1_4551430044_Integrata,,1859896252,OB,UCB,Close,Close,
598,1_4551430048_Integrata,,1859897095,OB,UCB,Close,Close,
691,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,
695,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,
2590,,16_4551430044_CACEIS,1859896253,OB,UCB,Close,Close,
2598,,16_4551430048_CACEIS,1859897096,OB,UCB,Close,Close,
13833,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,
13838,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,
14976,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,
14979,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,
