,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen,first_non_null_breakid_in_breakid_columns,ViewData.BreakID,ViewData.Task ID,ViewData.Source Combination Code,BusinessDate
0,,6_2491067550_Bank of America Merrill Lynch,1558564562,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1558564562,1558564562,2491452478,1125891036,2021-07-27
1,,1_2491067550_Bank of America Merrill Lynch,1558564557,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1558564557,1558564557,2491452478,1125891036,2021-07-27
2,,1_2491452478_Bank of America Merrill Lynch,2069872378,OB,UCB,Close,Close,,Bank of America Merrill Lynch,2069872378,2069872378,2491452478,1125891036,2021-07-27
3,,15_249962876_Bank of America Merrill Lynch,1421188031,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1421188031,1421188031,2491452478,1125891036,2021-07-27
4,,2_2491452478_Bank of America Merrill Lynch,2069872379,OB,UCB,Close,Close,,Bank of America Merrill Lynch,2069872379,2069872379,2491452478,1125891036,2021-07-27
5,,2_2491145203_Bank of America Merrill Lynch,1661679611,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1661679611,1661679611,2491452478,1125891036,2021-07-27
6,,1_2491143215_Bank of America Merrill Lynch,1659043270,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1659043270,1659043270,2491452478,1125891036,2021-07-27
7,,14_249962876_Bank of America Merrill Lynch,1421188034,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1421188034,1421188034,2491452478,1125891036,2021-07-27
8,,2_2491032870_Bank of America Merrill Lynch,1513179386,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1513179386,1513179386,2491452478,1125891036,2021-07-27
9,,23_2491171340_Bank of America Merrill Lynch,1696929134,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1696929134,1696929134,2491452478,1125891036,2021-07-27
