,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
0,32_4551380310_Integrata,,1859622754,CMF,UCB,Close,Close,
1,27_4551380310_Integrata,,1859622760,CMF,UCB,Close,Close,
2,36_4551380310_Integrata,,1859622755,CMF,UCB,Close,Close,
3,33_4551380310_Integrata,,1859622761,CMF,UCB,Close,Close,
4,35_4551380310_Integrata,,1859622757,CMF,UCB,Close,Close,
5,29_4551380310_Integrata,,1859622762,CMF,UCB,Close,Close,
1336,8_4551380310_Integrata,,1859622791,OB,UCB,Close,Close,
2615,14_4551380310_Integrata,,1859622795,OB,UCB,Close,Close,
2617,9_4551380310_Integrata,,1859622797,OB,UCB,Close,Close,
2619,17_4551380310_Integrata,,1859622799,OB,UCB,Close,Close,
2620,16_4551380310_Integrata,,1859622800,OB,UCB,Close,Close,
2621,18_4551380310_Integrata,,1859622801,OB,UCB,Close,Close,
