,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
16,89_4551412810_Integrata,,1859873462,CMF,UCB,Close,Close,
17,86_4551412810_Integrata,,1859873470,CMF,UCB,Close,Close,
20,90_4551412810_Integrata,,1859873468,CMF,UCB,Close,Close,
21,140_4551412810_Integrata,,1859873478,CMF,UCB,Close,Close,
26,105_4551412810_Integrata,,1859873475,CMF,UCB,Close,Close,
27,49_4551412810_Integrata,,1859873484,CMF,UCB,Close,Close,
30,51_4551412810_Integrata,,1859873486,CMF,UCB,Close,Close,
31,50_4551412810_Integrata,,1859873495,CMF,UCB,Close,Close,
32,115_4551412810_Integrata,,1859873489,CMF,UCB,Close,Close,
33,126_4551412810_Integrata,,1859873496,CMF,UCB,Close,Close,
34,136_4551412810_Integrata,,1859873491,CMF,UCB,Close,Close,
35,139_4551412810_Integrata,,1859873498,CMF,UCB,Close,Close,
40,153_4551412810_Integrata,,1859873500,CMF,UCB,Close,Close,
41,151_4551412810_Integrata,,1859873507,CMF,UCB,Close,Close,
42,121_4551412810_Integrata,,1859873505,CMF,UCB,Close,Close,
43,147_4551412810_Integrata,,1859873511,CMF,UCB,Close,Close,
46,31_4551412810_Integrata,,1859873525,CMF,UCB,Close,Close,
47,20_4551412810_Integrata,,1859873529,CMF,UCB,Close,Close,
294,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,
302,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,
689,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,
693,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,
697,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,
701,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,
741,67_4551412810_Integrata,,1859873545,OB,UCB,Close,Close,
742,3_4551412810_Integrata,,1859873546,OB,UCB,Close,Close,
744,135_4551412810_Integrata,,1859873548,OB,UCB,Close,Close,
745,28_4551412810_Integrata,,1859873549,OB,UCB,Close,Close,
748,111_4551412810_Integrata,,1859873552,OB,UCB,Close,Close,
753,80_4551412810_Integrata,,1859873557,OB,UCB,Close,Close,
757,109_4551412810_Integrata,,1859873561,OB,UCB,Close,Close,
758,4_4551412810_Integrata,,1859873562,OB,UCB,Close,Close,
762,54_4551412810_Integrata,,1859873565,OB,UCB,Close,Close,
764,141_4551412810_Integrata,,1859873567,OB,UCB,Close,Close,
1068,117_4551412810_Integrata,,1859873569,OB,UCB,Close,Close,
2312,114_4551412810_Integrata,,1859873573,OB,UCB,Close,Close,
4064,131_4551412810_Integrata,,1859873577,OB,UCB,Close,Close,
14246,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,
14255,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,
14778,57_4551412810_Integrata,,1859873591,OB,UCB,Close,Close,
15067,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,
15068,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,
15945,60_4551412810_Integrata,,1859873595,OB,UCB,Close,Close,
15947,63_4551412810_Integrata,,1859873597,OB,UCB,Close,Close,
15948,70_4551412810_Integrata,,1859873598,OB,UCB,Close,Close,
15951,25_4551412810_Integrata,,1859873601,OB,UCB,Close,Close,
