,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
4,49_4551426004_Integrata,,1859874734,CMF,UCB,Close,Close,
5,105_4551426004_Integrata,,1859874742,CMF,UCB,Close,Close,
6,50_4551426004_Integrata,,1859874736,CMF,UCB,Close,Close,
7,51_4551426004_Integrata,,1859874744,CMF,UCB,Close,Close,
8,20_4551426004_Integrata,,1859874732,CMF,UCB,Close,Close,
9,31_4551426004_Integrata,,1859874746,CMF,UCB,Close,Close,
18,90_4551426004_Integrata,,1859874758,CMF,UCB,Close,Close,
19,140_4551426004_Integrata,,1859874765,CMF,UCB,Close,Close,
20,89_4551426004_Integrata,,1859874754,CMF,UCB,Close,Close,
21,86_4551426004_Integrata,,1859874769,CMF,UCB,Close,Close,
30,126_4551426004_Integrata,,1859874782,CMF,UCB,Close,Close,
31,115_4551426004_Integrata,,1859874790,CMF,UCB,Close,Close,
36,147_4551426004_Integrata,,1859874792,CMF,UCB,Close,Close,
37,121_4551426004_Integrata,,1859874799,CMF,UCB,Close,Close,
44,136_4551426004_Integrata,,1859874805,CMF,UCB,Close,Close,
45,139_4551426004_Integrata,,1859874814,CMF,UCB,Close,Close,
46,153_4551426004_Integrata,,1859874816,CMF,UCB,Close,Close,
47,151_4551426004_Integrata,,1859874822,CMF,UCB,Close,Close,
54,3_4551426004_Integrata,,1859874839,OB,UCB,Close,Close,
56,67_4551426004_Integrata,,1859874838,OB,UCB,Close,Close,
60,63_4551426004_Integrata,,1859874844,OB,UCB,Close,Close,
61,135_4551426004_Integrata,,1859874845,OB,UCB,Close,Close,
63,70_4551426004_Integrata,,1859874849,OB,UCB,Close,Close,
68,111_4551426004_Integrata,,1859874851,OB,UCB,Close,Close,
70,54_4551426004_Integrata,,1859874854,OB,UCB,Close,Close,
75,80_4551426004_Integrata,,1859874859,OB,UCB,Close,Close,
80,117_4551426004_Integrata,,1859874864,OB,UCB,Close,Close,
83,109_4551426004_Integrata,,1859874867,OB,UCB,Close,Close,
88,4_4551426004_Integrata,,1859874872,OB,UCB,Close,Close,
89,114_4551426004_Integrata,,1859874873,OB,UCB,Close,Close,
93,25_4551426004_Integrata,,1859874877,OB,UCB,Close,Close,
97,131_4551426004_Integrata,,1859874881,OB,UCB,Close,Close,
100,141_4551426004_Integrata,,1859874884,OB,UCB,Close,Close,
104,28_4551426004_Integrata,,1859874887,OB,UCB,Close,Close,
106,57_4551426004_Integrata,,1859874890,OB,UCB,Close,Close,
110,60_4551426004_Integrata,,1859874894,OB,UCB,Close,Close,
