,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
0,36_4551426004_Integrata,BB,1859874731,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.
1,34_4551426004_Integrata,BB,1859874739,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.
2,42_4551426004_Integrata,BB,1859874733,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-28.Caceis yet to book.
3,95_4551426004_Integrata,BB,1859874741,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-28.Caceis yet to book.
4,35_4551426004_Integrata,BB,1859874748,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.
5,93_4551426004_Integrata,BB,1859874753,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.
6,94_4551426004_Integrata,BB,1859874751,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.
7,133_4551426004_Integrata,BB,1859874759,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.
8,45_4551426004_Integrata,BB,1859874756,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-28.Caceis yet to book.
9,98_4551426004_Integrata,BB,1859874762,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-28.Caceis yet to book.
10,39_4551426004_Integrata,BB,1859874755,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.
11,91_4551426004_Integrata,BB,1859874761,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.
12,46_4551426004_Integrata,BB,1859874766,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-28.Caceis yet to book.
13,99_4551426004_Integrata,BB,1859874772,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-28.Caceis yet to book.
14,96_4551426004_Integrata,BB,1859874768,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.
15,102_4551426004_Integrata,BB,1859874776,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.
16,107_4551426004_Integrata,BB,1859874779,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.
17,110_4551426004_Integrata,BB,1859874786,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.
18,100_4551426004_Integrata,BB,1859874781,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.
19,38_4551426004_Integrata,BB,1859874787,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.
20,104_4551426004_Integrata,BB,1859874788,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.
21,113_4551426004_Integrata,BB,1859874794,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.
22,97_4551426004_Integrata,BB,1859874791,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.
23,47_4551426004_Integrata,BB,1859874796,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.
24,149_4551426004_Integrata,BB,1859874793,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-28.Caceis yet to book.
25,154_4551426004_Integrata,BB,1859874804,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-28.Caceis yet to book.
26,103_4551426004_Integrata,BB,1859874800,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-28.Caceis yet to book.
27,122_4551426004_Integrata,BB,1859874808,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-28.Caceis yet to book.
28,123_4551426004_Integrata,BB,1859874803,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-28.Caceis yet to book.
29,155_4551426004_Integrata,BB,1859874810,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-28.Caceis yet to book.
30,128_4551426004_Integrata,BB,1859874827,CNF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-07-09.Caceis yet to book.
31,148_4551426004_Integrata,BB,1859874828,CNF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-07-09.Caceis yet to book.
32,127_4551426004_Integrata,BB,1859874829,CNF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-07-09.Caceis yet to book.
33,156_4551426004_Integrata,BB,1859874830,CNF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-07-09.Caceis yet to book.
34,158_4551426004_Integrata,BB,1859874831,CNF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-07-09.Caceis yet to book.
35,157_4551426004_Integrata,BB,1859874832,CNF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-07-09.Caceis yet to book.
36,52_4551426004_Integrata,BB,1859874840,OB,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-28.Caceis yet to book.
37,AA,7_4551426004_CACEIS,1859874841,OB,OB,No-pair,wire transfer,Caceis booked the wire transfer for SD 2021-07-08. Integrata yet to book
38,5_4551426004_Integrata,BB,1859874842,OB,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.
39,8_4551426004_Integrata,BB,1859874843,OB,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-28.Caceis yet to book.
40,64_4551426004_Integrata,BB,1859874846,OB,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.
41,129_4551426004_Integrata,BB,1859874848,OB,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-28.Caceis yet to book.
42,AA,1_4551426004_CACEIS,1859874847,OB,OB,No-pair,wire transfer,Caceis booked the wire transfer for SD 2021-07-08. Integrata yet to book
43,73_4551426004_Integrata,BB,1859874852,OB,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-28.Caceis yet to book.
44,143_4551426004_Integrata,BB,1859874850,OB,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.
45,9_4551426004_Integrata,BB,1859874853,OB,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.
46,71_4551426004_Integrata,BB,1859874855,OB,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-28.Caceis yet to book.
47,68_4551426004_Integrata,BB,1859874856,OB,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.
48,69_4551426004_Integrata,BB,1859874857,OB,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-28.Caceis yet to book.
49,32_4551426004_Integrata,BB,1859874858,OB,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.
50,17_4551426004_Integrata,BB,1859874861,OB,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.
51,59_4551426004_Integrata,BB,1859874860,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-07-07.Caceis yet to book.
