,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen,first_non_null_breakid_in_breakid_columns,ViewData.BreakID,ViewData.Task ID,ViewData.Source Combination Code,BusinessDate
0,,68_2491503673_Barclays,2137908302,OB,UCB,Close,Close,,Barclays,2137908302,2137908302,2491503673,752297024,2021-09-01
1,,74_2491503673_Barclays,2137908285,OB,UCB,Close,Close,,Barclays,2137908285,2137908285,2491503673,752297024,2021-09-01
2,,87_2491503673_Barclays,2137908292,OB,UCB,Close,Close,,Barclays,2137908292,2137908292,2491503673,752297024,2021-09-01
3,,84_2491503673_Barclays,2137908296,OB,UCB,Close,Close,,Barclays,2137908296,2137908296,2491503673,752297024,2021-09-01
4,,69_2491503673_Barclays,2137908304,OB,UCB,Close,Close,,Barclays,2137908304,2137908304,2491503673,752297024,2021-09-01
5,,81_2491503673_Barclays,2137908309,OB,UCB,Close,Close,,Barclays,2137908309,2137908309,2491503673,752297024,2021-09-01
6,,73_2491503673_Barclays,2137908297,OB,UCB,Close,Close,,Barclays,2137908297,2137908297,2491503673,752297024,2021-09-01
7,,78_2491503673_Barclays,2137908300,OB,UCB,Close,Close,,Barclays,2137908300,2137908300,2491503673,752297024,2021-09-01
8,,91_249897582_Barclays,1334014179,OB,UCB,Close,Close,,Barclays,1334014179,1334014179,2491503673,752297024,2021-09-01
9,,1_2491503673_Barclays,2137908254,OB,UCB,Close,Close,,Barclays,2137908254,2137908254,2491503673,752297024,2021-09-01
10,,20_2491501674_Barclays,2135469155,OB,UCB,Close,Close,,Barclays,2135469155,2135469155,2491503673,752297024,2021-09-01
11,,60_2491501674_Barclays,2135469096,OB,UCB,Close,Close,,Barclays,2135469096,2135469096,2491503673,752297024,2021-09-01
12,,51_2491503673_Barclays,2137908337,OB,UCB,Close,Close,,Barclays,2137908337,2137908337,2491503673,752297024,2021-09-01
13,,40_2491501674_Barclays,2135469118,OB,UCB,Close,Close,,Barclays,2135469118,2135469118,2491503673,752297024,2021-09-01
14,,64_2491501674_Barclays,2135469142,OB,UCB,Close,Close,,Barclays,2135469142,2135469142,2491503673,752297024,2021-09-01
15,,90_249897582_Barclays,1334014148,OB,UCB,Close,Close,,Barclays,1334014148,1334014148,2491503673,752297024,2021-09-01
16,,36_2491501674_Barclays,2135469106,OB,UCB,Close,Close,,Barclays,2135469106,2135469106,2491503673,752297024,2021-09-01
17,,52_2491501674_Barclays,2135469134,OB,UCB,Close,Close,,Barclays,2135469134,2135469134,2491503673,752297024,2021-09-01
18,,63_2491503673_Barclays,2137908278,OB,UCB,Close,Close,,Barclays,2137908278,2137908278,2491503673,752297024,2021-09-01
19,,39_2491503673_Barclays,2137908274,OB,UCB,Close,Close,,Barclays,2137908274,2137908274,2491503673,752297024,2021-09-01
20,,19_2491503673_Barclays,2137908280,OB,UCB,Close,Close,,Barclays,2137908280,2137908280,2491503673,752297024,2021-09-01
21,,12_2491501674_Barclays,2135469170,OB,UCB,Close,Close,,Barclays,2135469170,2135469170,2491503673,752297024,2021-09-01
22,,54_2491501674_Barclays,2135469138,OB,UCB,Close,Close,,Barclays,2135469138,2135469138,2491503673,752297024,2021-09-01
23,,96_249897582_Barclays,1334014138,OB,UCB,Close,Close,,Barclays,1334014138,1334014138,2491503673,752297024,2021-09-01
24,,2_2491501674_Barclays,2135469149,OB,UCB,Close,Close,,Barclays,2135469149,2135469149,2491503673,752297024,2021-09-01
25,,21_2491503673_Barclays,2137908258,OB,UCB,Close,Close,,Barclays,2137908258,2137908258,2491503673,752297024,2021-09-01
26,,53_2491503673_Barclays,2137908287,OB,UCB,Close,Close,,Barclays,2137908287,2137908287,2491503673,752297024,2021-09-01
