,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
890,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,
1616,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,
1940,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,
5081,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,
5970,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,
6805,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,
11202,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,
11235,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,
11659,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,
12915,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,
