,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen,first_non_null_breakid_in_breakid_columns
0,44_2491400081_Integrata,,1859772797,OB,UCB,Close,Close,,UBS,1859772797
1,44_2491400067_Integrata,,1859769610,OB,UCB,Close,Close,,UBS,1859769610
2,3_2491400081_Integrata,,1859772553,OB,UCB,Close,Close,,UBS,1859772553
3,3_2491400067_Integrata,,1859769354,OB,UCB,Close,Close,,UBS,1859769354
4,,75_2491400067_UBS,1859769603,OB,UCB,Close,Close,,UBS,1859769603
5,,75_2491400081_UBS,1859772814,OB,UCB,Close,Close,,UBS,1859772814
6,,80_2491400067_UBS,1859769356,OB,UCB,Close,Close,,UBS,1859769356
7,,80_2491400081_UBS,1859772555,OB,UCB,Close,Close,,UBS,1859772555
8,,84_2491400081_UBS,1859772558,OB,UCB,Close,Close,,UBS,1859772558
9,,84_2491400067_UBS,1859769358,OB,UCB,Close,Close,,UBS,1859769358
10,,179_2491400067_UBS,1859769611,OB,UCB,Close,Close,,UBS,1859769611
11,,225_2491400081_UBS,1859772819,OB,UCB,Close,Close,,UBS,1859772819
12,,230_2491400081_UBS,1859772829,OB,UCB,Close,Close,,UBS,1859772829
13,,179_2491400081_UBS,1859772804,OB,UCB,Close,Close,,UBS,1859772804
14,,240_2491400081_UBS,1859772572,OB,UCB,Close,Close,,UBS,1859772572
15,,225_2491400067_UBS,1859769625,OB,UCB,Close,Close,,UBS,1859769625
16,,230_2491400067_UBS,1859769632,OB,UCB,Close,Close,,UBS,1859769632
17,,240_2491400067_UBS,1859769374,OB,UCB,Close,Close,,UBS,1859769374
18,,72_2491400067_UBS,1859769609,OB,UCB,Close,Close,,UBS,1859769609
19,,72_2491400081_UBS,1859772808,OB,UCB,Close,Close,,UBS,1859772808
20,,227_2491400081_UBS,1859772802,OB,UCB,Close,Close,,UBS,1859772802
21,,200_2491400067_UBS,1859769370,OB,UCB,Close,Close,,UBS,1859769370
22,,227_2491400067_UBS,1859769631,OB,UCB,Close,Close,,UBS,1859769631
23,,200_2491400081_UBS,1859772568,OB,UCB,Close,Close,,UBS,1859772568
24,,197_2491400067_UBS,1859769368,OB,UCB,Close,Close,,UBS,1859769368
25,,197_2491400081_UBS,1859772559,OB,UCB,Close,Close,,UBS,1859772559
26,,231_2491400081_UBS,1859772832,OB,UCB,Close,Close,,UBS,1859772832
27,,231_2491400067_UBS,1859769633,OB,UCB,Close,Close,,UBS,1859769633
28,,81_2491400081_UBS,1859772563,OB,UCB,Close,Close,,UBS,1859772563
29,,185_2491400081_UBS,1859772809,OB,UCB,Close,Close,,UBS,1859772809
30,,81_2491400067_UBS,1859769366,OB,UCB,Close,Close,,UBS,1859769366
31,,74_2491400081_UBS,1859772817,OB,UCB,Close,Close,,UBS,1859772817
32,,185_2491400067_UBS,1859769627,OB,UCB,Close,Close,,UBS,1859769627
33,,74_2491400067_UBS,1859769620,OB,UCB,Close,Close,,UBS,1859769620
34,,235_2491400081_UBS,1859772570,OB,UCB,Close,Close,,UBS,1859772570
35,,235_2491400067_UBS,1859769365,OB,UCB,Close,Close,,UBS,1859769365
36,,224_2491400067_UBS,1859769616,OB,UCB,Close,Close,,UBS,1859769616
37,,224_2491400081_UBS,1859772827,OB,UCB,Close,Close,,UBS,1859772827
38,,202_2491400081_UBS,1859772567,OB,UCB,Close,Close,,UBS,1859772567
39,,202_2491400067_UBS,1859769367,OB,UCB,Close,Close,,UBS,1859769367
40,,70_2491400067_UBS,1859769597,OB,UCB,Close,Close,,UBS,1859769597
41,,70_2491400081_UBS,1859772800,OB,UCB,Close,Close,,UBS,1859772800
42,,239_2491400067_UBS,1859769377,OB,UCB,Close,Close,,UBS,1859769377
43,,239_2491400081_UBS,1859772576,OB,UCB,Close,Close,,UBS,1859772576
44,,195_2491400067_UBS,1859769359,OB,UCB,Close,Close,,UBS,1859769359
45,,195_2491400081_UBS,1859772554,OB,UCB,Close,Close,,UBS,1859772554
46,,183_2491400067_UBS,1859769618,OB,UCB,Close,Close,,UBS,1859769618
47,,183_2491400081_UBS,1859772828,OB,UCB,Close,Close,,UBS,1859772828
48,,73_2491400081_UBS,1859772810,OB,UCB,Close,Close,,UBS,1859772810
49,,73_2491400067_UBS,1859769615,OB,UCB,Close,Close,,UBS,1859769615
50,,236_2491400081_UBS,1859772569,OB,UCB,Close,Close,,UBS,1859772569
51,,236_2491400067_UBS,1859769372,OB,UCB,Close,Close,,UBS,1859769372
52,,229_2491400067_UBS,1859769629,OB,UCB,Close,Close,,UBS,1859769629
53,,229_2491400081_UBS,1859772811,OB,UCB,Close,Close,,UBS,1859772811
54,,82_2491400067_UBS,1859769355,OB,UCB,Close,Close,,UBS,1859769355
