,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
5238,,15_455914788_CACEIS,1356802615,OB,UCB,Close,Close,
6323,,24_4551402499_CACEIS,2006719929,OB,UCB,Close,Close,
6336,,25_4551285256_CACEIS,1847792960,OB,UCB,Close,Close,
6340,,20_4551402499_CACEIS,2006719928,OB,UCB,Close,Close,
6353,,16_4551279353_CACEIS,1839901569,OB,UCB,Close,Close,
6387,,14_455914788_CACEIS,1356802610,OB,UCB,Close,Close,
6988,,26_4551285256_CACEIS,1847792963,OB,UCB,Close,Close,
6989,,24_4551157661_CACEIS,1677770272,OB,UCB,Close,Close,
6990,,22_4551402499_CACEIS,2006719923,OB,UCB,Close,Close,
8430,,21_4551402499_CACEIS,2006719920,OB,UCB,Close,Close,
8431,,17_4551279353_CACEIS,1839901571,OB,UCB,Close,Close,
10793,,9_4551402499_CACEIS,2006719922,OB,UCB,Close,Close,
12462,,13_4551402499_CACEIS,2006719926,OB,UCB,Close,Close,
12474,,6_4551157661_CACEIS,1677770259,OB,UCB,Close,Close,
12506,,17_4551285256_CACEIS,1847792954,OB,UCB,Close,Close,
14148,,19_4551285256_CACEIS,1847792958,OB,UCB,Close,Close,
